family,instance,stratum,arm_id,best_ub,obj,cert_gap_pct,own_ub,cert_gap_own_pct,stop_reason,phases,ec_gain,total_rt_s,seeds_used,best_seed,n_seed_restarts,tier_final,stall_run_final,commit,source_dirty,error
B,B_n110_006_a50_017,closing,B4,3465.0000,3456.0,0.259740,3465.0000,0.259740,GAP<threshold,1,0,304.2,"42,123,456,789,1337,2024",789,6,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n110_006_a50_017,closing,S,3465.0000,3455.0,0.288600,3465.0000,0.288600,GAP<threshold,1,0,300.1,42,42,6,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n075_038_a25_112,closing,A0,1685.0000,1685.0,0.000000,1685.0000,0.000000,GAP<threshold,1,1,309.2,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n075_038_a25_112,closing,B1,1685.0000,1684.0,0.059347,1685.0000,0.059347,GAP<threshold,1,0,305.4,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n075_038_a25_112,closing,B3,1685.0000,1684.0,0.059347,1685.0000,0.059347,GAP<threshold,1,0,305.5,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_017_a25_049,closing,S,2679.0000,2527.0,5.673759,2679.0000,5.673759,STALL_STOP,3,0,900.1,42,,27,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n075_038_a25_112,closing,B5,1685.0000,1684.0,0.059347,1685.0000,0.059347,GAP<threshold,1,0,301.4,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n075_038_a25_112,closing,B6,1685.0000,1685.0,0.000000,1685.0000,0.000000,GAP<threshold,1,1,309.0,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n075_038_a25_112,closing,B7,1685.0000,1685.0,0.000000,1685.0000,0.000000,GAP<threshold,1,1,309.5,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n075_038_a25_112,closing,B8,1685.0000,1685.0,0.000000,1685.0000,0.000000,GAP<threshold,1,1,309.7,42,42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n050_014_a50_041,closing,B1,1809.0000,1809.0,0.000000,1809.0000,0.000000,UB,1,0,138.8,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n050_014_a50_041,closing,A0,1809.0000,1809.0,0.000000,1809.0000,0.000000,UB,1,0,178.9,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n050_014_a50_041,closing,B3,1809.0000,1809.0,0.000000,1809.0000,0.000000,UB,1,0,83.9,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n050_014_a50_041,closing,B2,1809.0000,1809.0,0.000000,1809.0000,0.000000,UB,1,0,231.2,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n050_014_a50_041,closing,B5,1809.0000,1809.0,0.000000,1809.0000,0.000000,UB,1,0,171.5,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n050_014_a50_041,closing,B6,1809.0000,1809.0,0.000000,1809.0000,0.000000,UB,1,0,180.2,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n050_014_a50_041,closing,B7,1809.0000,1809.0,0.000000,1809.0000,0.000000,UB,1,0,181.6,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n050_014_a50_041,closing,B4,1809.0000,1808.0,0.055279,1809.0000,0.055279,GAP<threshold,1,0,308.7,"42,123,456,789,1337,2024",123,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n050_014_a50_041,closing,B8,1809.0000,1809.0,0.000000,1809.0000,0.000000,UB,1,0,179.7,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n050_014_a50_041,closing,S,1809.0000,1806.0,0.165837,1809.0000,0.165837,GAP<threshold,1,0,300.2,42,42,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n150_028_a50_083,closing,A0,5077.0000,5064.0,0.256057,5077.0000,0.256057,GAP<threshold,1,1,318.7,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n150_028_a50_083,closing,B1,5077.0000,5074.0,0.059090,5077.0000,0.059090,GAP<threshold,1,0,309.6,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n150_028_a50_083,closing,B2,5077.0000,5065.0,0.236360,5077.0000,0.236360,GAP<threshold,1,1,317.7,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n075_038_a25_112,closing,B4,1685.0000,1563.0,7.240356,1701.0000,8.112875,STALL_STOP,4,0,1226.2,"42,123,456,789,1337,2024",42,12,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n150_028_a50_083,closing,B3,5077.0000,5067.0,0.196967,5077.0000,0.196967,GAP<threshold,1,0,311.5,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n150_028_a50_083,closing,B4,5077.0000,5073.0,0.078787,5077.0000,0.078787,GAP<threshold,1,0,310.1,"42,123,456,789,1337,2024",456,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n150_028_a50_083,closing,B5,5077.0000,5063.0,0.275753,5077.0000,0.275753,GAP<threshold,1,0,302.2,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n150_028_a50_083,closing,B6,5077.0000,5064.0,0.256057,5077.0000,0.256057,GAP<threshold,1,1,315.4,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n075_038_a25_112,closing,S,1685.0000,1563.0,7.240356,1685.0000,7.240356,STALL_STOP,4,0,1200.4,42,42,12,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n150_028_a50_083,closing,B7,5077.0000,5064.0,0.256057,5077.0000,0.256057,GAP<threshold,1,1,316.5,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n150_028_a50_083,closing,B8,5077.0000,5064.0,0.256057,5077.0000,0.256057,GAP<threshold,1,1,316.5,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n150_028_a50_083,closing,S,5077.0000,5063.0,0.275753,5077.0000,0.275753,GAP<threshold,1,0,300.2,42,42,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a75_078,closing,A0,1901.0000,1896.0,0.263019,1901.0000,0.263019,GAP<threshold,1,0,365.1,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a75_078,closing,B1,1901.0000,1898.0,0.157812,1901.0000,0.157812,GAP<threshold,1,0,348.1,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a75_078,closing,B2,1901.0000,1898.0,0.157812,1901.0000,0.157812,GAP<threshold,1,1,368.3,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a75_078,closing,B3,1901.0000,1899.0,0.105208,1901.0000,0.105208,GAP<threshold,1,2,382.8,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a75_078,closing,B5,1901.0000,1896.0,0.263019,1901.0000,0.263019,GAP<threshold,1,0,302.3,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a75_078,closing,B4,1901.0000,1897.0,0.210416,1901.0000,0.210416,GAP<threshold,1,0,342.6,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a75_078,closing,B6,1901.0000,1896.0,0.263019,1901.0000,0.263019,GAP<threshold,1,0,361.9,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n060_025_a50_074,closing,B2,2114.0000,2114.0,0.000000,2114.0000,0.000000,UB,1,0,28.9,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a75_078,closing,S,1901.0000,1897.0,0.210416,1901.0000,0.210416,GAP<threshold,1,0,300.1,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n060_025_a50_074,closing,B3,2114.0000,2114.0,0.000000,2114.0000,0.000000,UB,1,0,29.8,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a75_078,closing,B7,1901.0000,1896.0,0.263019,1901.0000,0.263019,GAP<threshold,1,0,361.3,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n060_025_a50_074,closing,B4,2114.0000,2114.0,0.000000,2114.0000,0.000000,UB,1,0,36.7,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a75_078,closing,B8,1901.0000,1896.0,0.263019,1901.0000,0.263019,GAP<threshold,1,0,361.0,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n060_025_a50_074,closing,B7,2114.0000,2114.0,0.000000,2114.0000,0.000000,GAP<threshold,1,1,329.4,"42,123,456,789,1337,2024",,1,1,1,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n060_025_a50_074,closing,S,2114.0000,2114.0,0.000000,2114.0000,0.000000,UB,1,0,2.2,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n045_007_a50_020,closing,A0,1105.0000,1105.0,0.000000,1105.0000,0.000000,UB,1,0,62.3,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n045_007_a50_020,closing,B1,1105.0000,1105.0,0.000000,1105.0000,0.000000,UB,1,0,62.0,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n045_007_a50_020,closing,B2,1105.0000,1105.0,0.000000,1105.0000,0.000000,UB,1,0,61.5,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n045_007_a50_020,closing,B3,1105.0000,1105.0,0.000000,1105.0000,0.000000,UB,1,0,58.6,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n060_025_a50_074,closing,B6,2114.0000,2114.0,0.000000,2114.0000,0.000000,GAP<threshold,2,1,639.0,"42,123,456,789,1337,2024",,2,0,2,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n045_007_a50_020,closing,B5,1105.0000,1105.0,0.000000,1105.0000,0.000000,UB,1,0,60.6,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n060_025_a50_074,closing,A0,2114.0000,2114.0,0.000000,2114.0000,0.000000,GAP<threshold,3,0,943.6,"42,123,456,789,1337,2024",42,3,1,1,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n060_025_a50_074,closing,B1,2114.0000,2114.0,0.000000,2114.0000,0.000000,GAP<threshold,3,0,940.8,"42,123,456,789,1337,2024",42,3,1,1,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n045_007_a50_020,closing,B6,1105.0000,1105.0,0.000000,1105.0000,0.000000,UB,1,0,62.6,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
