family,instance,stratum,arm_id,best_ub,obj,cert_gap_pct,own_ub,cert_gap_own_pct,stop_reason,phases,ec_gain,total_rt_s,seeds_used,best_seed,n_seed_restarts,tier_final,stall_run_final,commit,source_dirty,error
D,D_n070_035_a50_104,hard_tail,B6,2354.0000,2348.0,0.254885,2354.0000,0.254885,GAP<threshold,1,0,336.9,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a50_104,hard_tail,B7,2354.0000,2348.0,0.254885,2354.0000,0.254885,GAP<threshold,1,0,337.2,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a50_104,hard_tail,S,2354.0000,2349.0,0.212404,2354.0000,0.212404,GAP<threshold,1,0,300.6,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a50_104,hard_tail,B8,2354.0000,2348.0,0.254885,2354.0000,0.254885,GAP<threshold,1,0,341.7,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_039_a50_116,hard_tail,B3,3082.0000,3064.0,0.584036,3083.0000,0.616283,STALL_STOP,4,9,1362.7,"42,123,456,789,1337,2024",42,4,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_039_a50_116,hard_tail,B4,3082.0000,3072.0,0.324465,3082.0000,0.324465,STALL_STOP,5,0,1597.8,"42,123,456,789,1337,2024",42,5,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_039_a50_116,hard_tail,A0,3082.0000,3063.0,0.616483,3082.0000,0.616483,STALL_STOP,6,0,1928.4,"42,123,456,789,1337,2024",42,6,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_039_a50_116,hard_tail,B1,3082.0000,3063.0,0.616483,3082.0000,0.616483,STALL_STOP,6,0,1924.7,"42,123,456,789,1337,2024",42,6,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_039_a50_116,hard_tail,B5,3082.0000,3063.0,0.616483,3082.0000,0.616483,STALL_STOP,6,0,1869.9,"42,123,456,789,1337,2024",42,6,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_039_a50_116,hard_tail,B2,3082.0000,3064.0,0.584036,3083.0000,0.616283,STALL_STOP,7,0,2228.0,"42,123,456,789,1337,2024",42,7,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_040_a50_119,hard_tail,A0,2574.0000,2567.0,0.271950,2574.0000,0.271950,GAP<threshold,1,0,355.0,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_040_a50_119,hard_tail,B1,2574.0000,2569.0,0.194250,2574.0000,0.194250,GAP<threshold,1,0,353.0,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_040_a50_119,hard_tail,B2,2574.0000,2567.0,0.271950,2574.0000,0.271950,GAP<threshold,1,0,354.0,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_039_a50_116,hard_tail,B6,3082.0000,3054.0,0.908501,3084.0000,0.972763,STALL_STOP,4,82,1382.7,"42,123,456,789,1337,2024",42,4,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_040_a50_119,hard_tail,B3,2574.0000,2569.0,0.194250,2574.0000,0.194250,GAP<threshold,1,0,348.6,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_040_a50_119,hard_tail,B5,2574.0000,2567.0,0.271950,2574.0000,0.271950,GAP<threshold,1,0,302.7,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_040_a50_119,hard_tail,B4,2574.0000,2568.0,0.233100,2574.0000,0.233100,GAP<threshold,1,0,348.3,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_040_a50_119,hard_tail,B6,2574.0000,2567.0,0.271950,2574.0000,0.271950,GAP<threshold,1,0,355.6,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_040_a50_119,hard_tail,B7,2574.0000,2567.0,0.271950,2574.0000,0.271950,GAP<threshold,1,0,356.9,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_040_a50_119,hard_tail,B8,2574.0000,2567.0,0.271950,2574.0000,0.271950,GAP<threshold,1,0,355.8,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_040_a50_119,hard_tail,S,2574.0000,2568.0,0.233100,2574.0000,0.233100,GAP<threshold,1,0,301.2,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_039_a50_116,hard_tail,B7,3082.0000,3063.0,0.616483,3082.0000,0.616483,STALL_STOP,6,0,1899.1,"42,123,456,789,1337,2024",42,6,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_039_a50_116,hard_tail,S,3082.0000,3065.0,0.551590,3082.0000,0.551590,STALL_STOP,6,0,1804.7,42,42,6,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n075_039_a50_116,hard_tail,B8,3082.0000,3063.0,0.616483,3082.0000,0.616483,STALL_STOP,6,0,1943.4,42,42,6,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n080_042_a75_126,closing,B4,2458.0000,2457.0,0.040683,2458.0000,0.040683,GAP<threshold,1,0,371.9,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n080_042_a75_126,closing,A0,2458.0000,2457.0,0.040683,2458.0000,0.040683,GAP<threshold,2,0,699.3,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n080_042_a75_126,closing,B5,2458.0000,2457.0,0.040683,2458.0000,0.040683,GAP<threshold,2,0,627.6,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n080_042_a75_126,closing,B6,2458.0000,2457.0,0.040683,2458.0000,0.040683,GAP<threshold,2,0,693.7,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n080_042_a75_126,closing,B1,2458.0000,2457.0,0.040683,2459.0000,0.081334,GAP<threshold,4,0,1359.3,"42,123,456,789,1337,2024",42,4,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n080_042_a75_126,closing,B7,2458.0000,2457.0,0.040683,2458.0000,0.040683,GAP<threshold,2,0,696.8,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n075_026_a25_076,closing,A0,879.0000,879.0,0.000000,879.0000,0.000000,UB,1,0,27.9,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n075_026_a25_076,closing,B1,879.0000,879.0,0.000000,879.0000,0.000000,UB,1,0,34.9,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n075_026_a25_076,closing,B2,879.0000,879.0,0.000000,879.0000,0.000000,UB,1,0,24.2,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n075_026_a25_076,closing,B3,879.0000,879.0,0.000000,879.0000,0.000000,UB,1,0,21.6,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n075_026_a25_076,closing,B5,879.0000,879.0,0.000000,879.0000,0.000000,UB,1,0,27.9,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n075_026_a25_076,closing,B6,879.0000,879.0,0.000000,879.0000,0.000000,UB,1,0,28.8,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n080_042_a75_126,closing,B2,2458.0000,2448.0,0.406835,2458.0000,0.406835,STALL_STOP,4,0,1365.3,"42,123,456,789,1337,2024",42,4,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n075_026_a25_076,closing,B7,879.0000,879.0,0.000000,879.0000,0.000000,UB,1,0,28.6,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n080_042_a75_126,closing,B3,2458.0000,2457.0,0.040683,2458.0000,0.040683,GAP<threshold,4,0,1339.9,"42,123,456,789,1337,2024",42,4,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n075_026_a25_076,closing,B8,879.0000,879.0,0.000000,879.0000,0.000000,UB,1,0,28.7,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n080_042_a75_126,closing,B8,2458.0000,2457.0,0.040683,2458.0000,0.040683,GAP<threshold,2,0,699.7,42,42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n075_026_a25_076,closing,B4,879.0000,866.0,1.478953,881.0000,1.702611,STALL_STOP,3,0,911.2,"42,123,456,789,1337,2024",,56,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n075_026_a25_076,closing,S,879.0000,866.0,1.478953,879.0000,1.478953,STALL_STOP,3,0,900.1,42,,54,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n080_042_a75_126,closing,S,2458.0000,2447.0,0.447518,2458.0000,0.447518,STALL_STOP,4,0,1201.5,42,42,4,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n040_004_a50_011,hard_tail,A0,1164.0000,1154.0,0.859107,1165.0000,0.944206,STALL_STOP,4,0,1203.0,"42,123,456,789,1337,2024",42,20,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n040_004_a50_011,hard_tail,B1,1164.0000,1154.0,0.859107,1165.0000,0.944206,STALL_STOP,4,0,1202.7,"42,123,456,789,1337,2024",42,16,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n040_004_a50_011,hard_tail,B2,1164.0000,1154.0,0.859107,1165.0000,0.944206,STALL_STOP,4,0,1202.7,"42,123,456,789,1337,2024",42,16,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n040_004_a50_011,hard_tail,B4,1164.0000,1144.0,1.718213,1166.0000,1.886792,STALL_STOP,3,0,902.4,"42,123,456,789,1337,2024",,27,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n040_004_a50_011,hard_tail,B3,1164.0000,1154.0,0.859107,1165.0000,0.944206,STALL_STOP,4,0,1202.9,"42,123,456,789,1337,2024",42,23,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n040_004_a50_011,hard_tail,B5,1164.0000,1154.0,0.859107,1165.0000,0.944206,STALL_STOP,4,0,1202.5,"42,123,456,789,1337,2024",42,20,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n040_004_a50_011,hard_tail,B6,1164.0000,1154.0,0.859107,1165.0000,0.944206,STALL_STOP,4,0,1203.0,"42,123,456,789,1337,2024",42,20,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n040_004_a50_011,hard_tail,B7,1164.0000,1154.0,0.859107,1164.0000,0.859107,STALL_STOP,4,0,1201.4,"42,123,456,789,1337,2024",42,20,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n040_004_a50_011,hard_tail,B8,1164.0000,1154.0,0.859107,1165.0000,0.944206,STALL_STOP,4,0,1202.8,42,42,20,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n040_004_a50_011,hard_tail,S,1164.0000,1144.0,1.718213,1164.0000,1.718213,STALL_STOP,3,0,900.2,42,,24,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_019_a25_055,hard_tail,A0,2816.0000,2807.0,0.319602,2819.0000,0.425683,STALL_STOP,4,0,1221.8,"42,123,456,789,1337,2024",42,14,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_019_a25_055,hard_tail,B1,2816.0000,2807.0,0.319602,2819.0000,0.425683,STALL_STOP,4,0,1222.3,"42,123,456,789,1337,2024",42,12,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_019_a25_055,hard_tail,B4,2816.0000,2505.0,11.044034,2831.0000,11.515366,STALL_STOP,3,0,920.5,"42,123,456,789,1337,2024",,34,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_019_a25_055,hard_tail,B3,2816.0000,2807.0,0.319602,2819.0000,0.425683,STALL_STOP,4,0,1223.3,"42,123,456,789,1337,2024",42,16,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_019_a25_055,hard_tail,B5,2816.0000,2807.0,0.319602,2819.0000,0.425683,STALL_STOP,4,0,1221.6,"42,123,456,789,1337,2024",42,14,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_019_a25_055,hard_tail,B2,2816.0000,2807.0,0.319602,2819.0000,0.425683,STALL_STOP,5,0,1522.8,"42,123,456,789,1337,2024",42,15,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_029_a25_085,hard_tail,A0,1343.0000,1343.0,0.000000,1343.0000,0.000000,UB,1,0,46.7,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_029_a25_085,hard_tail,B1,1343.0000,1343.0,0.000000,1343.0000,0.000000,UB,1,0,51.1,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_029_a25_085,hard_tail,B3,1343.0000,1343.0,0.000000,1343.0000,0.000000,UB,1,0,83.1,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_019_a25_055,hard_tail,B6,2816.0000,2807.0,0.319602,2819.0000,0.425683,STALL_STOP,4,0,1222.3,"42,123,456,789,1337,2024",42,16,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_029_a25_085,hard_tail,B5,1343.0000,1343.0,0.000000,1343.0000,0.000000,UB,1,0,48.0,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_019_a25_055,hard_tail,S,2816.0000,2505.0,11.044034,2816.0000,11.044034,STALL_STOP,3,0,900.1,42,,33,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_029_a25_085,hard_tail,B6,1343.0000,1343.0,0.000000,1343.0000,0.000000,UB,1,0,50.1,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_019_a25_055,hard_tail,B7,2816.0000,2807.0,0.319602,2816.0000,0.319602,STALL_STOP,4,0,1201.1,"42,123,456,789,1337,2024",42,14,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_029_a25_085,hard_tail,B7,1343.0000,1343.0,0.000000,1343.0000,0.000000,UB,1,0,46.0,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_029_a25_085,hard_tail,B8,1343.0000,1343.0,0.000000,1343.0000,0.000000,UB,1,0,46.2,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_019_a25_055,hard_tail,B8,2816.0000,2807.0,0.319602,2819.0000,0.425683,STALL_STOP,4,0,1222.1,42,42,14,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_029_a25_085,hard_tail,B4,1343.0000,1235.0,8.041698,1354.0000,8.788774,STALL_STOP,3,0,914.1,"42,123,456,789,1337,2024",,21,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_029_a25_085,hard_tail,B2,1343.0000,1335.0,0.595681,1348.0000,0.964392,STALL_STOP,4,0,1215.1,"42,123,456,789,1337,2024",42,12,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_029_a25_085,hard_tail,S,1343.0000,1235.0,8.041698,1343.0000,8.041698,STALL_STOP,3,0,900.1,42,,18,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_028_a25_082,hard_tail,A0,1156.0000,1152.0,0.346021,1157.0000,0.432152,STALL_STOP,4,0,1212.0,"42,123,456,789,1337,2024",42,17,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_028_a25_082,hard_tail,B1,1156.0000,1152.0,0.346021,1157.0000,0.432152,STALL_STOP,4,0,1211.4,"42,123,456,789,1337,2024",42,15,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_028_a25_082,hard_tail,B2,1156.0000,1152.0,0.346021,1157.0000,0.432152,STALL_STOP,4,0,1212.8,"42,123,456,789,1337,2024",42,13,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_028_a25_082,hard_tail,B4,1156.0000,1143.0,1.124567,1159.0000,1.380500,STALL_STOP,3,0,911.7,"42,123,456,789,1337,2024",,24,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_028_a25_082,hard_tail,B3,1156.0000,1152.0,0.346021,1157.0000,0.432152,STALL_STOP,4,0,1211.9,"42,123,456,789,1337,2024",42,16,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_028_a25_082,hard_tail,B5,1156.0000,1152.0,0.346021,1157.0000,0.432152,STALL_STOP,4,0,1211.0,"42,123,456,789,1337,2024",42,17,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n080_033_a25_097,hard_tail,A0,1811.0000,1806.0,0.276091,1811.0000,0.276091,GAP<threshold,2,0,602.6,"42,123,456,789,1337,2024",42,6,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n080_033_a25_097,hard_tail,B1,1811.0000,1806.0,0.276091,1811.0000,0.276091,GAP<threshold,1,0,302.3,"42,123,456,789,1337,2024",42,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_028_a25_082,hard_tail,S,1156.0000,1143.0,1.124567,1156.0000,1.124567,STALL_STOP,3,0,900.1,42,,21,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_028_a25_082,hard_tail,B7,1156.0000,1152.0,0.346021,1156.0000,0.346021,STALL_STOP,4,0,1201.9,"42,123,456,789,1337,2024",42,17,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_028_a25_082,hard_tail,B6,1156.0000,1152.0,0.346021,1157.0000,0.432152,STALL_STOP,4,0,1211.8,"42,123,456,789,1337,2024",42,16,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n080_033_a25_097,hard_tail,B2,1811.0000,1806.0,0.276091,1811.0000,0.276091,GAP<threshold,1,0,302.5,"42,123,456,789,1337,2024",42,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_028_a25_082,hard_tail,B8,1156.0000,1152.0,0.346021,1157.0000,0.432152,STALL_STOP,4,0,1211.7,42,42,16,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n080_033_a25_097,hard_tail,B3,1811.0000,1806.0,0.276091,1811.0000,0.276091,GAP<threshold,1,0,301.7,"42,123,456,789,1337,2024",42,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n080_033_a25_097,hard_tail,B5,1811.0000,1806.0,0.276091,1811.0000,0.276091,GAP<threshold,1,0,300.3,"42,123,456,789,1337,2024",456,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n080_033_a25_097,hard_tail,B6,1811.0000,1806.0,0.276091,1811.0000,0.276091,GAP<threshold,1,0,302.0,"42,123,456,789,1337,2024",456,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n080_033_a25_097,hard_tail,B8,1811.0000,1806.0,0.276091,1811.0000,0.276091,GAP<threshold,1,0,302.2,42,42,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n080_033_a25_097,hard_tail,B7,1811.0000,1806.0,0.276091,1811.0000,0.276091,GAP<threshold,2,0,602.0,"42,123,456,789,1337,2024",42,6,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n080_033_a25_097,hard_tail,B4,1811.0000,1667.0,7.951408,1825.0000,8.657534,STALL_STOP,3,0,919.1,"42,123,456,789,1337,2024",,24,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n080_033_a25_097,hard_tail,S,1811.0000,1667.0,7.951408,1811.0000,7.951408,STALL_STOP,3,0,900.1,42,,24,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n050_014_a50_041,hard_tail,A0,1797.0000,1787.0,0.556483,1797.0000,0.556483,STALL_STOP,4,0,1211.3,"42,123,456,789,1337,2024",42,7,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n050_014_a50_041,hard_tail,B1,1797.0000,1787.0,0.556483,1797.0000,0.556483,STALL_STOP,4,0,1212.3,"42,123,456,789,1337,2024",42,4,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n050_014_a50_041,hard_tail,B2,1797.0000,1787.0,0.556483,1797.0000,0.556483,STALL_STOP,4,0,1212.3,"42,123,456,789,1337,2024",42,5,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n050_014_a50_041,hard_tail,B3,1797.0000,1787.0,0.556483,1797.0000,0.556483,STALL_STOP,4,0,1209.6,"42,123,456,789,1337,2024",42,7,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n050_014_a50_041,hard_tail,B4,1797.0000,1787.0,0.556483,1797.0000,0.556483,STALL_STOP,4,0,1210.1,"42,123,456,789,1337,2024",42,12,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n050_014_a50_041,hard_tail,B5,1797.0000,1787.0,0.556483,1797.0000,0.556483,STALL_STOP,4,0,1207.4,"42,123,456,789,1337,2024",42,7,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n050_014_a50_041,hard_tail,B6,1797.0000,1787.0,0.556483,1797.0000,0.556483,STALL_STOP,4,0,1212.6,"42,123,456,789,1337,2024",42,8,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n050_014_a50_041,hard_tail,B7,1797.0000,1787.0,0.556483,1797.0000,0.556483,STALL_STOP,4,0,1208.2,"42,123,456,789,1337,2024",42,6,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n050_014_a50_041,hard_tail,B8,1797.0000,1787.0,0.556483,1797.0000,0.556483,STALL_STOP,4,0,1212.4,42,42,7,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n050_014_a50_041,hard_tail,S,1797.0000,1787.0,0.556483,1797.0000,0.556483,STALL_STOP,4,0,1201.0,42,42,12,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n070_023_a50_068,hard_tail,B1,2216.0000,2206.0,0.451264,2217.0000,0.496166,STALL_STOP,4,0,1222.4,"42,123,456,789,1337,2024",42,5,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n070_023_a50_068,hard_tail,B2,2216.0000,2206.0,0.451264,2217.0000,0.496166,STALL_STOP,4,0,1223.6,"42,123,456,789,1337,2024",42,5,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n070_023_a50_068,hard_tail,B3,2216.0000,2206.0,0.451264,2217.0000,0.496166,STALL_STOP,4,0,1220.9,"42,123,456,789,1337,2024",42,7,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n070_023_a50_068,hard_tail,B4,2216.0000,2205.0,0.496390,2217.0000,0.541272,STALL_STOP,4,0,1215.7,"42,123,456,789,1337,2024",42,16,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n070_023_a50_068,hard_tail,A0,2216.0000,2206.0,0.451264,2216.0000,0.451264,STALL_STOP,7,0,2132.0,"42,123,456,789,1337,2024",42,10,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n070_023_a50_068,hard_tail,B6,2216.0000,2205.0,0.496390,2217.0000,0.541272,STALL_STOP,4,0,1223.2,"42,123,456,789,1337,2024",42,5,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n070_023_a50_068,hard_tail,B5,2216.0000,2206.0,0.451264,2216.0000,0.451264,STALL_STOP,7,0,2120.3,"42,123,456,789,1337,2024",42,10,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n070_023_a50_068,hard_tail,S,2216.0000,2205.0,0.496390,2216.0000,0.496390,STALL_STOP,4,0,1200.5,42,42,16,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n060_022_a50_065,hard_tail,A0,1764.0000,1737.0,1.530612,1766.0000,1.642129,STALL_STOP,4,0,1228.4,"42,123,456,789,1337,2024",42,4,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n060_022_a50_065,hard_tail,B1,1764.0000,1736.0,1.587302,1766.0000,1.698754,STALL_STOP,4,0,1225.8,"42,123,456,789,1337,2024",42,4,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n070_023_a50_068,hard_tail,B7,2216.0000,2206.0,0.451264,2216.0000,0.451264,STALL_STOP,7,0,2122.5,"42,123,456,789,1337,2024",42,10,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n070_023_a50_068,hard_tail,B8,2216.0000,2206.0,0.451264,2216.0000,0.451264,STALL_STOP,7,0,2129.2,42,42,10,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n060_022_a50_065,hard_tail,B4,1764.0000,1737.0,1.530612,1766.0000,1.642129,STALL_STOP,4,0,1220.8,"42,123,456,789,1337,2024",123,8,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n060_022_a50_065,hard_tail,B2,1764.0000,1737.0,1.530612,1766.0000,1.642129,STALL_STOP,5,0,1529.5,"42,123,456,789,1337,2024",42,5,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n060_022_a50_065,hard_tail,B3,1764.0000,1737.0,1.530612,1766.0000,1.642129,STALL_STOP,6,0,1828.9,"42,123,456,789,1337,2024",42,6,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
