instance,status,final_ub_cert,refine_ub_float,ub_decimal_strict,ub_decimal_with_tol,lag_float,lag_decimal_str,passes_strict,passes_tol,required_eps_safeguard,delta_float,delta_decimal
EC_n075_028_a75_084,PASS,2581,2581,2581,2581,2581.0,2581.000000,True,True,False,0.0,0.0
EC_n075_029_a25_085,PASS,1755,1755,1755,1755,1755.0,1755.000000,True,True,False,0.0,0.0
EC_n075_029_a50_086,PASS,2983,2983,2983,2983,2983.026079,2983.026079,True,True,False,0.026079,0.026079
EC_n075_029_a75_087,PASS,3221,3221,3221,3221,3221.0,3221.000000,True,True,False,0.0,0.0
EC_n075_030_a25_088,PASS,1484,1484,1484,1484,1484.000002,1484.000002,True,True,False,2e-06,2e-06
EC_n075_030_a50_089,PASS,2464,2464,2464,2464,2464.226586,2464.226586,True,True,False,0.226586,0.226586
EC_n075_030_a75_090,PASS,2720,2720,2720,2720,2720.0,2720.000000,True,True,False,0.0,0.0
EC_n080_031_a25_091,PASS,1068,1068,1068,1068,1068.342833,1068.342833,True,True,False,0.342833,0.342833
EC_n080_031_a50_092,PASS,2180,2180,2180,2180,2180.523112,2180.523112,True,True,False,0.523112,0.523112
EC_n080_031_a75_093,PASS,2365,2365,2365,2365,2365.015906,2365.015906,True,True,False,0.015906,0.015906
EC_n080_032_a25_094,PASS,1424,1424,1424,1424,1424.027315,1424.027315,True,True,False,0.027315,0.027315
EC_n080_032_a50_095,PASS,2283,2283,2283,2283,2283.164191,2283.164191,True,True,False,0.164191,0.164191
EC_n080_032_a75_096,PASS,2450,2450,2450,2450,2450.0,2450.000000,True,True,False,0.0,0.0
EC_n080_033_a25_097,PASS,1811,1811,1811,1811,1811.186961,1811.186961,True,True,False,0.186961,0.186961
EC_n080_033_a50_098,PASS,2646,2646,2646,2646,2646.000004,2646.000004,True,True,False,4e-06,4e-06
EC_n080_033_a75_099,PASS,2802,2802,2802,2802,2802.0,2802.000000,True,True,False,0.0,0.0
EC_n080_034_a25_100,PASS,1858,1858,1858,1858,1858.0,1858.000000,True,True,False,0.0,0.0
EC_n080_034_a50_101,PASS,3175,3175,3175,3175,3175.024986,3175.024986,True,True,False,0.024986,0.024986
EC_n080_034_a75_102,PASS,3424,3424,3424,3424,3424.0,3424.000000,True,True,False,0.0,0.0
EC_n080_035_a25_103,PASS,1589,1589,1589,1589,1589.108315,1589.108315,True,True,False,0.108315,0.108315
EC_n080_035_a50_104,PASS,2676,2676,2676,2676,2676.260926,2676.260926,True,True,False,0.260926,0.260926
EC_n080_035_a75_105,PASS,2932,2932,2932,2932,2932.0,2932.000000,True,True,False,0.0,0.0
ED_n040_001_a25_001,PASS_NEEDS_EPS,412,412,411,412,412.0,412.000000,False,True,True,-0.0,-0.0
ED_n040_001_a50_002,PASS,948,948,948,948,948.0,948.000000,True,True,False,0.0,0.0
ED_n040_001_a75_003,PASS,1201,1201,1201,1201,1201.0,1201.000000,True,True,False,0.0,0.0
ED_n040_002_a25_004,PASS,212,212,212,212,212.0,212.000000,True,True,False,0.0,0.0
ED_n040_002_a50_005,PASS,772,772,772,772,772.0,772.000000,True,True,False,0.0,0.0
ED_n040_002_a75_006,PASS,1026,1026,1026,1026,1026.0,1026.000000,True,True,False,0.0,0.0
ED_n040_003_a25_007,PASS,352,352,352,352,352.0,352.000000,True,True,False,0.0,0.0
ED_n040_003_a50_008,PASS,994,994,994,994,994.0,994.000000,True,True,False,0.0,0.0
ED_n040_003_a75_009,PASS,1138,1138,1138,1138,1138.0,1138.000000,True,True,False,0.0,0.0
ED_n040_004_a25_010,PASS,422,422,422,422,422.0,422.000000,True,True,False,0.0,0.0
ED_n040_004_a50_011,PASS,1164,1164,1164,1164,1164.241432,1164.241432,True,True,False,0.241432,0.241432
ED_n040_004_a75_012,PASS_NEEDS_EPS,1526,1526,1525,1526,1526.0,1526.000000,False,True,True,-0.0,-0.0
ED_n040_005_a25_013,PASS,445,445,445,445,445.0,445.000000,True,True,False,0.0,0.0
ED_n040_005_a50_014,PASS,1161,1161,1161,1161,1161.0,1161.000000,True,True,False,0.0,0.0
ED_n040_005_a75_015,PASS,1466,1466,1466,1466,1466.0,1466.000000,True,True,False,0.0,0.0
ED_n045_006_a25_016,PASS,523,523,523,523,523.0,523.000000,True,True,False,0.0,0.0
ED_n045_006_a50_017,PASS,1099,1099,1099,1099,1099.0,1099.000000,True,True,False,0.0,0.0
ED_n045_006_a75_018,PASS,1244,1244,1244,1244,1244.0,1244.000000,True,True,False,0.0,0.0
ED_n045_007_a25_019,PASS,253,253,253,253,253.0,253.000000,True,True,False,0.0,0.0
ED_n045_007_a50_020,PASS,914,914,914,914,914.0,914.000000,True,True,False,0.0,0.0
ED_n045_007_a75_021,PASS,1278,1278,1278,1278,1278.0,1278.000000,True,True,False,0.0,0.0
ED_n045_008_a25_022,PASS,732,732,732,732,732.0,732.000000,True,True,False,0.0,0.0
ED_n045_008_a50_023,PASS,1326,1326,1326,1326,1326.0,1326.000000,True,True,False,0.0,0.0
ED_n045_008_a75_024,PASS_NEEDS_EPS,1472,1472,1471,1472,1472.0,1472.000000,False,True,True,-0.0,-0.0
ED_n045_009_a25_025,PASS_NEEDS_EPS,843,843,842,843,843.0,843.000000,False,True,True,-0.0,-0.0
ED_n045_009_a50_026,PASS,1487,1487,1487,1487,1487.0,1487.000000,True,True,False,0.0,0.0
ED_n045_009_a75_027,PASS,1650,1650,1650,1650,1650.0,1650.000000,True,True,False,0.0,0.0
ED_n045_010_a25_028,PASS,813,813,813,813,813.0,813.000000,True,True,False,0.0,0.0
ED_n045_010_a50_029,PASS,1449,1449,1449,1449,1449.0,1449.000000,True,True,False,0.0,0.0
ED_n045_010_a75_030,PASS,1596,1596,1596,1596,1596.0,1596.000000,True,True,False,0.0,0.0
ED_n050_011_a25_031,PASS,623,623,623,623,623.0,623.000000,True,True,False,0.0,0.0
ED_n050_011_a50_032,PASS,1306,1306,1306,1306,1306.0,1306.000000,True,True,False,0.0,0.0
ED_n050_011_a75_033,PASS,1464,1464,1464,1464,1464.0,1464.000000,True,True,False,0.0,0.0
ED_n050_012_a25_034,PASS,354,354,354,354,354.0,354.000000,True,True,False,0.0,0.0
ED_n050_012_a50_035,PASS,1015,1015,1015,1015,1015.023209,1015.023209,True,True,False,0.023209,0.023209
ED_n050_012_a75_036,PASS,1378,1378,1378,1378,1378.0,1378.000000,True,True,False,0.0,0.0
ED_n050_013_a25_037,PASS,742,742,742,742,742.0,742.000000,True,True,False,0.0,0.0
ED_n050_013_a50_038,PASS,1338,1338,1338,1338,1338.033168,1338.033168,True,True,False,0.033168,0.033168
ED_n050_013_a75_039,PASS_NEEDS_EPS,1582,1582,1581,1582,1582.0,1582.000000,False,True,True,-0.0,-0.0
ED_n050_014_a25_040,PASS_NEEDS_EPS,1034,1034,1033,1034,1034.0,1034.000000,False,True,True,-0.0,-0.0
ED_n050_014_a50_041,PASS,1797,1797,1797,1797,1797.175394,1797.175394,True,True,False,0.175394,0.175394
ED_n050_014_a75_042,PASS,2058,2058,2058,2058,2058.0,2058.000000,True,True,False,0.0,0.0
ED_n050_015_a25_043,PASS,853,853,853,853,853.010768,853.010768,True,True,False,0.010768,0.010768
ED_n050_015_a50_044,PASS,1483,1483,1483,1483,1483.010538,1483.010538,True,True,False,0.010538,0.010538
ED_n050_015_a75_045,PASS,1626,1626,1626,1626,1626.0,1626.000000,True,True,False,0.0,0.0
ED_n055_016_a25_046,PASS,845,845,845,845,845.0,845.000000,True,True,False,0.0,0.0
ED_n055_016_a50_047,PASS,1447,1447,1447,1447,1447.0,1447.000000,True,True,False,0.0,0.0
ED_n055_016_a75_048,PASS,1488,1488,1488,1488,1488.0,1488.000000,True,True,False,0.0,0.0
ED_n055_017_a25_049,PASS_NEEDS_EPS,364,364,363,364,364.0,364.000000,False,True,True,-0.0,-0.0
ED_n055_017_a50_050,PASS,1136,1136,1136,1136,1136.020979,1136.020979,True,True,False,0.020979,0.020979
ED_n055_017_a75_051,PASS,1489,1489,1489,1489,1489.0,1489.000000,True,True,False,0.0,0.0
ED_n055_018_a25_052,PASS,742,742,742,742,742.0,742.000000,True,True,False,0.0,0.0
ED_n055_018_a50_053,PASS,1348,1348,1348,1348,1348.0,1348.000000,True,True,False,0.0,0.0
ED_n055_018_a75_054,PASS,1602,1602,1602,1602,1602.013819,1602.013819,True,True,False,0.013819,0.013819
ED_n055_019_a25_055,PASS_NEEDS_EPS,1036,1036,1035,1036,1036.0,1036.000000,False,True,True,-0.0,-0.0
ED_n055_019_a50_056,PASS,1907,1907,1907,1907,1907.075602,1907.075602,True,True,False,0.075602,0.075602
ED_n055_019_a75_057,PASS,2170,2170,2170,2170,2170.011258,2170.011258,True,True,False,0.011258,0.011258
ED_n055_020_a25_058,PASS,964,964,964,964,964.009165,964.009165,True,True,False,0.009165,0.009165
ED_n055_020_a50_059,PASS,1790,1790,1790,1790,1790.0,1790.000000,True,True,False,0.0,0.0
ED_n055_020_a75_060,PASS,1955,1955,1955,1955,1955.0,1955.000000,True,True,False,0.0,0.0
ED_n060_021_a25_061,PASS,846,846,846,846,846.0,846.000000,True,True,False,0.0,0.0
ED_n060_021_a50_062,PASS,1637,1637,1637,1637,1637.000001,1637.000001,True,True,False,1e-06,1e-06
ED_n060_021_a75_063,PASS,1699,1699,1699,1699,1699.029751,1699.029751,True,True,False,0.029751,0.029751
ED_n060_022_a25_064,PASS_NEEDS_EPS,864,864,863,864,864.0,864.000000,False,True,True,-0.0,-0.0
ED_n060_022_a50_065,PASS,1764,1764,1764,1764,1764.461331,1764.461331,True,True,False,0.461331,0.461331
ED_n060_022_a75_066,PASS,1954,1954,1954,1954,1954.103308,1954.103308,True,True,False,0.103308,0.103308
ED_n060_023_a25_067,PASS_NEEDS_EPS,1051,1051,1050,1051,1051.0,1051.000000,False,True,True,-0.0,-0.0
ED_n060_023_a50_068,PASS,1737,1737,1737,1737,1737.017352,1737.017352,True,True,False,0.017352,0.017352
ED_n060_023_a75_069,PASS,2002,2002,2002,2002,2002.0,2002.000000,True,True,False,0.0,0.0
ED_n060_024_a25_070,PASS,1253,1253,1253,1253,1253.0,1253.000000,True,True,False,0.0,0.0
ED_n060_024_a50_071,PASS,2139,2139,2139,2139,2139.019949,2139.019949,True,True,False,0.019949,0.019949
ED_n060_024_a75_072,PASS,2386,2386,2386,2386,2386.042677,2386.042677,True,True,False,0.042677,0.042677
ED_n060_025_a25_073,PASS,1346,1346,1346,1346,1346.0,1346.000000,True,True,False,0.0,0.0
ED_n060_025_a50_074,PASS,2014,2014,2014,2014,2014.701595,2014.701595,True,True,False,0.701595,0.701595
ED_n060_025_a75_075,PASS,2268,2268,2268,2268,2268.0,2268.000000,True,True,False,0.0,0.0
ED_n065_026_a25_076,PASS,858,858,858,858,858.0,858.000000,True,True,False,0.0,0.0
ED_n065_026_a50_077,PASS,1838,1838,1838,1838,1838.0,1838.000000,True,True,False,0.0,0.0
ED_n065_026_a75_078,PASS,1901,1901,1901,1901,1901.018865,1901.018865,True,True,False,0.018865,0.018865
ED_n065_027_a25_079,PASS_NEEDS_EPS,874,874,873,874,874.0,874.000000,False,True,True,-0.0,-0.0
ED_n065_027_a50_080,PASS,1764,1764,1764,1764,1764.316518,1764.316518,True,True,False,0.316518,0.316518
ED_n065_027_a75_081,PASS,1982,1982,1982,1982,1982.207457,1982.207457,True,True,False,0.207457,0.207457
ED_n065_028_a25_082,PASS,1156,1156,1156,1156,1156.662424,1156.662424,True,True,False,0.662424,0.662424
ED_n065_028_a50_083,PASS,1949,1949,1949,1949,1949.037402,1949.037402,True,True,False,0.037402,0.037402
ED_n065_028_a75_084,PASS,2144,2144,2144,2144,2144.021034,2144.021034,True,True,False,0.021034,0.021034
ED_n065_029_a25_085,PASS,1343,1343,1343,1343,1343.00448,1343.004480,True,True,False,0.00448,0.00448
ED_n065_029_a50_086,PASS,2341,2341,2341,2341,2341.015284,2341.015284,True,True,False,0.015284,0.015284
ED_n065_029_a75_087,PASS,2597,2597,2597,2597,2597.017688,2597.017688,True,True,False,0.017688,0.017688
ED_n065_030_a25_088,PASS,1478,1478,1478,1478,1478.001782,1478.001782,True,True,False,0.001782,0.001782
ED_n065_030_a50_089,PASS,2339,2339,2339,2339,2339.058298,2339.058298,True,True,False,0.058298,0.058298
ED_n065_030_a75_090,PASS,2497,2497,2497,2497,2497.0,2497.000000,True,True,False,0.0,0.0
ED_n070_031_a25_091,PASS,878,878,878,878,878.0,878.000000,True,True,False,0.0,0.0
ED_n070_031_a50_092,PASS,1859,1859,1859,1859,1859.02152,1859.021520,True,True,False,0.02152,0.02152
ED_n070_031_a75_093,PASS,1932,1932,1932,1932,1932.086864,1932.086864,True,True,False,0.086864,0.086864
ED_n070_032_a25_094,PASS,974,974,974,974,974.0,974.000000,True,True,False,0.0,0.0
ED_n070_032_a50_095,PASS_NEEDS_EPS,1876,1876,1875,1876,1876.0,1876.000000,False,True,True,-0.0,-0.0
ED_n070_032_a75_096,PASS,2094,2094,2094,2094,2094.184741,2094.184741,True,True,False,0.184741,0.184741
ED_n070_033_a25_097,PASS,1483,1483,1483,1483,1483.0,1483.000000,True,True,False,0.0,0.0
ED_n070_033_a50_098,PASS,2201,2201,2201,2201,2201.055043,2201.055043,True,True,False,0.055043,0.055043
ED_n070_033_a75_099,PASS,2350,2350,2350,2350,2350.0,2350.000000,True,True,False,0.0,0.0
ED_n070_034_a25_100,PASS,1445,1445,1445,1445,1445.0,1445.000000,True,True,False,0.0,0.0
ED_n070_034_a50_101,PASS,2540,2540,2540,2540,2540.533206,2540.533206,True,True,False,0.533206,0.533206
ED_n070_034_a75_102,PASS,2908,2908,2908,2908,2908.008623,2908.008623,True,True,False,0.008623,0.008623
ED_n070_035_a25_103,PASS,1479,1479,1479,1479,1479.434181,1479.434181,True,True,False,0.434181,0.434181
ED_n070_035_a50_104,PASS,2352,2352,2352,2352,2352.044559,2352.044559,True,True,False,0.044559,0.044559
ED_n070_035_a75_105,PASS,2519,2519,2519,2519,2519.0,2519.000000,True,True,False,0.0,0.0
ED_n075_036_a25_106,PASS,1077,1077,1077,1077,1077.010612,1077.010612,True,True,False,0.010612,0.010612
ED_n075_036_a50_107,PASS,1989,1989,1989,1989,1989.021573,1989.021573,True,True,False,0.021573,0.021573
ED_n075_036_a75_108,PASS,2143,2143,2143,2143,2143.070316,2143.070316,True,True,False,0.070316,0.070316
ED_n075_037_a25_109,PASS,1282,1282,1282,1282,1282.198964,1282.198964,True,True,False,0.198964,0.198964
ED_n075_037_a50_110,PASS,2099,2099,2099,2099,2099.697438,2099.697438,True,True,False,0.697438,0.697438
ED_n075_037_a75_111,PASS,2327,2327,2327,2327,2327.013214,2327.013214,True,True,False,0.013214,0.013214
ED_n075_038_a25_112,PASS,1685,1685,1685,1685,1685.000002,1685.000002,True,True,False,2e-06,2e-06
ED_n075_038_a50_113,PASS,2413,2413,2413,2413,2413.047896,2413.047896,True,True,False,0.047896,0.047896
ED_n075_038_a75_114,PASS,2577,2577,2577,2577,2577.0,2577.000000,True,True,False,0.0,0.0
ED_n075_039_a25_115,PASS,1964,1964,1964,1964,1964.000007,1964.000007,True,True,False,7e-06,7e-06
ED_n075_039_a50_116,PASS,3051,3051,3051,3051,3051.153207,3051.153207,True,True,False,0.153207,0.153207
ED_n075_039_a75_117,PASS_NEEDS_EPS,3114,3114,3113,3114,3114.0,3114.000000,False,True,True,-0.0,-0.0
ED_n075_040_a25_118,PASS,1589,1589,1589,1589,1589.066,1589.066000,True,True,False,0.066,0.066
ED_n075_040_a50_119,PASS,2571,2571,2571,2571,2571.60161,2571.601610,True,True,False,0.60161,0.60161
ED_n075_040_a75_120,PASS,2740,2740,2740,2740,2740.0,2740.000000,True,True,False,0.0,0.0
ED_n080_041_a25_121,PASS,1504,1504,1504,1504,1504.000002,1504.000002,True,True,False,2e-06,2e-06
ED_n080_041_a50_122,PASS,2232,2232,2232,2232,2232.155466,2232.155466,True,True,False,0.155466,0.155466
ED_n080_041_a75_123,PASS,2271,2271,2271,2271,2271.040232,2271.040232,True,True,False,0.040232,0.040232
ED_n080_042_a25_124,PASS,1305,1305,1305,1305,1305.0,1305.000000,True,True,False,0.0,0.0
ED_n080_042_a50_125,PASS,2162,2162,2162,2162,2162.044074,2162.044074,True,True,False,0.044074,0.044074
ED_n080_042_a75_126,PASS,2458,2458,2458,2458,2458.004542,2458.004542,True,True,False,0.004542,0.004542
ED_n080_043_a25_127,PASS,1785,1785,1785,1785,1785.0,1785.000000,True,True,False,0.0,0.0
ED_n080_043_a50_128,PASS,2631,2631,2631,2631,2631.057313,2631.057313,True,True,False,0.057313,0.057313
ED_n080_043_a75_129,PASS,2798,2798,2798,2798,2798.00762,2798.007620,True,True,False,0.00762,0.00762
ED_n080_044_a25_130,PASS,1965,1965,1965,1965,1965.004665,1965.004665,True,True,False,0.004665,0.004665
ED_n080_044_a50_131,PASS,3151,3151,3151,3151,3151.04388,3151.043880,True,True,False,0.04388,0.04388
ED_n080_044_a75_132,PASS,3324,3324,3324,3324,3324.526329,3324.526329,True,True,False,0.526329,0.526329
ED_n080_045_a25_133,PASS,1685,1685,1685,1685,1685.189902,1685.189902,True,True,False,0.189902,0.189902
ED_n080_045_a50_134,PASS,2673,2673,2673,2673,2673.210611,2673.210611,True,True,False,0.210611,0.210611
ED_n080_045_a75_135,PASS_NEEDS_EPS,2942,2942,2941,2942,2942.0,2942.000000,False,True,True,-0.0,-0.0
