instance,status,final_ub_cert,refine_ub_float,ub_decimal_strict,ub_decimal_with_tol,lag_float,lag_decimal_str,passes_strict,passes_tol,required_eps_safeguard,delta_float,delta_decimal
D_n055_019_a75_057,PASS,2173,2173,2173,2173,2173.0,2173.000000,True,True,False,0.0,0.0
D_n055_020_a25_058,PASS,1157,1157,1157,1157,1157.000457,1157.000457,True,True,False,0.000457,0.000457
D_n055_020_a50_059,PASS,1891,1891,1891,1891,1891.0,1891.000000,True,True,False,0.0,0.0
D_n055_020_a75_060,PASS_NEEDS_EPS,1958,1958,1957,1958,1958.0,1958.000000,False,True,True,-0.0,-0.0
D_n060_021_a25_061,PASS,1084,1084,1084,1084,1084.00011,1084.000110,True,True,False,0.00011,0.00011
D_n060_021_a50_062,PASS,1646,1646,1646,1646,1646.0,1646.000000,True,True,False,0.0,0.0
D_n060_021_a75_063,PASS,1700,1700,1700,1700,1700.0,1700.000000,True,True,False,0.0,0.0
D_n060_022_a25_064,PASS,1083,1083,1083,1083,1083.0,1083.000000,True,True,False,0.0,0.0
D_n060_022_a50_065,PASS,1787,1787,1787,1787,1787.98339,1787.983390,True,True,False,0.98339,0.98339
D_n060_022_a75_066,PASS,1956,1956,1956,1956,1956.0,1956.000000,True,True,False,0.0,0.0
D_n060_023_a25_067,PASS,1263,1263,1263,1263,1263.0,1263.000000,True,True,False,0.0,0.0
D_n060_023_a50_068,PASS,1768,1768,1768,1768,1768.014728,1768.014728,True,True,False,0.014728,0.014728
D_n060_023_a75_069,PASS,2016,2016,2016,2016,2016.00606,2016.006060,True,True,False,0.00606,0.00606
D_n060_024_a25_070,PASS,1583,1583,1583,1583,1583.0,1583.000000,True,True,False,0.0,0.0
D_n060_024_a50_071,PASS,2249,2249,2249,2249,2249.0,2249.000000,True,True,False,0.0,0.0
D_n060_024_a75_072,PASS,2387,2387,2387,2387,2387.0,2387.000000,True,True,False,0.0,0.0
D_n060_025_a25_073,PASS,1562,1562,1562,1562,1562.097628,1562.097628,True,True,False,0.097628,0.097628
D_n060_025_a50_074,PASS,2114,2114,2114,2114,2114.0,2114.000000,True,True,False,0.0,0.0
D_n060_025_a75_075,PASS,2269,2269,2269,2269,2269.0,2269.000000,True,True,False,0.0,0.0
D_n065_026_a25_076,PASS,1185,1185,1185,1185,1185.001963,1185.001963,True,True,False,0.001963,0.001963
D_n065_026_a50_077,PASS,1848,1848,1848,1848,1848.000005,1848.000005,True,True,False,5e-06,5e-06
D_n065_026_a75_078,PASS,1902,1902,1902,1902,1902.0,1902.000000,True,True,False,0.0,0.0
D_n065_027_a25_079,PASS,1094,1094,1094,1094,1094.0,1094.000000,True,True,False,0.0,0.0
D_n065_027_a50_080,PASS,1798,1798,1798,1798,1798.507188,1798.507188,True,True,False,0.507188,0.507188
D_n065_027_a75_081,PASS,1985,1985,1985,1985,1985.009351,1985.009351,True,True,False,0.009351,0.009351
D_n065_028_a25_082,PASS,1387,1387,1387,1387,1387.64547,1387.645470,True,True,False,0.64547,0.64547
D_n065_028_a50_083,PASS,1971,1971,1971,1971,1971.001952,1971.001952,True,True,False,0.001952,0.001952
D_n065_028_a75_084,PASS,2147,2147,2147,2147,2147.0,2147.000000,True,True,False,0.0,0.0
D_n065_029_a25_085,PASS,1663,1663,1663,1663,1663.001571,1663.001571,True,True,False,0.001571,0.001571
D_n065_029_a50_086,PASS,2450,2450,2450,2450,2450.014502,2450.014502,True,True,False,0.014502,0.014502
D_n065_029_a75_087,PASS,2598,2598,2598,2598,2598.0,2598.000000,True,True,False,0.0,0.0
D_n065_030_a25_088,PASS,1699,1699,1699,1699,1699.020037,1699.020037,True,True,False,0.020037,0.020037
D_n065_030_a50_089,PASS,2341,2341,2341,2341,2341.578833,2341.578833,True,True,False,0.578833,0.578833
D_n065_030_a75_090,PASS,2507,2507,2507,2507,2507.0,2507.000000,True,True,False,0.0,0.0
D_n070_031_a25_091,PASS,1276,1276,1276,1276,1276.513655,1276.513655,True,True,False,0.513655,0.513655
D_n070_031_a50_092,PASS,1872,1872,1872,1872,1872.0,1872.000000,True,True,False,0.0,0.0
D_n070_031_a75_093,PASS,1934,1934,1934,1934,1934.044576,1934.044576,True,True,False,0.044576,0.044576
D_n070_032_a25_094,PASS,1196,1196,1196,1196,1196.000002,1196.000002,True,True,False,2e-06,2e-06
D_n070_032_a50_095,PASS,1918,1918,1918,1918,1918.273321,1918.273321,True,True,False,0.273321,0.273321
D_n070_032_a75_096,PASS,2106,2106,2106,2106,2106.079203,2106.079203,True,True,False,0.079203,0.079203
D_n070_033_a25_097,PASS,1615,1615,1615,1615,1615.518625,1615.518625,True,True,False,0.518625,0.518625
D_n070_033_a50_098,PASS,2301,2301,2301,2301,2301.0,2301.000000,True,True,False,0.0,0.0
D_n070_033_a75_099,PASS,2351,2351,2351,2351,2351.0,2351.000000,True,True,False,0.0,0.0
D_n070_034_a25_100,PASS,1845,1845,1845,1845,1845.0,1845.000000,True,True,False,0.0,0.0
D_n070_034_a50_101,PASS,2739,2739,2739,2739,2739.01218,2739.012180,True,True,False,0.01218,0.01218
D_n070_034_a75_102,PASS,2909,2909,2909,2909,2909.016134,2909.016134,True,True,False,0.016134,0.016134
D_n070_035_a25_103,PASS,1702,1702,1702,1702,1702.008714,1702.008714,True,True,False,0.008714,0.008714
D_n070_035_a50_104,PASS,2354,2354,2354,2354,2354.587023,2354.587023,True,True,False,0.587023,0.587023
D_n070_035_a75_105,PASS_NEEDS_EPS,2530,2530,2529,2530,2530.0,2530.000000,False,True,True,-0.0,-0.0
D_n075_036_a25_106,PASS,1378,1378,1378,1378,1378.0,1378.000000,True,True,False,0.0,0.0
D_n075_036_a50_107,PASS,2102,2102,2102,2102,2102.005575,2102.005575,True,True,False,0.005575,0.005575
D_n075_036_a75_108,PASS,2147,2147,2147,2147,2147.021848,2147.021848,True,True,False,0.021848,0.021848
D_n075_037_a25_109,PASS,1515,1515,1515,1515,1515.0,1515.000000,True,True,False,0.0,0.0
D_n075_037_a50_110,PASS,2230,2230,2230,2230,2230.038971,2230.038971,True,True,False,0.038971,0.038971
D_n075_037_a75_111,PASS,2338,2338,2338,2338,2338.0143,2338.014300,True,True,False,0.0143,0.0143
D_n075_038_a25_112,PASS,1816,1816,1816,1816,1816.538899,1816.538899,True,True,False,0.538899,0.538899
D_n075_038_a50_113,PASS,2522,2522,2522,2522,2522.0,2522.000000,True,True,False,0.0,0.0
D_n075_038_a75_114,PASS,2579,2579,2579,2579,2579.0,2579.000000,True,True,False,0.0,0.0
D_n075_039_a25_115,PASS,2266,2266,2266,2266,2266.0,2266.000000,True,True,False,0.0,0.0
D_n075_039_a50_116,PASS,3082,3082,3082,3082,3082.186905,3082.186905,True,True,False,0.186905,0.186905
D_n075_039_a75_117,PASS,3114,3114,3114,3114,3114.0,3114.000000,True,True,False,0.0,0.0
D_n075_040_a25_118,PASS,1822,1822,1822,1822,1822.034793,1822.034793,True,True,False,0.034793,0.034793
D_n075_040_a50_119,PASS,2574,2574,2574,2574,2574.280577,2574.280577,True,True,False,0.280577,0.280577
D_n075_040_a75_120,PASS_NEEDS_EPS,2751,2751,2750,2751,2751.0,2751.000000,False,True,True,-0.0,-0.0
D_n080_041_a25_121,PASS,1725,1725,1725,1725,1725.511227,1725.511227,True,True,False,0.511227,0.511227
D_n080_041_a50_122,PASS,2234,2234,2234,2234,2234.169783,2234.169783,True,True,False,0.169783,0.169783
D_n080_041_a75_123,PASS,2271,2271,2271,2271,2271.013585,2271.013585,True,True,False,0.013585,0.013585
D_n080_042_a25_124,PASS,1541,1541,1541,1541,1541.686157,1541.686157,True,True,False,0.686157,0.686157
D_n080_042_a50_125,PASS,2381,2381,2381,2381,2381.048254,2381.048254,True,True,False,0.048254,0.048254
D_n080_042_a75_126,PASS,2469,2469,2469,2469,2469.006614,2469.006614,True,True,False,0.006614,0.006614
D_n080_043_a25_127,PASS,2006,2006,2006,2006,2006.517542,2006.517542,True,True,False,0.517542,0.517542
D_n080_043_a50_128,PASS,2724,2724,2724,2724,2724.021706,2724.021706,True,True,False,0.021706,0.021706
D_n080_043_a75_129,PASS,2800,2800,2800,2800,2800.0,2800.000000,True,True,False,0.0,0.0
D_n080_044_a25_130,PASS,2266,2266,2266,2266,2266.037642,2266.037642,True,True,False,0.037642,0.037642
D_n080_044_a50_131,PASS,3271,3271,3271,3271,3271.493166,3271.493166,True,True,False,0.493166,0.493166
D_n080_044_a75_132,PASS,3325,3325,3325,3325,3325.052162,3325.052162,True,True,False,0.052162,0.052162
D_n080_045_a25_133,PASS,1910,1910,1910,1910,1910.524919,1910.524919,True,True,False,0.524919,0.524919
D_n080_045_a50_134,PASS,2757,2757,2757,2757,2757.125949,2757.125949,True,True,False,0.125949,0.125949
D_n080_045_a75_135,PASS,2953,2953,2953,2953,2953.0,2953.000000,True,True,False,0.0,0.0
EB_n100_001_a25_001,PASS,1609,1609,1609,1609,1609.003206,1609.003206,True,True,False,0.003206,0.003206
EB_n100_001_a50_002,PASS,2822,2822,2822,2822,2822.0,2822.000000,True,True,False,0.0,0.0
EB_n100_001_a75_003,PASS,3115,3115,3115,3115,3115.0,3115.000000,True,True,False,0.0,0.0
EB_n100_002_a25_004,PASS,1859,1859,1859,1859,1859.0,1859.000000,True,True,False,0.0,0.0
EB_n100_002_a50_005,PASS,3053,3053,3053,3053,3053.02455,3053.024550,True,True,False,0.02455,0.02455
EB_n100_002_a75_006,PASS,3327,3327,3327,3327,3327.0,3327.000000,True,True,False,0.0,0.0
EB_n100_003_a25_007,PASS,1616,1616,1616,1616,1616.511198,1616.511198,True,True,False,0.511198,0.511198
EB_n100_003_a50_008,PASS,2948,2948,2948,2948,2948.040053,2948.040053,True,True,False,0.040053,0.040053
EB_n100_003_a75_009,PASS,3277,3277,3277,3277,3277.0,3277.000000,True,True,False,0.0,0.0
EB_n100_004_a25_010,PASS,2417,2417,2417,2417,2417.0,2417.000000,True,True,False,0.0,0.0
EB_n100_004_a50_011,PASS,3719,3719,3719,3719,3719.0,3719.000000,True,True,False,0.0,0.0
EB_n100_004_a75_012,PASS,4170,4170,4170,4170,4170.0,4170.000000,True,True,False,0.0,0.0
EB_n100_005_a25_013,PASS,1917,1917,1917,1917,1917.0,1917.000000,True,True,False,0.0,0.0
EB_n100_005_a50_014,PASS,3310,3310,3310,3310,3310.0,3310.000000,True,True,False,0.0,0.0
EB_n100_005_a75_015,PASS,3501,3501,3501,3501,3501.0,3501.000000,True,True,False,0.0,0.0
EB_n110_006_a25_016,PASS,1710,1710,1710,1710,1710.0,1710.000000,True,True,False,0.0,0.0
EB_n110_006_a50_017,PASS,3252,3252,3252,3252,3252.0,3252.000000,True,True,False,0.0,0.0
EB_n110_006_a75_018,PASS,3611,3611,3611,3611,3611.0,3611.000000,True,True,False,0.0,0.0
EB_n110_007_a25_019,PASS,2068,2068,2068,2068,2068.0,2068.000000,True,True,False,0.0,0.0
EB_n110_007_a50_020,PASS,3472,3472,3472,3472,3472.12336,3472.123360,True,True,False,0.12336,0.12336
EB_n110_007_a75_021,PASS,3778,3778,3778,3778,3778.0,3778.000000,True,True,False,0.0,0.0
EB_n110_008_a25_022,PASS,1825,1825,1825,1825,1825.517874,1825.517874,True,True,False,0.517874,0.517874
EB_n110_008_a50_023,PASS,3538,3538,3538,3538,3538.027368,3538.027368,True,True,False,0.027368,0.027368
EB_n110_008_a75_024,PASS,3808,3808,3808,3808,3808.0,3808.000000,True,True,False,0.0,0.0
EB_n110_009_a25_025,PASS,2697,2697,2697,2697,2697.0,2697.000000,True,True,False,0.0,0.0
EB_n110_009_a50_026,PASS,4220,4220,4220,4220,4220.020621,4220.020621,True,True,False,0.020621,0.020621
EB_n110_009_a75_027,PASS,4693,4693,4693,4693,4693.0,4693.000000,True,True,False,0.0,0.0
EB_n110_010_a25_028,PASS,2133,2133,2133,2133,2133.131689,2133.131689,True,True,False,0.131689,0.131689
EB_n110_010_a50_029,PASS,3639,3639,3639,3639,3639.0,3639.000000,True,True,False,0.0,0.0
EB_n110_010_a75_030,PASS,3842,3842,3842,3842,3842.0,3842.000000,True,True,False,0.0,0.0
EB_n120_011_a25_031,PASS,2032,2032,2032,2032,2032.640376,2032.640376,True,True,False,0.640376,0.640376
EB_n120_011_a50_032,PASS,3865,3865,3865,3865,3865.0,3865.000000,True,True,False,0.0,0.0
EB_n120_011_a75_033,PASS,4072,4072,4072,4072,4072.009771,4072.009771,True,True,False,0.009771,0.009771
EB_n120_012_a25_034,PASS,2497,2497,2497,2497,2497.040483,2497.040483,True,True,False,0.040483,0.040483
EB_n120_012_a50_035,PASS,4043,4043,4043,4043,4043.302458,4043.302458,True,True,False,0.302458,0.302458
EB_n120_012_a75_036,PASS,4220,4220,4220,4220,4220.0,4220.000000,True,True,False,0.0,0.0
EB_n120_013_a25_037,PASS,2692,2692,2692,2692,2692.553725,2692.553725,True,True,False,0.553725,0.553725
EB_n120_013_a50_038,PASS,4040,4040,4040,4040,4040.0,4040.000000,True,True,False,0.0,0.0
EB_n120_013_a75_039,PASS,4147,4147,4147,4147,4147.0,4147.000000,True,True,False,0.0,0.0
EB_n120_014_a25_040,PASS,2717,2717,2717,2717,2717.330105,2717.330105,True,True,False,0.330105,0.330105
EB_n120_014_a50_041,PASS,4549,4549,4549,4549,4549.0,4549.000000,True,True,False,0.0,0.0
EB_n120_014_a75_042,PASS,5034,5034,5034,5034,5034.0,5034.000000,True,True,False,0.0,0.0
EB_n120_015_a25_043,PASS,2247,2247,2247,2247,2247.0,2247.000000,True,True,False,0.0,0.0
EB_n120_015_a50_044,PASS,3858,3858,3858,3858,3858.018332,3858.018332,True,True,False,0.018332,0.018332
EB_n120_015_a75_045,PASS,4268,4268,4268,4268,4268.0,4268.000000,True,True,False,0.0,0.0
EB_n130_016_a25_046,PASS,2241,2241,2241,2241,2241.62227,2241.622270,True,True,False,0.62227,0.62227
EB_n130_016_a50_047,PASS,4096,4096,4096,4096,4096.036362,4096.036362,True,True,False,0.036362,0.036362
EB_n130_016_a75_048,PASS,4332,4332,4332,4332,4332.072774,4332.072774,True,True,False,0.072774,0.072774
EB_n130_017_a25_049,PASS,2679,2679,2679,2679,2679.021276,2679.021276,True,True,False,0.021276,0.021276
EB_n130_017_a50_050,PASS,4443,4443,4443,4443,4443.612731,4443.612731,True,True,False,0.612731,0.612731
EB_n130_017_a75_051,PASS,4644,4644,4644,4644,4644.0,4644.000000,True,True,False,0.0,0.0
EB_n130_018_a25_052,PASS,3024,3024,3024,3024,3024.570036,3024.570036,True,True,False,0.570036,0.570036
EB_n130_018_a50_053,PASS,4466,4466,4466,4466,4466.026182,4466.026182,True,True,False,0.026182,0.026182
EB_n130_018_a75_054,PASS,4578,4578,4578,4578,4578.00881,4578.008810,True,True,False,0.00881,0.00881
EB_n130_019_a25_055,PASS,2816,2816,2816,2816,2816.304042,2816.304042,True,True,False,0.304042,0.304042
EB_n130_019_a50_056,PASS,4769,4769,4769,4769,4769.0,4769.000000,True,True,False,0.0,0.0
EB_n130_019_a75_057,PASS,5291,5291,5291,5291,5291.0,5291.000000,True,True,False,0.0,0.0
EB_n130_020_a25_058,PASS,2348,2348,2348,2348,2348.000001,2348.000001,True,True,False,1e-06,1e-06
EB_n130_020_a50_059,PASS,4060,4060,4060,4060,4060.029862,4060.029862,True,True,False,0.029862,0.029862
EB_n130_020_a75_060,PASS,4584,4584,4584,4584,4584.0,4584.000000,True,True,False,0.0,0.0
EB_n140_021_a25_061,PASS,2543,2543,2543,2543,2543.129762,2543.129762,True,True,False,0.129762,0.129762
EB_n140_021_a50_062,PASS,4493,4493,4493,4493,4493.000775,4493.000775,True,True,False,0.000775,0.000775
EB_n140_021_a75_063,PASS,4852,4852,4852,4852,4852.078597,4852.078597,True,True,False,0.078597,0.078597
EB_n140_022_a25_064,PASS,2772,2772,2772,2772,2772.69243,2772.692430,True,True,False,0.69243,0.69243
EB_n140_022_a50_065,PASS,4922,4922,4922,4922,4922.679722,4922.679722,True,True,False,0.679722,0.679722
EB_n140_022_a75_066,PASS,5175,5175,5175,5175,5175.0,5175.000000,True,True,False,0.0,0.0
EB_n140_023_a25_067,PASS,3340,3340,3340,3340,3340.039754,3340.039754,True,True,False,0.039754,0.039754
EB_n140_023_a50_068,PASS,4920,4920,4920,4920,4920.06362,4920.063620,True,True,False,0.06362,0.06362
EB_n140_023_a75_069,PASS,5094,5094,5094,5094,5094.015348,5094.015348,True,True,False,0.015348,0.015348
EB_n140_024_a25_070,PASS,3613,3613,3613,3613,3613.019664,3613.019664,True,True,False,0.019664,0.019664
EB_n140_024_a50_071,PASS,5535,5535,5535,5535,5535.720527,5535.720527,True,True,False,0.720527,0.720527
EB_n140_024_a75_072,PASS,5661,5661,5661,5661,5661.0,5661.000000,True,True,False,0.0,0.0
EB_n140_025_a25_073,PASS,2753,2753,2753,2753,2753.0,2753.000000,True,True,False,0.0,0.0
EB_n140_025_a50_074,PASS,4605,4605,4605,4605,4605.18942,4605.189420,True,True,False,0.18942,0.18942
EB_n140_025_a75_075,PASS,4940,4940,4940,4940,4940.0,4940.000000,True,True,False,0.0,0.0
EB_n150_026_a25_076,PASS,2554,2554,2554,2554,2554.582524,2554.582524,True,True,False,0.582524,0.582524
EB_n150_026_a50_077,PASS,4811,4811,4811,4811,4811.000671,4811.000671,True,True,False,0.000671,0.000671
EB_n150_026_a75_078,PASS,5182,5182,5182,5182,5182.116897,5182.116897,True,True,False,0.116897,0.116897
EB_n150_027_a25_079,PASS,2775,2775,2775,2775,2775.723508,2775.723508,True,True,False,0.723508,0.723508
EB_n150_027_a50_080,PASS,5043,5043,5043,5043,5043.117867,5043.117867,True,True,False,0.117867,0.117867
EB_n150_027_a75_081,PASS,5408,5408,5408,5408,5408.0,5408.000000,True,True,False,0.0,0.0
EB_n150_028_a25_082,PASS,3449,3449,3449,3449,3449.039446,3449.039446,True,True,False,0.039446,0.039446
EB_n150_028_a50_083,PASS,5052,5052,5052,5052,5052.231423,5052.231423,True,True,False,0.231423,0.231423
EB_n150_028_a75_084,PASS,5329,5329,5329,5329,5329.0,5329.000000,True,True,False,0.0,0.0
EB_n150_029_a25_085,PASS,4054,4054,4054,4054,4054.51645,4054.516450,True,True,False,0.51645,0.51645
EB_n150_029_a50_086,PASS,6076,6076,6076,6076,6076.246548,6076.246548,True,True,False,0.246548,0.246548
EB_n150_029_a75_087,PASS,6185,6185,6185,6185,6185.0,6185.000000,True,True,False,0.0,0.0
EB_n150_030_a25_088,PASS,2970,2970,2970,2970,2970.0,2970.000000,True,True,False,0.0,0.0
EB_n150_030_a50_089,PASS,4930,4930,4930,4930,4930.827864,4930.827864,True,True,False,0.827864,0.827864
EB_n150_030_a75_090,PASS,5281,5281,5281,5281,5281.074428,5281.074428,True,True,False,0.074428,0.074428
EC_n050_001_a25_001,PASS,421,421,421,421,421.0,421.000000,True,True,False,0.0,0.0
EC_n050_001_a50_002,PASS,1103,1103,1103,1103,1103.0,1103.000000,True,True,False,0.0,0.0
EC_n050_001_a75_003,PASS,1444,1444,1444,1444,1444.0,1444.000000,True,True,False,0.0,0.0
EC_n050_002_a25_004,PASS,355,355,355,355,355.0,355.000000,True,True,False,0.0,0.0
EC_n050_002_a50_005,PASS,1136,1136,1136,1136,1136.0,1136.000000,True,True,False,0.0,0.0
EC_n050_002_a75_006,PASS,1482,1482,1482,1482,1482.341623,1482.341623,True,True,False,0.341623,0.341623
EC_n050_003_a25_007,PASS,773,773,773,773,773.0,773.000000,True,True,False,0.0,0.0
EC_n050_003_a50_008,PASS,1350,1350,1350,1350,1350.0,1350.000000,True,True,False,0.0,0.0
EC_n050_003_a75_009,PASS_NEEDS_EPS,1584,1584,1583,1584,1584.0,1584.000000,False,True,True,-0.0,-0.0
EC_n050_004_a25_010,PASS,844,844,844,844,844.0,844.000000,True,True,False,0.0,0.0
EC_n050_004_a50_011,PASS,1885,1885,1885,1885,1885.0,1885.000000,True,True,False,0.0,0.0
EC_n050_004_a75_012,PASS,2060,2060,2060,2060,2060.0,2060.000000,True,True,False,0.0,0.0
EC_n050_005_a25_013,PASS,826,826,826,826,826.0,826.000000,True,True,False,0.0,0.0
EC_n050_005_a50_014,PASS,1581,1581,1581,1581,1581.0,1581.000000,True,True,False,0.0,0.0
EC_n050_005_a75_015,PASS,1727,1727,1727,1727,1727.0,1727.000000,True,True,False,0.0,0.0
EC_n055_006_a25_016,PASS,634,634,634,634,634.0,634.000000,True,True,False,0.0,0.0
EC_n055_006_a50_017,PASS,1509,1509,1509,1509,1509.008273,1509.008273,True,True,False,0.008273,0.008273
EC_n055_006_a75_018,PASS,1587,1587,1587,1587,1587.0,1587.000000,True,True,False,0.0,0.0
EC_n055_007_a25_019,PASS,375,375,375,375,375.0,375.000000,True,True,False,0.0,0.0
EC_n055_007_a50_020,PASS,1258,1258,1258,1258,1258.0,1258.000000,True,True,False,0.0,0.0
EC_n055_007_a75_021,PASS,1612,1612,1612,1612,1612.341525,1612.341525,True,True,False,0.341525,0.341525
EC_n055_008_a25_022,PASS,773,773,773,773,773.0,773.000000,True,True,False,0.0,0.0
EC_n055_008_a50_023,PASS,1360,1360,1360,1360,1360.0,1360.000000,True,True,False,0.0,0.0
EC_n055_008_a75_024,PASS,1606,1606,1606,1606,1606.0,1606.000000,True,True,False,0.0,0.0
EC_n055_009_a25_025,PASS,944,944,944,944,944.510722,944.510722,True,True,False,0.510722,0.510722
EC_n055_009_a50_026,PASS,1996,1996,1996,1996,1996.0,1996.000000,True,True,False,0.0,0.0
EC_n055_009_a75_027,PASS,2370,2370,2370,2370,2370.0,2370.000000,True,True,False,0.0,0.0
EC_n055_010_a25_028,PASS,925,925,925,925,925.0,925.000000,True,True,False,0.0,0.0
EC_n055_010_a50_029,PASS,1791,1791,1791,1791,1791.0,1791.000000,True,True,False,0.0,0.0
EC_n055_010_a75_030,PASS,2038,2038,2038,2038,2038.0,2038.000000,True,True,False,0.0,0.0
EC_n060_011_a25_031,PASS,867,867,867,867,867.691192,867.691192,True,True,False,0.691192,0.691192
EC_n060_011_a50_032,PASS,1662,1662,1662,1662,1662.0,1662.000000,True,True,False,0.0,0.0
EC_n060_011_a75_033,PASS,1713,1713,1713,1713,1713.0,1713.000000,True,True,False,0.0,0.0
EC_n060_012_a25_034,PASS,894,894,894,894,894.0,894.000000,True,True,False,0.0,0.0
EC_n060_012_a50_035,PASS_NEEDS_EPS,1710,1710,1709,1710,1710.0,1710.000000,False,True,True,-0.0,-0.0
EC_n060_012_a75_036,PASS,1757,1757,1757,1757,1757.0,1757.000000,True,True,False,0.0,0.0
EC_n060_013_a25_037,PASS,1082,1082,1082,1082,1082.0,1082.000000,True,True,False,0.0,0.0
EC_n060_013_a50_038,PASS,1744,1744,1744,1744,1744.0,1744.000000,True,True,False,0.0,0.0
EC_n060_013_a75_039,PASS,2017,2017,2017,2017,2017.0,2017.000000,True,True,False,0.0,0.0
EC_n060_014_a25_040,PASS,1037,1037,1037,1037,1037.0,1037.000000,True,True,False,0.0,0.0
EC_n060_014_a50_041,PASS,2215,2215,2215,2215,2215.0,2215.000000,True,True,False,0.0,0.0
EC_n060_014_a75_042,PASS_NEEDS_EPS,2476,2476,2475,2476,2476.0,2476.000000,False,True,True,-0.0,-0.0
EC_n060_015_a25_043,PASS,1075,1075,1075,1075,1075.0,1075.000000,True,True,False,0.0,0.0
EC_n060_015_a50_044,PASS,2102,2102,2102,2102,2102.0,2102.000000,True,True,False,0.0,0.0
EC_n060_015_a75_045,PASS,2188,2188,2188,2188,2188.000942,2188.000942,True,True,False,0.000942,0.000942
EC_n065_016_a25_046,PASS,867,867,867,867,867.678451,867.678451,True,True,False,0.678451,0.678451
EC_n065_016_a50_047,PASS,1853,1853,1853,1853,1853.0,1853.000000,True,True,False,0.0,0.0
EC_n065_016_a75_048,PASS,1922,1922,1922,1922,1922.01133,1922.011330,True,True,False,0.01133,0.01133
EC_n065_017_a25_049,PASS,993,993,993,993,993.0,993.000000,True,True,False,0.0,0.0
EC_n065_017_a50_050,PASS,1909,1909,1909,1909,1909.038777,1909.038777,True,True,False,0.038777,0.038777
EC_n065_017_a75_051,PASS,1968,1968,1968,1968,1968.01203,1968.012030,True,True,False,0.01203,0.01203
EC_n065_018_a25_052,PASS,1183,1183,1183,1183,1183.50899,1183.508990,True,True,False,0.50899,0.50899
EC_n065_018_a50_053,PASS,1888,1888,1888,1888,1888.136972,1888.136972,True,True,False,0.136972,0.136972
EC_n065_018_a75_054,PASS,2146,2146,2146,2146,2146.0,2146.000000,True,True,False,0.0,0.0
EC_n065_019_a25_055,PASS,1372,1372,1372,1372,1372.0,1372.000000,True,True,False,0.0,0.0
EC_n065_019_a50_056,PASS,2352,2352,2352,2352,2352.0,2352.000000,True,True,False,0.0,0.0
EC_n065_019_a75_057,PASS,2599,2599,2599,2599,2599.0,2599.000000,True,True,False,0.0,0.0
EC_n065_020_a25_058,PASS,1075,1075,1075,1075,1075.00001,1075.000010,True,True,False,1e-05,1e-05
EC_n065_020_a50_059,PASS,2301,2301,2301,2301,2301.032958,2301.032958,True,True,False,0.032958,0.032958
EC_n065_020_a75_060,PASS,2487,2487,2487,2487,2487.0,2487.000000,True,True,False,0.0,0.0
EC_n070_021_a25_061,PASS,868,868,868,868,868.680553,868.680553,True,True,False,0.680553,0.680553
EC_n070_021_a50_062,PASS,1953,1953,1953,1953,1953.0,1953.000000,True,True,False,0.0,0.0
EC_n070_021_a75_063,PASS,2033,2033,2033,2033,2033.033962,2033.033962,True,True,False,0.033962,0.033962
EC_n070_022_a25_064,PASS,1093,1093,1093,1093,1093.0,1093.000000,True,True,False,0.0,0.0
EC_n070_022_a50_065,PASS,2019,2019,2019,2019,2019.006494,2019.006494,True,True,False,0.006494,0.006494
EC_n070_022_a75_066,PASS,2099,2099,2099,2099,2099.0,2099.000000,True,True,False,0.0,0.0
EC_n070_023_a25_067,PASS,1501,1501,1501,1501,1501.088708,1501.088708,True,True,False,0.088708,0.088708
EC_n070_023_a50_068,PASS,2216,2216,2216,2216,2216.175527,2216.175527,True,True,False,0.175527,0.175527
EC_n070_023_a75_069,PASS,2359,2359,2359,2359,2359.0,2359.000000,True,True,False,0.0,0.0
EC_n070_024_a25_070,PASS_NEEDS_EPS,1671,1671,1670,1671,1671.0,1671.000000,False,True,True,-0.0,-0.0
EC_n070_024_a50_071,PASS,2752,2752,2752,2752,2752.0,2752.000000,True,True,False,0.0,0.0
EC_n070_024_a75_072,PASS,3008,3008,3008,3008,3008.003563,3008.003563,True,True,False,0.003563,0.003563
EC_n070_025_a25_073,PASS,1374,1374,1374,1374,1374.0,1374.000000,True,True,False,0.0,0.0
EC_n070_025_a50_074,PASS,2346,2346,2346,2346,2346.003945,2346.003945,True,True,False,0.003945,0.003945
EC_n070_025_a75_075,PASS,2599,2599,2599,2599,2599.0,2599.000000,True,True,False,0.0,0.0
EC_n075_026_a25_076,PASS,879,879,879,879,879.000058,879.000058,True,True,False,5.8e-05,5.8e-05
EC_n075_026_a50_077,PASS,1970,1970,1970,1970,1970.523503,1970.523503,True,True,False,0.523503,0.523503
EC_n075_026_a75_078,PASS,2055,2055,2055,2055,2055.006212,2055.006212,True,True,False,0.006212,0.006212
EC_n075_027_a25_079,PASS,1305,1305,1305,1305,1305.030849,1305.030849,True,True,False,0.030849,0.030849
EC_n075_027_a50_080,PASS,2145,2145,2145,2145,2145.513048,2145.513048,True,True,False,0.513048,0.513048
EC_n075_027_a75_081,PASS,2222,2222,2222,2222,2222.010942,2222.010942,True,True,False,0.010942,0.010942
EC_n075_028_a25_082,PASS,1702,1702,1702,1702,1702.147754,1702.147754,True,True,False,0.147754,0.147754
EC_n075_028_a50_083,PASS,2436,2436,2436,2436,2436.026018,2436.026018,True,True,False,0.026018,0.026018
