instance,family,n,K,alpha,gap,distance,tier
EB_n130_019_a50_056,EB,130,2,0.5,1.068354,Euclidean,1-2%
EB_n130_019_a75_057,EB,130,2,0.75,0.169811,Euclidean,<0.5%
EB_n130_020_a25_058,EB,130,2,0.25,0.170068,Euclidean,<0.5%
EB_n130_020_a50_059,EB,130,2,0.5,1.41153,Euclidean,1-2%
EB_n130_020_a75_060,EB,130,2,0.75,0.206814,Euclidean,<0.5%
EB_n140_021_a25_061,EB,140,2,0.25,0.404191,Euclidean,<0.5%
EB_n140_021_a50_062,EB,140,2,0.5,1.718288,Euclidean,1-2%
EB_n140_021_a75_063,EB,140,2,0.75,0.288066,Euclidean,<0.5%
EB_n140_022_a25_064,EB,140,2,0.25,1.01986,Euclidean,1-2%
EB_n140_022_a50_065,EB,140,2,0.5,1.75509,Euclidean,1-2%
EB_n140_022_a75_066,EB,140,2,0.75,0.086948,Euclidean,<0.5%
EB_n140_023_a25_067,EB,140,2,0.25,1.037344,Euclidean,1-2%
EB_n140_023_a50_068,EB,140,2,0.5,1.316715,Euclidean,1-2%
EB_n140_023_a75_069,EB,140,2,0.75,0.176401,Euclidean,<0.5%
EB_n140_024_a25_070,EB,140,2,0.25,0.212842,Euclidean,<0.5%
EB_n140_024_a50_071,EB,140,2,0.5,0.960761,Euclidean,0.5-1%
EB_n140_024_a75_072,EB,140,2,0.75,0.02649,Euclidean,<0.5%
EB_n140_025_a25_073,EB,140,2,0.25,0.02542,Euclidean,<0.5%
EB_n140_025_a50_074,EB,140,2,0.5,0.991379,Euclidean,0.5-1%
EB_n140_025_a75_075,EB,140,2,0.75,0.101133,Euclidean,<0.5%
EB_n150_026_a25_076,EB,150,2,0.25,0.747314,Euclidean,0.5-1%
EB_n150_026_a50_077,EB,150,2,0.5,1.816697,Euclidean,1-2%
EB_n150_026_a75_078,EB,150,2,0.75,0.365736,Euclidean,<0.5%
EB_n150_027_a25_079,EB,150,2,0.25,1.060828,Euclidean,1-2%
EB_n150_027_a50_080,EB,150,2,0.5,0.410088,Euclidean,<0.5%
EB_n150_027_a75_081,EB,150,2,0.75,0.110824,Euclidean,<0.5%
EB_n150_028_a25_082,EB,150,2,0.25,0.91954,Euclidean,0.5-1%
EB_n150_028_a50_083,EB,150,2,0.5,1.92064,Euclidean,1-2%
EB_n150_028_a75_084,EB,150,2,0.75,0.187371,Euclidean,<0.5%
EB_n150_029_a25_085,EB,150,2,0.25,0.613046,Euclidean,0.5-1%
EB_n150_029_a50_086,EB,150,2,0.5,0.762108,Euclidean,0.5-1%
EB_n150_029_a75_087,EB,150,2,0.75,0.016166,Euclidean,<0.5%
EB_n150_030_a25_088,EB,150,2,0.25,0.043752,Euclidean,<0.5%
EB_n150_030_a50_089,EB,150,2,0.5,0.926859,Euclidean,0.5-1%
EB_n150_030_a75_090,EB,150,2,0.75,0.141898,Euclidean,<0.5%
EC_n050_001_a25_001,EC,50,3,0.25,0.118624,Euclidean,<0.5%
EC_n050_001_a50_002,EC,50,3,0.5,0.081529,Euclidean,<0.5%
EC_n050_001_a75_003,EC,50,3,0.75,0.069204,Euclidean,<0.5%
EC_n050_002_a25_004,EC,50,3,0.25,0.0,Euclidean,exact
EC_n050_002_a50_005,EC,50,3,0.5,0.638503,Euclidean,0.5-1%
EC_n050_002_a75_006,EC,50,3,0.75,0.047211,Euclidean,<0.5%
EC_n050_003_a25_007,EC,50,3,0.25,0.012935,Euclidean,<0.5%
EC_n050_003_a50_008,EC,50,3,0.5,1.452661,Euclidean,1-2%
EC_n050_003_a75_009,EC,50,3,0.75,0.0,Euclidean,exact
EC_n050_004_a25_010,EC,50,3,0.25,1.447922,Euclidean,1-2%
EC_n050_004_a50_011,EC,50,3,0.5,0.532953,Euclidean,0.5-1%
EC_n050_004_a75_012,EC,50,3,0.75,0.0,Euclidean,exact
EC_n050_005_a25_013,EC,50,3,0.25,0.373899,Euclidean,<0.5%
EC_n050_005_a50_014,EC,50,3,0.5,1.977804,Euclidean,1-2%
EC_n050_005_a75_015,EC,50,3,0.75,0.017368,Euclidean,<0.5%
EC_n055_006_a25_016,EC,55,3,0.25,0.01577,Euclidean,<0.5%
EC_n055_006_a50_017,EC,55,3,0.5,0.092752,Euclidean,<0.5%
EC_n055_006_a75_018,EC,55,3,0.75,0.031496,Euclidean,<0.5%
EC_n055_007_a25_019,EC,55,3,0.25,0.0,Euclidean,exact
EC_n055_007_a50_020,EC,55,3,0.5,0.694664,Euclidean,0.5-1%
EC_n055_007_a75_021,EC,55,3,0.75,0.043405,Euclidean,<0.5%
EC_n055_008_a25_022,EC,55,3,0.25,0.038795,Euclidean,<0.5%
EC_n055_008_a50_023,EC,55,3,0.5,1.277584,Euclidean,1-2%
EC_n055_008_a75_024,EC,55,3,0.75,0.0,Euclidean,exact
EC_n055_009_a25_025,EC,55,3,0.25,1.440802,Euclidean,1-2%
EC_n055_009_a50_026,EC,55,3,0.5,0.369372,Euclidean,<0.5%
EC_n055_009_a75_027,EC,55,3,0.75,0.0,Euclidean,exact
EC_n055_010_a25_028,EC,55,3,0.25,0.258788,Euclidean,<0.5%
EC_n055_010_a50_029,EC,55,3,0.5,1.782287,Euclidean,1-2%
EC_n055_010_a75_030,EC,55,3,0.75,0.014718,Euclidean,<0.5%
EC_n060_011_a25_031,EC,60,3,0.25,1.911981,Euclidean,1-2%
EC_n060_011_a50_032,EC,60,3,0.5,0.036088,Euclidean,<0.5%
EC_n060_011_a75_033,EC,60,3,0.75,0.058377,Euclidean,<0.5%
EC_n060_012_a25_034,EC,60,3,0.25,1.465888,Euclidean,1-2%
EC_n060_012_a50_035,EC,60,3,0.5,0.0,Euclidean,exact
EC_n060_012_a75_036,EC,60,3,0.75,0.0,Euclidean,exact
EC_n060_013_a25_037,EC,60,3,0.25,0.0,Euclidean,exact
EC_n060_013_a50_038,EC,60,3,0.5,1.189802,Euclidean,1-2%
EC_n060_013_a75_039,EC,60,3,0.75,0.0,Euclidean,exact
EC_n060_014_a25_040,EC,60,3,0.25,1.938534,Euclidean,1-2%
EC_n060_014_a50_041,EC,60,3,0.5,1.1249,Euclidean,1-2%
EC_n060_014_a75_042,EC,60,3,0.75,0.121114,Euclidean,<0.5%
EC_n060_015_a25_043,EC,60,3,0.25,0.912527,Euclidean,0.5-1%
EC_n060_015_a50_044,EC,60,3,0.5,0.0,Euclidean,exact
EC_n060_015_a75_045,EC,60,3,0.75,0.06854,Euclidean,<0.5%
EC_n065_016_a25_046,EC,65,3,0.25,0.092187,Euclidean,<0.5%
EC_n065_016_a50_047,EC,65,3,0.5,0.053937,Euclidean,<0.5%
EC_n065_016_a75_048,EC,65,3,0.75,0.083221,Euclidean,<0.5%
EC_n065_017_a25_049,EC,65,3,0.25,0.779376,Euclidean,0.5-1%
EC_n065_017_a50_050,EC,65,3,0.5,0.596421,Euclidean,0.5-1%
EC_n065_017_a75_051,EC,65,3,0.75,0.081276,Euclidean,<0.5%
EC_n065_018_a25_052,EC,65,3,0.25,0.579881,Euclidean,0.5-1%
EC_n065_018_a50_053,EC,65,3,0.5,1.706948,Euclidean,1-2%
EC_n065_018_a75_054,EC,65,3,0.75,0.0,Euclidean,exact
EC_n065_019_a25_055,EC,65,3,0.25,0.680469,Euclidean,0.5-1%
EC_n065_019_a50_056,EC,65,3,0.5,1.022598,Euclidean,1-2%
EC_n065_019_a75_057,EC,65,3,0.75,0.038476,Euclidean,<0.5%
EC_n065_020_a25_058,EC,65,3,0.25,1.601831,Euclidean,1-2%
EC_n065_020_a50_059,EC,65,3,0.5,0.125983,Euclidean,<0.5%
EC_n065_020_a75_060,EC,65,3,0.75,0.0,Euclidean,exact
EC_n070_021_a25_061,EC,70,3,0.25,0.595511,Euclidean,0.5-1%
EC_n070_021_a50_062,EC,70,3,0.5,0.158479,Euclidean,<0.5%
EC_n070_021_a75_063,EC,70,3,0.75,0.073764,Euclidean,<0.5%
EC_n070_022_a25_064,EC,70,3,0.25,0.527849,Euclidean,0.5-1%
EC_n070_022_a50_065,EC,70,3,0.5,0.074276,Euclidean,<0.5%
EC_n070_022_a75_066,EC,70,3,0.75,0.0,Euclidean,exact
EC_n070_023_a25_067,EC,70,3,0.25,0.465735,Euclidean,<0.5%
EC_n070_023_a50_068,EC,70,3,0.5,0.545512,Euclidean,0.5-1%
EC_n070_023_a75_069,EC,70,3,0.75,0.0,Euclidean,exact
EC_n070_024_a25_070,EC,70,3,0.25,0.423098,Euclidean,<0.5%
EC_n070_024_a50_071,EC,70,3,0.5,0.692841,Euclidean,0.5-1%
EC_n070_024_a75_072,EC,70,3,0.75,0.033245,Euclidean,<0.5%
EC_n070_025_a25_073,EC,70,3,0.25,0.650759,Euclidean,0.5-1%
EC_n070_025_a50_074,EC,70,3,0.5,0.157467,Euclidean,<0.5%
EC_n070_025_a75_075,EC,70,3,0.75,0.038476,Euclidean,<0.5%
EC_n075_026_a25_076,EC,75,3,0.25,0.655515,Euclidean,0.5-1%
EC_n075_026_a50_077,EC,75,3,0.5,0.217799,Euclidean,<0.5%
EC_n075_026_a75_078,EC,75,3,0.75,0.291404,Euclidean,<0.5%
EC_n075_027_a25_079,EC,75,3,0.25,0.902969,Euclidean,0.5-1%
EC_n075_027_a50_080,EC,75,3,0.5,0.0885,Euclidean,<0.5%
EC_n075_027_a75_081,EC,75,3,0.75,0.076484,Euclidean,<0.5%
EC_n075_028_a25_082,EC,75,3,0.25,0.404953,Euclidean,<0.5%
EC_n075_028_a50_083,EC,75,3,0.5,0.143472,Euclidean,<0.5%
EC_n075_028_a75_084,EC,75,3,0.75,0.077429,Euclidean,<0.5%
EC_n075_029_a25_085,EC,75,3,0.25,0.022787,Euclidean,<0.5%
EC_n075_029_a50_086,EC,75,3,0.5,0.699301,Euclidean,0.5-1%
EC_n075_029_a75_087,EC,75,3,0.75,0.031037,Euclidean,<0.5%
EC_n075_030_a25_088,EC,75,3,0.25,0.006738,Euclidean,<0.5%
EC_n075_030_a50_089,EC,75,3,0.5,0.437814,Euclidean,<0.5%
EC_n075_030_a75_090,EC,75,3,0.75,0.693937,Euclidean,0.5-1%
EC_n080_031_a25_091,EC,80,3,0.25,0.447427,Euclidean,<0.5%
EC_n080_031_a50_092,EC,80,3,0.5,1.744265,Euclidean,1-2%
EC_n080_031_a75_093,EC,80,3,0.75,0.295359,Euclidean,<0.5%
EC_n080_032_a25_094,EC,80,3,0.25,0.924888,Euclidean,0.5-1%
EC_n080_032_a50_095,EC,80,3,0.5,0.576873,Euclidean,0.5-1%
EC_n080_032_a75_096,EC,80,3,0.75,0.337632,Euclidean,<0.5%
EC_n080_033_a25_097,EC,80,3,0.25,0.430036,Euclidean,<0.5%
EC_n080_033_a50_098,EC,80,3,0.5,0.196138,Euclidean,<0.5%
EC_n080_033_a75_099,EC,80,3,0.75,0.071327,Euclidean,<0.5%
EC_n080_034_a25_100,EC,80,3,0.25,0.0,Euclidean,exact
EC_n080_034_a50_101,EC,80,3,0.5,0.461148,Euclidean,<0.5%
EC_n080_034_a75_102,EC,80,3,0.75,0.029197,Euclidean,<0.5%
EC_n080_035_a25_103,EC,80,3,0.25,0.308195,Euclidean,<0.5%
EC_n080_035_a50_104,EC,80,3,0.5,0.425627,Euclidean,<0.5%
EC_n080_035_a75_105,EC,80,3,0.75,0.881356,Euclidean,0.5-1%
ED_n040_001_a25_001,ED,40,4,0.25,0.0,Euclidean,exact
ED_n040_001_a50_002,ED,40,4,0.5,1.095462,Euclidean,1-2%
ED_n040_001_a75_003,ED,40,4,0.75,0.0,Euclidean,exact
ED_n040_002_a25_004,ED,40,4,0.25,0.0,Euclidean,exact
ED_n040_002_a50_005,ED,40,4,0.5,0.090591,Euclidean,<0.5%
ED_n040_002_a75_006,ED,40,4,0.75,0.34965,Euclidean,<0.5%
ED_n040_003_a25_007,ED,40,4,0.25,0.141844,Euclidean,<0.5%
ED_n040_003_a50_008,ED,40,4,0.5,0.480577,Euclidean,<0.5%
ED_n040_003_a75_009,ED,40,4,0.75,0.0,Euclidean,exact
ED_n040_004_a25_010,ED,40,4,0.25,0.0,Euclidean,exact
ED_n040_004_a50_011,ED,40,4,0.5,1.207088,Euclidean,1-2%
ED_n040_004_a75_012,ED,40,4,0.75,0.0,Euclidean,exact
ED_n040_005_a25_013,ED,40,4,0.25,0.0,Euclidean,exact
ED_n040_005_a50_014,ED,40,4,0.5,0.154799,Euclidean,<0.5%
ED_n040_005_a75_015,ED,40,4,0.75,0.0,Euclidean,exact
ED_n045_006_a25_016,ED,45,4,0.25,0.0,Euclidean,exact
ED_n045_006_a50_017,ED,45,4,0.5,0.136426,Euclidean,<0.5%
ED_n045_006_a75_018,ED,45,4,0.75,0.0,Euclidean,exact
ED_n045_007_a25_019,ED,45,4,0.25,0.0,Euclidean,exact
ED_n045_007_a50_020,ED,45,4,0.5,0.598151,Euclidean,0.5-1%
ED_n045_007_a75_021,ED,45,4,0.75,0.007824,Euclidean,<0.5%
ED_n045_008_a25_022,ED,45,4,0.25,0.218103,Euclidean,<0.5%
ED_n045_008_a50_023,ED,45,4,0.5,0.622049,Euclidean,0.5-1%
ED_n045_008_a75_024,ED,45,4,0.75,0.067935,Euclidean,<0.5%
ED_n045_009_a25_025,ED,45,4,0.25,0.881834,Euclidean,0.5-1%
ED_n045_009_a50_026,ED,45,4,0.5,0.080634,Euclidean,<0.5%
ED_n045_009_a75_027,ED,45,4,0.75,0.0,Euclidean,exact
ED_n045_010_a25_028,ED,45,4,0.25,0.208666,Euclidean,<0.5%
ED_n045_010_a50_029,ED,45,4,0.5,1.482187,Euclidean,1-2%
ED_n045_010_a75_030,ED,45,4,0.75,0.0,Euclidean,exact
ED_n050_011_a25_031,ED,50,4,0.25,0.0,Euclidean,exact
ED_n050_011_a50_032,ED,50,4,0.5,0.099442,Euclidean,<0.5%
ED_n050_011_a75_033,ED,50,4,0.75,0.0,Euclidean,exact
ED_n050_012_a25_034,ED,50,4,0.25,0.0,Euclidean,exact
ED_n050_012_a50_035,ED,50,4,0.5,0.675874,Euclidean,0.5-1%
ED_n050_012_a75_036,ED,50,4,0.75,0.217234,Euclidean,<0.5%
ED_n050_013_a25_037,ED,50,4,0.25,0.961025,Euclidean,0.5-1%
ED_n050_013_a50_038,ED,50,4,0.5,1.591043,Euclidean,1-2%
ED_n050_013_a75_039,ED,50,4,0.75,0.0,Euclidean,exact
ED_n050_014_a25_040,ED,50,4,0.25,0.048333,Euclidean,<0.5%
ED_n050_014_a50_041,ED,50,4,0.5,1.139633,Euclidean,1-2%
ED_n050_014_a75_042,ED,50,4,0.75,0.0,Euclidean,exact
ED_n050_015_a25_043,ED,50,4,0.25,1.148625,Euclidean,1-2%
ED_n050_015_a50_044,ED,50,4,0.5,0.161681,Euclidean,<0.5%
ED_n050_015_a75_045,ED,50,4,0.75,0.012299,Euclidean,<0.5%
ED_n055_016_a25_046,ED,55,4,0.25,0.588235,Euclidean,0.5-1%
ED_n055_016_a50_047,ED,55,4,0.5,0.062159,Euclidean,<0.5%
ED_n055_016_a75_048,ED,55,4,0.75,0.221581,Euclidean,<0.5%
ED_n055_017_a25_049,ED,55,4,0.25,0.0,Euclidean,exact
ED_n055_017_a50_050,ED,55,4,0.5,0.508415,Euclidean,0.5-1%
ED_n055_017_a75_051,ED,55,4,0.75,0.547689,Euclidean,0.5-1%
ED_n055_018_a25_052,ED,55,4,0.25,1.395349,Euclidean,1-2%
ED_n055_018_a50_053,ED,55,4,0.5,1.51349,Euclidean,1-2%
ED_n055_018_a75_054,ED,55,4,0.75,0.081133,Euclidean,<0.5%
ED_n055_019_a25_055,ED,55,4,0.25,0.240732,Euclidean,<0.5%
ED_n055_019_a50_056,ED,55,4,0.5,0.877835,Euclidean,0.5-1%
ED_n055_019_a75_057,ED,55,4,0.75,0.069109,Euclidean,<0.5%
ED_n055_020_a25_058,ED,55,4,0.25,0.752345,Euclidean,0.5-1%
ED_n055_020_a50_059,ED,55,4,0.5,0.055835,Euclidean,<0.5%
ED_n055_020_a75_060,ED,55,4,0.75,0.102249,Euclidean,<0.5%
ED_n060_021_a25_061,ED,60,4,0.25,1.82198,Euclidean,1-2%
ED_n060_021_a50_062,ED,60,4,0.5,0.079351,Euclidean,<0.5%
ED_n060_021_a75_063,ED,60,4,0.75,0.515887,Euclidean,0.5-1%
ED_n060_022_a25_064,ED,60,4,0.25,0.0,Euclidean,exact
ED_n060_022_a50_065,ED,60,4,0.5,1.764506,Euclidean,1-2%
ED_n060_022_a75_066,ED,60,4,0.75,0.613497,Euclidean,0.5-1%
ED_n060_023_a25_067,ED,60,4,0.25,0.095147,Euclidean,<0.5%
ED_n060_023_a50_068,ED,60,4,0.5,0.924552,Euclidean,0.5-1%
ED_n060_023_a75_069,ED,60,4,0.75,0.019976,Euclidean,<0.5%
ED_n060_024_a25_070,ED,60,4,0.25,1.104972,Euclidean,1-2%
ED_n060_024_a50_071,ED,60,4,0.5,0.922193,Euclidean,0.5-1%
ED_n060_024_a75_072,ED,60,4,0.75,0.146597,Euclidean,<0.5%
ED_n060_025_a25_073,ED,60,4,0.25,1.080326,Euclidean,1-2%
ED_n060_025_a50_074,ED,60,4,0.5,1.40983,Euclidean,1-2%
ED_n060_025_a75_075,ED,60,4,0.75,0.149819,Euclidean,<0.5%
ED_n065_026_a25_076,ED,65,4,0.25,1.684428,Euclidean,1-2%
ED_n065_026_a50_077,ED,65,4,0.5,0.065246,Euclidean,<0.5%
ED_n065_026_a75_078,ED,65,4,0.75,0.576218,Euclidean,0.5-1%
ED_n065_027_a25_079,ED,65,4,0.25,0.0,Euclidean,exact
ED_n065_027_a50_080,ED,65,4,0.5,1.154238,Euclidean,1-2%
ED_n065_027_a75_081,ED,65,4,0.75,0.714933,Euclidean,0.5-1%
ED_n065_028_a25_082,ED,65,4,0.25,0.466563,Euclidean,<0.5%
ED_n065_028_a50_083,ED,65,4,0.5,0.102564,Euclidean,<0.5%
ED_n065_028_a75_084,ED,65,4,0.75,0.209546,Euclidean,<0.5%
ED_n065_029_a25_085,ED,65,4,0.25,1.235476,Euclidean,1-2%
ED_n065_029_a50_086,ED,65,4,0.5,0.046986,Euclidean,<0.5%
ED_n065_029_a75_087,ED,65,4,0.75,0.153905,Euclidean,<0.5%
ED_n065_030_a25_088,ED,65,4,0.25,1.117281,Euclidean,1-2%
ED_n065_030_a50_089,ED,65,4,0.5,1.830423,Euclidean,1-2%
ED_n065_030_a75_090,ED,65,4,0.75,0.458624,Euclidean,<0.5%
ED_n070_031_a25_091,ED,70,4,0.25,0.0,Euclidean,exact
ED_n070_031_a50_092,ED,70,4,0.5,1.510734,Euclidean,1-2%
ED_n070_031_a75_093,ED,70,4,0.75,0.515464,Euclidean,0.5-1%
ED_n070_032_a25_094,ED,70,4,0.25,0.0,Euclidean,exact
ED_n070_032_a50_095,ED,70,4,0.5,0.623103,Euclidean,0.5-1%
ED_n070_032_a75_096,ED,70,4,0.75,0.941602,Euclidean,0.5-1%
ED_n070_033_a25_097,ED,70,4,0.25,0.020225,Euclidean,<0.5%
ED_n070_033_a50_098,ED,70,4,0.5,0.517617,Euclidean,0.5-1%
ED_n070_033_a75_099,ED,70,4,0.75,0.360399,Euclidean,<0.5%
ED_n070_034_a25_100,ED,70,4,0.25,0.0,Euclidean,exact
ED_n070_034_a50_101,ED,70,4,0.5,0.435448,Euclidean,<0.5%
ED_n070_034_a75_102,ED,70,4,0.75,0.14437,Euclidean,<0.5%
ED_n070_035_a25_103,ED,70,4,0.25,1.090082,Euclidean,1-2%
ED_n070_035_a50_104,ED,70,4,0.5,0.369788,Euclidean,<0.5%
ED_n070_035_a75_105,ED,70,4,0.75,0.513834,Euclidean,0.5-1%
ED_n075_036_a25_106,ED,75,4,0.25,0.102126,Euclidean,<0.5%
ED_n075_036_a50_107,ED,75,4,0.5,0.420757,Euclidean,<0.5%
ED_n075_036_a75_108,ED,75,4,0.75,0.455433,Euclidean,<0.5%
ED_n075_037_a25_109,ED,75,4,0.25,0.933852,Euclidean,0.5-1%
ED_n075_037_a50_110,ED,75,4,0.5,0.450557,Euclidean,<0.5%
ED_n075_037_a75_111,ED,75,4,0.75,0.385439,Euclidean,<0.5%
ED_n075_038_a25_112,ED,75,4,0.25,0.295858,Euclidean,<0.5%
ED_n075_038_a50_113,ED,75,4,0.5,0.442021,Euclidean,<0.5%
ED_n075_038_a75_114,ED,75,4,0.75,0.193648,Euclidean,<0.5%
ED_n075_039_a25_115,ED,75,4,0.25,0.071232,Euclidean,<0.5%
ED_n075_039_a50_116,ED,75,4,0.5,0.894164,Euclidean,0.5-1%
ED_n075_039_a75_117,ED,75,4,0.75,0.038521,Euclidean,<0.5%
ED_n075_040_a25_118,ED,75,4,0.25,0.929565,Euclidean,0.5-1%
ED_n075_040_a50_119,ED,75,4,0.5,1.904543,Euclidean,1-2%
ED_n075_040_a75_120,ED,75,4,0.75,0.745319,Euclidean,0.5-1%
ED_n080_041_a25_121,ED,80,4,0.25,0.1792,Euclidean,<0.5%
ED_n080_041_a50_122,ED,80,4,0.5,1.000222,Euclidean,1-2%
ED_n080_041_a75_123,ED,80,4,0.75,0.570175,Euclidean,0.5-1%
ED_n080_042_a25_124,ED,80,4,0.25,1.128873,Euclidean,1-2%
ED_n080_042_a50_125,ED,80,4,0.5,0.704323,Euclidean,0.5-1%
ED_n080_042_a75_126,ED,80,4,0.75,0.364964,Euclidean,<0.5%
ED_n080_043_a25_127,ED,80,4,0.25,0.257041,Euclidean,<0.5%
ED_n080_043_a50_128,ED,80,4,0.5,0.242847,Euclidean,<0.5%
ED_n080_043_a75_129,ED,80,4,0.75,0.249732,Euclidean,<0.5%
ED_n080_044_a25_130,ED,80,4,0.25,0.324642,Euclidean,<0.5%
ED_n080_044_a50_131,ED,80,4,0.5,0.538657,Euclidean,0.5-1%
ED_n080_044_a75_132,ED,80,4,0.75,0.150331,Euclidean,<0.5%
ED_n080_045_a25_133,ED,80,4,0.25,0.562297,Euclidean,0.5-1%
ED_n080_045_a50_134,ED,80,4,0.5,0.287883,Euclidean,<0.5%
ED_n080_045_a75_135,ED,80,4,0.75,0.704416,Euclidean,0.5-1%
