family,instance,stratum,arm_id,best_ub,obj,cert_gap_pct,own_ub,cert_gap_own_pct,stop_reason,phases,ec_gain,total_rt_s,seeds_used,best_seed,n_seed_restarts,tier_final,stall_run_final,commit,source_dirty,error
B,B_n120_014_a25_040,hard_tail,A0,3287.0000,3241.0,1.399452,3287.0000,1.399452,RT_CAP,1,0,61.4,"42,123,456,789,1337,2024",42,1,0,0,cee32f067303247b291ff3cec8454b2cf803308b,True,
B,B_n120_014_a25_040,hard_tail,B1,3287.0000,3242.0,1.369030,3287.0000,1.369030,RT_CAP,1,0,62.0,"42,123,456,789,1337,2024",42,1,0,0,cee32f067303247b291ff3cec8454b2cf803308b,True,
