instance,family,incumbent,greedy,init_ub,init_raw,init_iters,refined_ub,refined_raw,refine_iters,refine_converged,final_ub,binding,final_gap_pct,cert_path,solve_s,error
D_n045_009_a25_025,D,936.0,936.0,943,943.537978,200,936,936.000015,3000,0,936,refined,0.0,results/certificates/D_n045_009_a25_025.pkl,13.5,
D_n045_009_a50_026,D,1528.0,1516.0,1532,1532.332238,200,1528,1528.0,3000,0,1528,refined,0.0,results/certificates/D_n045_009_a50_026.pkl,11.7,
D_n045_009_a75_027,D,1651.0,1649.0,1651,1651.215879,200,1651,1651.0,3000,0,1651,initial,0.0,results/certificates/D_n045_009_a75_027.pkl,14.0,
D_n045_010_a25_028,D,957.0,957.0,957,957.592982,200,957,957.0,3000,0,957,initial,0.0,results/certificates/D_n045_010_a25_028.pkl,10.9,
D_n045_010_a50_029,D,1462.0,1462.0,1484,1484.911314,200,1462,1462.0,3000,0,1462,refined,0.0,results/certificates/D_n045_010_a50_029.pkl,9.5,
D_n045_010_a75_030,D,1613.0,1612.0,1613,1613.084595,200,1613,1613.0,3000,0,1613,initial,0.0,results/certificates/D_n045_010_a75_030.pkl,9.8,
D_n050_011_a25_031,D,952.0,952.0,952,952.121438,200,952,952.0,3000,0,952,initial,0.0,results/certificates/D_n050_011_a25_031.pkl,18.3,
D_n050_011_a50_032,D,1418.0,1406.0,1418,1418.833788,200,1418,1418.0,3000,0,1418,initial,0.0,results/certificates/D_n050_011_a50_032.pkl,19.7,
D_n050_011_a75_033,D,1464.0,1463.0,1464,1464.124845,200,1464,1464.0,3000,0,1464,initial,0.0,results/certificates/D_n050_011_a75_033.pkl,19.3,
D_n050_012_a25_034,D,753.0,742.0,757,757.134321,200,753,753.0,3000,0,753,refined,0.0,results/certificates/D_n050_012_a25_034.pkl,11.2,
D_n050_012_a50_035,D,1216.0,1116.0,1246,1246.957421,200,1216,1216.0,3000,0,1216,refined,0.0,results/certificates/D_n050_012_a50_035.pkl,9.9,
D_n050_012_a75_036,D,1478.0,1477.0,1479,1479.009337,200,1478,1478.512328,3000,0,1478,refined,0.0,results/certificates/D_n050_012_a75_036.pkl,10.7,
D_n050_013_a25_037,D,963.0,963.0,963,963.793065,200,963,963.0,3000,0,963,initial,0.0,results/certificates/D_n050_013_a25_037.pkl,11.4,
D_n050_013_a50_038,D,1349.0,1327.0,1360,1360.303713,200,1349,1349.0,3000,0,1349,refined,0.0,results/certificates/D_n050_013_a50_038.pkl,12.3,
D_n050_013_a75_039,D,1593.0,1584.0,1593,1593.463995,200,1593,1593.0,3000,0,1593,initial,0.0,results/certificates/D_n050_013_a75_039.pkl,17.5,
D_n050_014_a25_040,D,1136.0,1136.0,1163,1163.865771,200,1136,1136.000004,3000,0,1136,refined,0.0,results/certificates/D_n050_014_a25_040.pkl,15.0,
D_n050_014_a50_041,D,1809.0,1805.0,1829,1829.916108,200,1809,1809.000001,3000,0,1809,refined,0.0,results/certificates/D_n050_014_a50_041.pkl,14.5,
D_n050_014_a75_042,D,2061.0,2059.0,2061,2061.214586,200,2061,2061.0,3000,0,2061,initial,0.0,results/certificates/D_n050_014_a75_042.pkl,17.3,
D_n050_015_a25_043,D,968.0,946.0,983,983.254014,200,968,968.000109,3000,0,968,refined,0.0,results/certificates/D_n050_015_a25_043.pkl,15.5,
D_n050_015_a50_044,D,1591.0,1591.0,1591,1591.000753,200,1591,1591.0,3000,0,1591,initial,0.0,results/certificates/D_n050_015_a50_044.pkl,15.2,
D_n050_015_a75_045,D,1635.0,1635.0,1635,1635.000258,200,1635,1635.0,3000,0,1635,initial,0.0,results/certificates/D_n050_015_a75_045.pkl,17.7,
D_n055_016_a25_046,D,984.0,973.0,993,993.006464,200,984,984.00059,3000,0,984,refined,0.0,results/certificates/D_n055_016_a25_046.pkl,28.5,
D_n055_016_a50_047,D,1449.0,1439.0,1451,1451.029633,200,1449,1449.0,3000,0,1449,refined,0.0,results/certificates/D_n055_016_a50_047.pkl,33.7,
D_n055_016_a75_048,D,1491.0,1478.0,1492,1492.846209,200,1491,1491.0,3000,0,1491,refined,0.0,results/certificates/D_n055_016_a75_048.pkl,37.6,
D_n055_017_a25_049,D,773.0,752.0,776,776.396939,200,773,773.0,3000,0,773,refined,0.0,results/certificates/D_n055_017_a25_049.pkl,18.6,
D_n055_017_a50_050,D,1337.0,1227.0,1370,1370.026199,200,1337,1337.0,3000,0,1337,refined,0.0,results/certificates/D_n055_017_a50_050.pkl,16.2,
D_n055_017_a75_051,D,1609.0,1607.0,1610,1610.135747,200,1609,1609.5116,3000,0,1609,refined,0.0,results/certificates/D_n055_017_a75_051.pkl,18.5,
D_n055_018_a25_052,D,973.0,973.0,973,973.813601,200,973,973.000011,3000,0,973,initial,0.0,results/certificates/D_n055_018_a25_052.pkl,28.5,
D_n055_018_a50_053,D,1368.0,1339.0,1375,1375.40093,200,1368,1368.0,3000,0,1368,refined,0.0,results/certificates/D_n055_018_a50_053.pkl,28.3,
D_n055_018_a75_054,D,1614.0,1604.0,1614,1614.558746,200,1614,1614.0,3000,0,1614,initial,0.0,results/certificates/D_n055_018_a75_054.pkl,43.3,
D_n055_019_a25_055,D,1147.0,1147.0,1179,1179.117879,200,1147,1147.000017,3000,0,1147,refined,0.0,results/certificates/D_n055_019_a25_055.pkl,22.6,
D_n055_019_a50_056,D,1920.0,1908.0,1938,1938.960877,200,1920,1920.50857,3000,0,1920,refined,0.0,results/certificates/D_n055_019_a50_056.pkl,19.6,
D_n055_019_a75_057,D,2173.0,2162.0,2174,2174.272197,200,2173,2173.0,3000,0,2173,refined,0.0,results/certificates/D_n055_019_a75_057.pkl,26.2,
D_n055_020_a25_058,D,1157.0,1145.0,1173,1173.659929,200,1157,1157.000457,3000,0,1157,refined,0.0,results/certificates/D_n055_020_a25_058.pkl,20.4,
D_n055_020_a50_059,D,1891.0,1890.0,1891,1891.494379,200,1891,1891.0,3000,0,1891,initial,0.0,results/certificates/D_n055_020_a50_059.pkl,26.9,
D_n055_020_a75_060,D,1958.0,1947.0,1958,1958.925219,200,1958,1958.0,148,1,1958,initial,0.0,results/certificates/D_n055_020_a75_060.pkl,3.5,
D_n060_021_a25_061,D,1084.0,1073.0,1089,1089.463466,200,1084,1084.00011,3000,0,1084,refined,0.0,results/certificates/D_n060_021_a25_061.pkl,49.9,
D_n060_021_a50_062,D,1646.0,1636.0,1648,1648.301544,200,1646,1646.0,3000,0,1646,refined,0.0,results/certificates/D_n060_021_a50_062.pkl,54.2,
D_n060_021_a75_063,D,1700.0,1692.0,1701,1701.705849,200,1700,1700.0,3000,0,1700,refined,0.0,results/certificates/D_n060_021_a75_063.pkl,58.2,
D_n060_022_a25_064,D,1083.0,963.0,1122,1122.5,200,1083,1083.0,3000,0,1083,refined,0.0,results/certificates/D_n060_022_a25_064.pkl,44.8,
D_n060_022_a50_065,D,1777.0,1765.0,1806,1806.149657,200,1787,1787.98339,3000,0,1787,refined,0.5595970900951315,results/certificates/D_n060_022_a50_065.pkl,39.2,
D_n060_022_a75_066,D,1956.0,1953.0,1956,1956.155756,200,1956,1956.0,3000,0,1956,initial,0.0,results/certificates/D_n060_022_a75_066.pkl,48.8,
D_n060_023_a25_067,D,1263.0,1253.0,1273,1273.300519,200,1263,1263.0,3000,0,1263,refined,0.0,results/certificates/D_n060_023_a25_067.pkl,33.5,
D_n060_023_a50_068,D,1767.0,1748.0,1779,1779.540708,200,1768,1768.014728,3000,0,1768,refined,0.056561085972850686,results/certificates/D_n060_023_a50_068.pkl,36.1,
D_n060_023_a75_069,D,2015.0,2001.0,2017,2017.907703,200,2016,2016.00606,3000,0,2016,refined,0.0496031746031746,results/certificates/D_n060_023_a75_069.pkl,51.3,
D_n060_024_a25_070,D,1583.0,1454.0,1588,1588.0,200,1583,1583.0,3000,0,1583,refined,0.0,results/certificates/D_n060_024_a25_070.pkl,39.8,
D_n060_024_a50_071,D,2249.0,2247.0,2261,2261.04773,200,2249,2249.0,3000,0,2249,refined,0.0,results/certificates/D_n060_024_a50_071.pkl,45.6,
D_n060_024_a75_072,D,2387.0,2384.0,2387,2387.212346,200,2387,2387.0,3000,0,2387,initial,0.0,results/certificates/D_n060_024_a75_072.pkl,75.2,
D_n060_025_a25_073,D,1559.0,1457.0,1599,1599.0,200,1562,1562.097628,3000,0,1562,refined,0.19206145966709345,results/certificates/D_n060_025_a25_073.pkl,64.1,
D_n060_025_a50_074,D,2114.0,2113.0,2125,2125.512783,200,2114,2114.0,3000,0,2114,refined,0.0,results/certificates/D_n060_025_a50_074.pkl,56.4,
D_n060_025_a75_075,D,2269.0,2257.0,2270,2270.925401,200,2269,2269.0,3000,0,2269,refined,0.0,results/certificates/D_n060_025_a75_075.pkl,89.3,
D_n065_026_a25_076,D,1185.0,1174.0,1189,1189.903518,200,1185,1185.001963,3000,0,1185,refined,0.0,results/certificates/D_n065_026_a25_076.pkl,57.1,
D_n065_026_a50_077,D,1848.0,1837.0,1850,1850.600756,200,1848,1848.000005,3000,0,1848,refined,0.0,results/certificates/D_n065_026_a50_077.pkl,59.5,
D_n065_026_a75_078,D,1902.0,1893.0,1903,1903.939389,200,1902,1902.0,3000,0,1902,refined,0.0,results/certificates/D_n065_026_a75_078.pkl,64.2,
D_n065_027_a25_079,D,1094.0,963.0,1125,1125.0,200,1094,1094.0,3000,0,1094,refined,0.0,results/certificates/D_n065_027_a25_079.pkl,54.9,
D_n065_027_a50_080,D,1788.0,1766.0,1822,1822.016445,200,1798,1798.507188,3000,0,1798,refined,0.5561735261401557,results/certificates/D_n065_027_a50_080.pkl,46.6,
D_n065_027_a75_081,D,1984.0,1980.0,1985,1985.616398,200,1985,1985.009351,3000,0,1985,initial,0.05037783375314861,results/certificates/D_n065_027_a75_081.pkl,56.5,
D_n065_028_a25_082,D,1383.0,1372.0,1394,1394.767905,200,1387,1387.64547,3000,0,1387,refined,0.2883922134102379,results/certificates/D_n065_028_a25_082.pkl,40.0,
D_n065_028_a50_083,D,1970.0,1965.0,1994,1994.798562,200,1971,1971.001952,3000,0,1971,refined,0.050735667174023336,results/certificates/D_n065_028_a50_083.pkl,55.9,
D_n065_028_a75_084,D,2146.0,2135.0,2147,2147.414638,200,2147,2147.0,57,1,2147,initial,0.04657661853749418,results/certificates/D_n065_028_a75_084.pkl,5.6,
D_n065_029_a25_085,D,1663.0,1645.0,1702,1702.987622,200,1663,1663.001571,3000,0,1663,refined,0.0,results/certificates/D_n065_029_a25_085.pkl,30.9,
D_n065_029_a50_086,D,2449.0,2445.0,2460,2460.287795,200,2450,2450.014502,3000,0,2450,refined,0.04081632653061225,results/certificates/D_n065_029_a50_086.pkl,44.3,
D_n065_029_a75_087,D,2598.0,2594.0,2598,2598.509491,200,2598,2598.0,3000,0,2598,initial,0.0,results/certificates/D_n065_029_a75_087.pkl,75.3,
D_n065_030_a25_088,D,1698.0,1687.0,1734,1734.006343,200,1699,1699.020037,3000,0,1699,refined,0.05885815185403178,results/certificates/D_n065_030_a25_088.pkl,176.8,
D_n065_030_a50_089,D,2337.0,2334.0,2386,2386.833162,200,2341,2341.578833,3000,0,2341,refined,0.17086715079026057,results/certificates/D_n065_030_a50_089.pkl,137.5,
D_n065_030_a75_090,D,2507.0,2485.0,2507,2507.0,65,2507,2507.0,22,1,2507,initial,0.0,results/certificates/D_n065_030_a75_090.pkl,4.6,
D_n070_031_a25_091,D,1276.0,1255.0,1286,1286.316186,200,1276,1276.513655,3000,0,1276,refined,0.0,results/certificates/D_n070_031_a25_091.pkl,105.6,
D_n070_031_a50_092,D,1870.0,1856.0,1875,1875.084094,200,1872,1872.0,337,1,1872,refined,0.10683760683760685,results/certificates/D_n070_031_a50_092.pkl,15.7,
D_n070_031_a75_093,D,1932.0,1923.0,1936,1936.68926,200,1934,1934.044576,3000,0,1934,refined,0.1034126163391934,results/certificates/D_n070_031_a75_093.pkl,143.8,
D_n070_032_a25_094,D,1196.0,1074.0,1234,1234.0,200,1196,1196.000002,3000,0,1196,refined,0.0,results/certificates/D_n070_032_a25_094.pkl,100.3,
D_n070_032_a50_095,D,1908.0,1886.0,1938,1938.799411,200,1918,1918.273321,3000,0,1918,refined,0.5213764337851928,results/certificates/D_n070_032_a50_095.pkl,83.3,
D_n070_032_a75_096,D,2098.0,2091.0,2106,2106.518898,200,2106,2106.079203,3000,0,2106,initial,0.3798670465337132,results/certificates/D_n070_032_a75_096.pkl,102.9,
D_n070_033_a25_097,D,1615.0,1612.0,1636,1636.284778,200,1615,1615.518625,3000,0,1615,refined,0.0,results/certificates/D_n070_033_a25_097.pkl,79.3,
D_n070_033_a50_098,D,2301.0,2287.0,2302,2302.284513,200,2301,2301.0,3000,0,2301,refined,0.0,results/certificates/D_n070_033_a50_098.pkl,81.0,
D_n070_033_a75_099,D,2351.0,2349.0,2351,2351.500925,200,2351,2351.0,3000,0,2351,initial,0.0,results/certificates/D_n070_033_a75_099.pkl,119.4,
D_n070_034_a25_100,D,1845.0,1745.0,1852,1852.0,200,1845,1845.0,3000,0,1845,refined,0.0,results/certificates/D_n070_034_a25_100.pkl,65.8,
D_n070_034_a50_101,D,2738.0,2545.0,2749,2749.920991,200,2739,2739.01218,3000,0,2739,refined,0.03650967506389193,results/certificates/D_n070_034_a50_101.pkl,59.7,
D_n070_034_a75_102,D,2907.0,2895.0,2909,2909.757514,200,2909,2909.016134,3000,0,2909,initial,0.06875214850464077,results/certificates/D_n070_034_a75_102.pkl,121.8,
D_n070_035_a25_103,D,1701.0,1689.0,1734,1734.386039,200,1702,1702.008714,3000,0,1702,refined,0.05875440658049354,results/certificates/D_n070_035_a25_103.pkl,187.7,
D_n070_035_a50_104,D,2350.0,2346.0,2401,2401.754401,200,2354,2354.587023,3000,0,2354,refined,0.16992353440951571,results/certificates/D_n070_035_a50_104.pkl,171.4,
D_n070_035_a75_105,D,2529.0,2508.0,2530,2530.0,62,2530,2530.0,7,1,2530,initial,0.039525691699604744,results/certificates/D_n070_035_a75_105.pkl,4.4,
D_n075_036_a25_106,D,1378.0,1335.0,1417,1417.306866,200,1378,1378.0,3000,0,1378,refined,0.0,results/certificates/D_n075_036_a25_106.pkl,141.3,
D_n075_036_a50_107,D,2101.0,2067.0,2104,2104.053949,200,2102,2102.005575,3000,0,2102,refined,0.04757373929590866,results/certificates/D_n075_036_a50_107.pkl,145.5,
D_n075_036_a75_108,D,2145.0,2136.0,2149,2149.226165,200,2147,2147.021848,3000,0,2147,refined,0.09315323707498836,results/certificates/D_n075_036_a75_108.pkl,180.3,
D_n075_037_a25_109,D,1515.0,1483.0,1544,1544.176073,200,1515,1515.0,3000,0,1515,refined,0.0,results/certificates/D_n075_037_a25_109.pkl,210.8,
D_n075_037_a50_110,D,2229.0,2206.0,2239,2239.306249,200,2230,2230.038971,3000,0,2230,refined,0.04484304932735426,results/certificates/D_n075_037_a50_110.pkl,193.6,
D_n075_037_a75_111,D,2337.0,2317.0,2339,2339.185355,200,2338,2338.0143,3000,0,2338,refined,0.0427715996578272,results/certificates/D_n075_037_a75_111.pkl,217.6,
D_n075_038_a25_112,D,1815.0,1713.0,1860,1860.229482,200,1816,1816.538899,3000,0,1816,refined,0.05506607929515419,results/certificates/D_n075_038_a25_112.pkl,110.2,
D_n075_038_a50_113,D,2522.0,2501.0,2526,2526.260706,200,2522,2522.0,3000,0,2522,refined,0.0,results/certificates/D_n075_038_a50_113.pkl,115.2,
D_n075_038_a75_114,D,2579.0,2567.0,2579,2579.257615,200,2579,2579.0,3000,0,2579,initial,0.0,results/certificates/D_n075_038_a75_114.pkl,127.7,
D_n075_039_a25_115,D,2266.0,1965.0,2279,2279.0,200,2266,2266.0,3000,0,2266,refined,0.0,results/certificates/D_n075_039_a25_115.pkl,128.6,
D_n075_039_a50_116,D,3071.0,2971.0,3084,3084.697831,200,3082,3082.186905,3000,0,3082,refined,0.3569110966904607,results/certificates/D_n075_039_a50_116.pkl,114.3,
D_n075_039_a75_117,D,3114.0,3110.0,3114,3114.631605,200,3114,3114.0,3000,0,3114,initial,0.0,results/certificates/D_n075_039_a75_117.pkl,142.0,
D_n075_040_a25_118,D,1820.0,1799.0,1859,1859.73173,200,1822,1822.034793,3000,0,1822,refined,0.10976948408342481,results/certificates/D_n075_040_a25_118.pkl,388.0,
D_n075_040_a50_119,D,2568.0,2564.0,2618,2618.996326,200,2574,2574.280577,3000,0,2574,refined,0.2331002331002331,results/certificates/D_n075_040_a50_119.pkl,343.4,
D_n075_040_a75_120,D,2749.0,2718.0,2751,2751.0,200,2751,2751.0,43,1,2751,initial,0.07270083605961468,results/certificates/D_n075_040_a75_120.pkl,31.7,
D_n080_041_a25_121,D,1725.0,1695.0,1741,1741.653506,200,1725,1725.511227,3000,0,1725,refined,0.0,results/certificates/D_n080_041_a25_121.pkl,573.7,
D_n080_041_a50_122,D,2229.0,2213.0,2240,2240.94808,200,2234,2234.169783,3000,0,2234,refined,0.22381378692927484,results/certificates/D_n080_041_a50_122.pkl,796.1,
D_n080_041_a75_123,D,2270.0,2264.0,2272,2272.361189,200,2271,2271.013585,3000,0,2271,refined,0.044033465433729636,results/certificates/D_n080_041_a75_123.pkl,741.7,
D_n080_042_a25_124,D,1537.0,1515.0,1587,1587.518396,200,1541,1541.686157,3000,0,1541,refined,0.25957170668397145,results/certificates/D_n080_042_a25_124.pkl,408.4,
D_n080_042_a50_125,D,2378.0,2315.0,2392,2392.250567,200,2381,2381.048254,3000,0,2381,refined,0.125997480050399,results/certificates/D_n080_042_a50_125.pkl,430.4,
D_n080_042_a75_126,D,2468.0,2457.0,2470,2470.093206,200,2469,2469.006614,3000,0,2469,refined,0.04050222762251924,results/certificates/D_n080_042_a75_126.pkl,439.6,
D_n080_043_a25_127,D,2006.0,1902.0,2038,2038.221094,200,2006,2006.517542,3000,0,2006,refined,0.0,results/certificates/D_n080_043_a25_127.pkl,136.6,
D_n080_043_a50_128,D,2723.0,2691.0,2730,2730.224079,200,2724,2724.021706,3000,0,2724,refined,0.03671071953010279,results/certificates/D_n080_043_a50_128.pkl,159.8,
D_n080_043_a75_129,D,2800.0,2787.0,2800,2800.245051,200,2800,2800.0,3000,0,2800,initial,0.0,results/certificates/D_n080_043_a75_129.pkl,169.7,
D_n080_044_a25_130,D,2265.0,1965.0,2318,2318.5,200,2266,2266.037642,3000,0,2266,refined,0.0441306266548985,results/certificates/D_n080_044_a25_130.pkl,236.7,
D_n080_044_a50_131,D,3252.0,3159.0,3278,3278.0,200,3271,3271.493166,3000,0,3271,refined,0.5808621216753286,results/certificates/D_n080_044_a50_131.pkl,142.7,
D_n080_044_a75_132,D,3323.0,3309.0,3326,3326.734782,200,3325,3325.052162,3000,0,3325,refined,0.06015037593984962,results/certificates/D_n080_044_a75_132.pkl,207.8,
D_n080_045_a25_133,D,1910.0,1800.0,1969,1969.513453,200,1910,1910.524919,3000,0,1910,refined,0.0,results/certificates/D_n080_045_a25_133.pkl,289.3,
D_n080_045_a50_134,D,2749.0,2727.0,2795,2795.778009,200,2757,2757.125949,3000,0,2757,refined,0.29017047515415306,results/certificates/D_n080_045_a50_134.pkl,381.7,
D_n080_045_a75_135,D,2952.0,2931.0,2953,2953.0,200,2953,2953.0,10,1,2953,initial,0.033863867253640365,results/certificates/D_n080_045_a75_135.pkl,31.7,
EB_n100_001_a25_001,EB,1609.0,1577.0,1621,1621.002338,200,1609,1609.003206,3000,0,1609,refined,0.0,results/certificates/EB_n100_001_a25_001.pkl,81.4,
EB_n100_001_a50_002,EB,2822.0,2820.0,2857,2857.918652,200,2822,2822.0,3000,0,2822,refined,0.0,results/certificates/EB_n100_001_a50_002.pkl,81.2,
EB_n100_001_a75_003,EB,3115.0,3112.0,3115,3115.267464,200,3115,3115.0,3000,0,3115,initial,0.0,results/certificates/EB_n100_001_a75_003.pkl,85.4,
EB_n100_002_a25_004,EB,1859.0,1748.0,1902,1902.0,200,1859,1859.0,3000,0,1859,refined,0.0,results/certificates/EB_n100_002_a25_004.pkl,42.6,
EB_n100_002_a50_005,EB,3052.0,3029.0,3067,3067.974073,200,3053,3053.02455,3000,0,3053,refined,0.03275466754012447,results/certificates/EB_n100_002_a50_005.pkl,52.0,
EB_n100_002_a75_006,EB,3327.0,3324.0,3327,3327.246152,200,3327,3327.0,3000,0,3327,initial,0.0,results/certificates/EB_n100_002_a75_006.pkl,27.6,
EB_n100_003_a25_007,EB,1616.0,1616.0,1628,1628.052212,200,1616,1616.511198,3000,0,1616,refined,0.0,results/certificates/EB_n100_003_a25_007.pkl,27.5,
EB_n100_003_a50_008,EB,2947.0,2947.0,2960,2960.207905,200,2948,2948.040053,3000,0,2948,refined,0.033921302578018994,results/certificates/EB_n100_003_a50_008.pkl,27.5,
EB_n100_003_a75_009,EB,3277.0,3266.0,3278,3278.143435,200,3277,3277.0,3000,0,3277,refined,0.0,results/certificates/EB_n100_003_a75_009.pkl,31.6,
EB_n100_004_a25_010,EB,2417.0,2107.0,2436,2436.5,200,2417,2417.0,3000,0,2417,refined,0.0,results/certificates/EB_n100_004_a25_010.pkl,17.7,
EB_n100_004_a50_011,EB,3719.0,3688.0,3732,3732.269229,200,3719,3719.0,3000,0,3719,refined,0.0,results/certificates/EB_n100_004_a50_011.pkl,19.2,
EB_n100_004_a75_012,EB,4170.0,4169.0,4170,4170.175741,200,4170,4170.0,3000,0,4170,initial,0.0,results/certificates/EB_n100_004_a75_012.pkl,18.0,
EB_n100_005_a25_013,EB,1917.0,1807.0,1926,1926.0,200,1917,1917.0,3000,0,1917,refined,0.0,results/certificates/EB_n100_005_a25_013.pkl,15.9,
EB_n100_005_a50_014,EB,3310.0,3308.0,3310,3310.116228,200,3310,3310.0,3000,0,3310,initial,0.0,results/certificates/EB_n100_005_a50_014.pkl,15.7,
EB_n100_005_a75_015,EB,3501.0,3489.0,3502,3502.775184,200,3501,3501.0,3000,0,3501,refined,0.0,results/certificates/EB_n100_005_a75_015.pkl,17.1,
EB_n110_006_a25_016,EB,1710.0,1577.0,1746,1746.5,200,1710,1710.0,3000,0,1710,refined,0.0,results/certificates/EB_n110_006_a25_016.pkl,184.1,
EB_n110_006_a50_017,EB,3252.0,3230.0,3283,3283.321606,200,3252,3252.0,3000,0,3252,refined,0.0,results/certificates/EB_n110_006_a50_017.pkl,174.2,
EB_n110_006_a75_018,EB,3611.0,3605.0,3612,3612.075687,200,3611,3611.0,3000,0,3611,refined,0.0,results/certificates/EB_n110_006_a75_018.pkl,185.5,
EB_n110_007_a25_019,EB,2068.0,1946.0,2103,2103.0,200,2068,2068.0,3000,0,2068,refined,0.0,results/certificates/EB_n110_007_a25_019.pkl,45.4,
EB_n110_007_a50_020,EB,3468.0,3429.0,3491,3491.681059,200,3472,3472.12336,3000,0,3472,refined,0.1152073732718894,results/certificates/EB_n110_007_a50_020.pkl,53.4,
EB_n110_007_a75_021,EB,3778.0,3775.0,3778,3778.246153,200,3778,3778.0,3000,0,3778,initial,0.0,results/certificates/EB_n110_007_a75_021.pkl,31.3,
EB_n110_008_a25_022,EB,1825.0,1825.0,1839,1839.462067,200,1825,1825.517874,3000,0,1825,refined,0.0,results/certificates/EB_n110_008_a25_022.pkl,47.1,
EB_n110_008_a50_023,EB,3537.0,3515.0,3541,3541.803282,200,3538,3538.027368,3000,0,3538,refined,0.02826455624646693,results/certificates/EB_n110_008_a50_023.pkl,49.4,
EB_n110_008_a75_024,EB,3808.0,3793.0,3809,3809.31986,200,3808,3808.0,3000,0,3808,refined,0.0,results/certificates/EB_n110_008_a75_024.pkl,48.8,
EB_n110_009_a25_025,EB,2697.0,2396.0,2720,2720.0,200,2697,2697.0,3000,0,2697,refined,0.0,results/certificates/EB_n110_009_a25_025.pkl,33.9,
EB_n110_009_a50_026,EB,4219.0,4188.0,4235,4235.417608,200,4220,4220.020621,3000,0,4220,refined,0.023696682464454978,results/certificates/EB_n110_009_a50_026.pkl,36.4,
EB_n110_009_a75_027,EB,4693.0,4690.0,4693,4693.422669,200,4693,4693.0,3000,0,4693,initial,0.0,results/certificates/EB_n110_009_a75_027.pkl,38.5,
EB_n110_010_a25_028,EB,2128.0,2025.0,2145,2145.0,200,2133,2133.131689,3000,0,2133,refined,0.23441162681669012,results/certificates/EB_n110_010_a25_028.pkl,33.7,
EB_n110_010_a50_029,EB,3639.0,3636.0,3639,3639.502805,200,3639,3639.0,3000,0,3639,initial,0.0,results/certificates/EB_n110_010_a50_029.pkl,32.2,
EB_n110_010_a75_030,EB,3842.0,3828.0,3844,3844.225263,200,3842,3842.0,3000,0,3842,refined,0.0,results/certificates/EB_n110_010_a75_030.pkl,34.2,
EB_n120_011_a25_031,EB,2028.0,2017.0,2057,2057.587603,200,2032,2032.640376,3000,0,2032,refined,0.19685039370078738,results/certificates/EB_n120_011_a25_031.pkl,421.9,
EB_n120_011_a50_032,EB,3865.0,3859.0,3867,3867.107202,200,3865,3865.0,3000,0,3865,refined,0.0,results/certificates/EB_n120_011_a50_032.pkl,396.6,
EB_n120_011_a75_033,EB,4071.0,4067.0,4072,4072.831575,200,4072,4072.009771,3000,0,4072,initial,0.02455795677799607,results/certificates/EB_n120_011_a75_033.pkl,405.8,
EB_n120_012_a25_034,EB,2496.0,2365.0,2543,2543.0,200,2497,2497.040483,3000,0,2497,refined,0.040048057669203045,results/certificates/EB_n120_012_a25_034.pkl,188.7,
EB_n120_012_a50_035,EB,4032.0,3990.0,4058,4058.056997,200,4043,4043.302458,3000,0,4043,refined,0.2720751916893396,results/certificates/EB_n120_012_a50_035.pkl,205.7,
EB_n120_012_a75_036,EB,4220.0,4219.0,4220,4220.069384,200,4220,4220.0,3000,0,4220,initial,0.0,results/certificates/EB_n120_012_a75_036.pkl,73.0,
EB_n120_013_a25_037,EB,2688.0,2588.0,2712,2712.5,200,2692,2692.553725,3000,0,2692,refined,0.1485884101040119,results/certificates/EB_n120_013_a25_037.pkl,80.4,
EB_n120_013_a50_038,EB,4040.0,3999.0,4048,4048.222195,200,4040,4040.0,3000,0,4040,refined,0.0,results/certificates/EB_n120_013_a50_038.pkl,78.2,
EB_n120_013_a75_039,EB,4147.0,4129.0,4148,4148.509079,200,4147,4147.0,3000,0,4147,refined,0.0,results/certificates/EB_n120_013_a75_039.pkl,90.8,
EB_n120_014_a25_040,EB,2707.0,2406.0,2764,2764.5,200,2717,2717.330105,3000,0,2717,refined,0.36805299963194704,results/certificates/EB_n120_014_a25_040.pkl,63.7,
EB_n120_014_a50_041,EB,4549.0,4417.0,4557,4557.980874,200,4549,4549.0,3000,0,4549,refined,0.0,results/certificates/EB_n120_014_a50_041.pkl,66.1,
EB_n120_014_a75_042,EB,5034.0,5030.0,5034,5034.817855,200,5034,5034.0,3000,0,5034,initial,0.0,results/certificates/EB_n120_014_a75_042.pkl,87.0,
EB_n120_015_a25_043,EB,2247.0,2115.0,2282,2282.0,200,2247,2247.0,3000,0,2247,refined,0.0,results/certificates/EB_n120_015_a25_043.pkl,57.0,
EB_n120_015_a50_044,EB,3857.0,3829.0,3883,3883.88808,200,3858,3858.018332,3000,0,3858,refined,0.02592016588906169,results/certificates/EB_n120_015_a50_044.pkl,57.0,
EB_n120_015_a75_045,EB,4268.0,4246.0,4269,4269.042689,200,4268,4268.0,3000,0,4268,refined,0.0,results/certificates/EB_n120_015_a75_045.pkl,60.5,
EB_n130_016_a25_046,EB,2237.0,2225.0,2267,2267.153115,200,2241,2241.62227,3000,0,2241,refined,0.178491744756805,results/certificates/EB_n130_016_a25_046.pkl,492.7,
EB_n130_016_a50_047,EB,4095.0,4079.0,4099,4099.617888,200,4096,4096.036362,3000,0,4096,refined,0.0244140625,results/certificates/EB_n130_016_a50_047.pkl,418.6,
