instance,family,n,alpha,group_id,bks,alns_obj,alns_runtime_s,lb1_ub,lb1_cert_pct,lb1_ub_runtime_s,lb2_ub,lb2_cert_pct,lb2_runtime_s,best_ub,final_cert_gap_pct,alns_lag_proven_optimal,alns_lag_cert_tier,bks_gap_pct,alns_status,bpc_oa_gap_pct,bpc_n_solved,bpc_group_count,bpc_class,bpc_class_label,bpc_note
C_n080_034_a75_102,C,80,0.75,034,?,3425,379.0,3426.0,0.03,0.7,NA,NA,NA,3426.0,0.029189,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n080_035_a25_103,C,80,0.25,035,?,1897,415.0,1937.0,2.07,2.9,1898.9,0.1,9.8,1898.9,0.100058,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n080_035_a50_104,C,80,0.5,035,?,2778,508.0,2816.7,1.37,1.5,NA,NA,NA,2816.7,1.373948,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n080_035_a75_105,C,80,0.75,035,?,2934,305.0,2956.7,0.77,0.8,NA,NA,NA,2956.7,0.767748,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n040_001_a25_001,D,40,0.25,001,715,715,113.0,715.0,0.0,0.4,NA,NA,NA,715.0,0.0,True,exact,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
D_n040_001_a50_002,D,40,0.5,001,970,970,324.0,985.3,1.55,0.4,NA,NA,NA,985.3,1.552827,False,1-2%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
D_n040_001_a75_003,D,40,0.75,001,1203,1203,210.0,1203.0,-0.0,0.1,NA,NA,NA,1203.0,0.0,True,exact,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
D_n040_002_a25_004,D,40,0.25,002,352,352,56.0,352.0,0.0,0.3,NA,NA,NA,352.0,0.0,True,exact,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
D_n040_002_a50_005,D,40,0.5,002,894,894,235.0,897.9,0.44,0.3,NA,NA,NA,897.9,0.434347,False,<0.5%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
D_n040_002_a75_006,D,40,0.75,002,1137,1137,182.0,1137.0,0.0,0.1,NA,NA,NA,1137.0,0.0,True,exact,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
D_n040_003_a25_007,D,40,0.25,003,563,563,117.0,569.6,1.17,0.3,NA,NA,NA,569.6,1.158708,False,1-2%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
D_n040_003_a50_008,D,40,0.5,003,1023,1023,274.0,1024.6,0.16,0.3,NA,NA,NA,1024.6,0.156159,False,<0.5%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
D_n040_003_a75_009,D,40,0.75,003,1149,1149,381.0,1149.0,0.0,0.4,NA,NA,NA,1149.0,0.0,True,exact,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
D_n040_004_a25_010,D,40,0.25,004,723,723,80.0,738.8,2.14,0.4,723.0,0.0,1.7,723.0,0.0,True,exact,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
D_n040_004_a50_011,D,40,0.5,004,1374,1374,340.0,1378.3,0.31,0.4,NA,NA,NA,1378.3,0.311979,False,<0.5%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
D_n040_004_a75_012,D,40,0.75,004,1537,1537,452.0,1537.0,-0.0,0.1,NA,NA,NA,1537.0,0.0,True,exact,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
D_n040_005_a25_013,D,40,0.25,005,837,837,191.0,840.4,0.41,0.4,NA,NA,NA,840.4,0.404569,False,<0.5%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
D_n040_005_a50_014,D,40,0.5,005,1351,1351,400.0,1392.4,2.97,0.4,1353.3,0.17,1.0,1353.3,0.169955,False,<0.5%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
D_n040_005_a75_015,D,40,0.75,005,1467,1467,385.0,1467.0,0.0,0.4,NA,NA,NA,1467.0,0.0,True,exact,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
D_n045_006_a25_016,D,45,0.25,006,745,745,366.0,748.4,0.46,1.8,NA,NA,NA,748.4,0.454303,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n045_006_a50_017,D,45,0.5,006,1208,1208,398.0,1208.1,0.01,0.9,NA,NA,NA,1208.1,0.008277,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n045_006_a75_018,D,45,0.75,006,1245,1245,423.0,1245.0,0.0,1.0,NA,NA,NA,1245.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
D_n045_007_a25_019,D,45,0.25,007,662,662,282.0,667.5,0.82,1.1,NA,NA,NA,667.5,0.82397,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n045_007_a50_020,D,45,0.5,007,1105,1105,242.0,1170.8,5.62,0.3,1113.7,0.78,1.3,1113.7,0.78118,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n045_007_a75_021,D,45,0.75,007,1369,1369,408.0,1369.0,0.0,0.4,NA,NA,NA,1369.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
D_n045_008_a25_022,D,45,0.25,008,953,953,325.0,955.3,0.24,1.3,NA,NA,NA,955.3,0.240762,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n045_008_a50_023,D,45,0.5,008,1337,1337,382.0,1367.4,2.22,0.5,1338.4,0.11,1.7,1338.4,0.104603,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n045_008_a75_024,D,45,0.75,008,1483,1483,379.0,1483.0,0.0,0.1,NA,NA,NA,1483.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
D_n045_009_a25_025,D,45,0.25,009,936,936,354.0,960.0,2.5,1.6,938.2,0.23,2.7,938.2,0.234492,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n045_009_a50_026,D,45,0.5,009,1528,1528,448.0,1564.3,2.32,0.5,1528.0,0.0,2.1,1528.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
D_n045_009_a75_027,D,45,0.75,009,1651,1651,451.0,1651.0,0.0,0.9,NA,NA,NA,1651.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
D_n045_010_a25_028,D,45,0.25,010,957,957,572.0,960.0,0.31,1.2,NA,NA,NA,960.0,0.3125,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n045_010_a50_029,D,45,0.5,010,1462,1462,503.0,1505.0,2.86,0.4,1464.1,0.15,1.8,1464.1,0.143433,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n045_010_a75_030,D,45,0.75,010,1613,1613,520.0,1613.0,0.0,0.5,NA,NA,NA,1613.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
D_n050_011_a25_031,D,50,0.25,011,952,952,206.0,954.3,0.24,1.3,NA,NA,NA,954.3,0.241014,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n050_011_a50_032,D,50,0.5,011,1418,1418,686.0,1418.2,0.01,1.5,NA,NA,NA,1418.2,0.014102,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n050_011_a75_033,D,50,0.75,011,1464,1464,947.0,1464.0,0.0,1.8,NA,NA,NA,1464.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
D_n050_012_a25_034,D,50,0.25,012,753,753,157.0,757.6,0.61,0.7,NA,NA,NA,757.6,0.607181,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n050_012_a50_035,D,50,0.5,012,1216,1216,464.0,1269.0,4.17,0.6,1226.0,0.81,1.8,1226.0,0.815661,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n050_012_a75_036,D,50,0.75,012,1478,1478,951.0,1480.2,0.15,0.9,NA,NA,NA,1480.2,0.148629,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n050_013_a25_037,D,50,0.25,013,963,963,162.0,971.3,0.85,0.8,NA,NA,NA,971.3,0.854525,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n050_013_a50_038,D,50,0.5,013,1349,1349,691.0,1388.4,2.84,0.9,1352.7,0.27,2.5,1352.7,0.273527,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n050_013_a75_039,D,50,0.75,013,1593,1593,831.0,1593.0,0.0,1.7,NA,NA,NA,1593.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
D_n050_014_a25_040,D,50,0.25,014,1136,1136,218.0,1186.2,4.23,1.0,1146.9,0.95,3.0,1146.9,0.950388,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n050_014_a50_041,D,50,0.5,014,1809,1809,931.0,1859.6,2.72,1.0,1813.5,0.25,2.7,1813.5,0.248139,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n050_014_a75_042,D,50,0.75,014,2061,2061,1071.0,2061.0,0.0,2.0,NA,NA,NA,2061.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
D_n050_015_a25_043,D,50,0.25,015,968,968,257.0,994.6,2.68,0.9,973.6,0.57,3.0,973.6,0.575185,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n050_015_a50_044,D,50,0.5,015,1591,1591,696.0,1591.1,0.0,1.2,NA,NA,NA,1591.1,0.006285,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n050_015_a75_045,D,50,0.75,015,1635,1635,1176.0,1635.0,0.0,1.8,NA,NA,NA,1635.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
D_n055_016_a25_046,D,55,0.25,016,984,984,443.0,1002.1,1.8,2.6,NA,NA,NA,1002.1,1.806207,False,1-2%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n055_016_a50_047,D,55,0.5,016,1449,1449,1420.0,1450.3,0.09,3.5,NA,NA,NA,1450.3,0.089637,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n055_016_a75_048,D,55,0.75,016,1491,1490,1029.0,1491.1,0.07,4.1,NA,NA,NA,1491.1,0.073771,False,<0.5%,+0.07%,GAP,0.0,5,5,1,optimal,
D_n055_017_a25_049,D,55,0.25,017,773,773,360.0,777.7,0.6,2.0,NA,NA,NA,777.7,0.604346,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n055_017_a50_050,D,55,0.5,017,1337,1337,1141.0,1390.7,3.86,1.7,1346.3,0.69,2.7,1346.3,0.690782,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n055_017_a75_051,D,55,0.75,017,1609,1609,1214.0,1611.5,0.15,1.7,NA,NA,NA,1611.5,0.155135,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n055_018_a25_052,D,55,0.25,018,973,973,359.0,980.1,0.73,2.6,NA,NA,NA,980.1,0.724416,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n055_018_a50_053,D,55,0.5,018,1368,1368,1081.0,1402.2,2.44,3.0,1370.8,0.2,5.0,1370.8,0.20426,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n055_018_a75_054,D,55,0.75,018,1614,1614,1470.0,1614.1,0.01,3.9,NA,NA,NA,1614.1,0.006195,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n055_019_a25_055,D,55,0.25,019,1147,1147,513.0,1194.2,3.95,2.2,1161.6,1.26,3.9,1161.6,1.256887,False,1-2%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n055_019_a50_056,D,55,0.5,019,1920,1920,1317.0,1971.7,2.62,1.6,1926.0,0.31,3.4,1926.0,0.311526,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n055_019_a75_057,D,55,0.75,019,2173,2173,1522.0,2173.0,0.0,3.1,NA,NA,NA,2173.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
D_n055_020_a25_058,D,55,0.25,020,1157,1157,506.0,1186.8,2.51,1.7,1164.3,0.63,3.4,1164.3,0.626986,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n055_020_a50_059,D,55,0.5,020,1891,1891,1391.0,1892.8,0.09,2.9,NA,NA,NA,1892.8,0.095097,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n055_020_a75_060,D,55,0.75,020,1958,1958,1566.0,1958.0,0.0,3.2,NA,NA,NA,1958.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
D_n060_021_a25_061,D,60,0.25,021,1084,1084,612.0,1094.4,0.95,5.0,NA,NA,NA,1094.4,0.950292,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n060_021_a50_062,D,60,0.5,021,1646,1646,948.0,1647.3,0.08,3.0,NA,NA,NA,1647.3,0.078917,False,<0.5%,+0.00%,TIE,0.11,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent)
D_n060_021_a75_063,D,60,0.75,021,1700,1699,536.0,1700.6,0.1,1.7,NA,NA,NA,1700.6,0.094084,False,<0.5%,+0.06%,GAP,0.12,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent)
D_n060_022_a25_064,D,60,0.25,022,1083,1083,569.0,1148.7,5.72,4.6,1091.1,0.74,10.4,1091.1,0.74237,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n060_022_a50_065,D,60,0.5,022,1778,1777,944.0,1853.7,4.14,2.1,1793.4,0.92,9.2,1793.4,0.914464,False,0.5-1%,+0.06%,GAP,0.11,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent)
D_n060_022_a75_066,D,60,0.75,022,1956,1956,683.0,1956.0,0.0,2.0,NA,NA,NA,1956.0,0.0,True,exact,+0.00%,TIE,0.12,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent)
D_n060_023_a25_067,D,60,0.25,023,1263,1263,610.0,1298.9,2.76,2.9,1266.1,0.24,7.0,1266.1,0.244846,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n060_023_a50_068,D,60,0.5,023,1767,1767,929.0,1813.8,2.58,1.8,1771.1,0.23,8.2,1771.1,0.231495,False,<0.5%,+0.00%,TIE,0.11,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent)
D_n060_023_a75_069,D,60,0.75,023,2004,2015,967.0,2018.0,0.15,1.1,NA,NA,NA,2018.0,0.148662,False,<0.5%,-0.55%,BEAT,0.12,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent)
D_n060_024_a25_070,D,60,0.25,024,1583,1583,918.0,1595.3,0.77,4.4,NA,NA,NA,1595.3,0.771015,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n060_024_a50_071,D,60,0.5,024,2249,2249,1946.0,2270.8,0.96,4.9,NA,NA,NA,2270.8,0.960014,False,0.5-1%,+0.00%,TIE,0.11,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent)
D_n060_024_a75_072,D,60,0.75,024,2387,2387,1244.0,2387.0,0.0,4.2,NA,NA,NA,2387.0,0.0,True,exact,+0.00%,TIE,0.12,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent)
D_n060_025_a25_073,D,60,0.25,025,1559,1559,1032.0,1615.6,3.5,6.3,1563.9,0.31,15.1,1563.9,0.313319,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
D_n060_025_a50_074,D,60,0.5,025,2114,2114,2428.0,2141.0,1.26,6.4,NA,NA,NA,2141.0,1.261093,False,1-2%,+0.00%,TIE,0.11,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent)
D_n060_025_a75_075,D,60,0.75,025,2269,2269,1124.0,2269.0,0.0,3.9,NA,NA,NA,2269.0,0.0,True,exact,+0.00%,TIE,0.12,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent)
D_n065_026_a25_076,D,65,0.25,026,?,1185,288.0,1257.0,5.73,1.9,1186.8,0.16,12.7,1186.8,0.151668,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n065_026_a50_077,D,65,0.5,026,?,1848,3828.0,1872.5,1.31,5.8,NA,NA,NA,1872.5,1.308411,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n065_026_a75_078,D,65,0.75,026,?,1901,1220.0,1910.8,0.51,3.0,NA,NA,NA,1910.8,0.512874,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n065_027_a25_079,D,65,0.25,027,?,1094,202.0,1158.5,5.57,2.1,1103.8,0.89,13.7,1103.8,0.887842,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n065_027_a50_080,D,65,0.5,027,?,1788,2810.0,1907.0,6.24,10.1,1801.2,0.74,12.4,1801.2,0.732845,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n065_027_a75_081,D,65,0.75,027,?,1985,1342.0,1988.2,0.16,2.2,NA,NA,NA,1988.2,0.16095,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n065_028_a25_082,D,65,0.25,028,?,1383,266.0,1440.0,3.96,1.7,1388.2,0.37,10.9,1388.2,0.374586,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n065_028_a50_083,D,65,0.5,028,?,1971,2567.0,2026.2,2.73,9.6,1971.9,0.05,13.9,1971.9,0.045641,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n065_028_a75_084,D,65,0.75,028,?,2146,1276.0,2148.2,0.1,2.1,NA,NA,NA,2148.2,0.102411,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n065_029_a25_085,D,65,0.25,029,?,1663,306.0,1736.2,4.22,1.5,1676.8,0.82,8.5,1676.8,0.822996,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n065_029_a50_086,D,65,0.5,029,?,2450,2919.0,2476.0,1.05,6.8,NA,NA,NA,2476.0,1.050081,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n065_029_a75_087,D,65,0.75,029,?,2598,1248.0,2599.5,0.06,2.1,NA,NA,NA,2599.5,0.057703,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n065_030_a25_088,D,65,0.25,030,?,1698,435.0,1782.8,4.75,5.0,1711.9,0.81,40.5,1711.9,0.811963,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n065_030_a50_089,D,65,0.5,030,?,2337,1399.0,2406.0,2.87,9.1,2358.0,0.89,26.2,2358.0,0.890585,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n065_030_a75_090,D,65,0.75,030,?,2506,2242.0,2510.2,0.17,5.2,NA,NA,NA,2510.2,0.167317,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n070_031_a25_091,D,70,0.25,031,?,1276,1496.0,1334.8,4.4,13.6,1276.6,0.05,24.8,1276.6,0.047,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n070_031_a50_092,D,70,0.5,031,?,1870,1098.0,1898.5,1.5,3.5,NA,NA,NA,1898.5,1.501185,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n070_031_a75_093,D,70,0.75,031,?,1931,2366.0,1942.0,0.57,5.8,NA,NA,NA,1942.0,0.566426,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n070_032_a25_094,D,70,0.25,032,?,1196,1471.0,1276.0,6.27,15.9,1212.8,1.39,25.4,1212.8,1.385224,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n070_032_a50_095,D,70,0.5,032,?,1908,1124.0,2021.2,5.6,4.8,1920.2,0.64,20.4,1920.2,0.63535,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n070_032_a75_096,D,70,0.75,032,?,2105,1713.0,2108.0,0.14,7.5,NA,NA,NA,2108.0,0.142315,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n070_033_a25_097,D,70,0.25,033,?,1615,1984.0,1690.8,4.48,11.4,1624.0,0.55,18.2,1624.0,0.554187,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n070_033_a50_098,D,70,0.5,033,?,2300,1137.0,2326.2,1.13,3.1,NA,NA,NA,2326.2,1.1263,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n070_033_a75_099,D,70,0.75,033,?,2350,1988.0,2359.2,0.39,5.7,NA,NA,NA,2359.2,0.389963,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n070_034_a25_100,D,70,0.25,034,?,1845,1249.0,1865.0,1.07,9.2,NA,NA,NA,1865.0,1.072386,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n070_034_a50_101,D,70,0.5,034,?,2738,2511.0,2782.5,1.6,7.6,NA,NA,NA,2782.5,1.599281,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n070_034_a75_102,D,70,0.75,034,?,2907,1136.0,2910.2,0.11,3.8,NA,NA,NA,2910.2,0.109958,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n070_035_a25_103,D,70,0.25,035,?,1701,944.0,1794.5,5.21,12.2,1720.2,1.12,40.2,1720.2,1.116149,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n070_035_a50_104,D,70,0.5,035,?,2348,5482.0,2433.0,3.49,13.5,2376.0,1.18,27.4,2376.0,1.178451,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n070_035_a75_105,D,70,0.75,035,?,2528,987.0,2533.0,0.2,6.1,NA,NA,NA,2533.0,0.197394,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n075_036_a25_106,D,75,0.25,036,?,1378,1084.0,1477.2,6.72,12.0,1391.1,0.94,36.3,1391.1,0.941701,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n075_036_a50_107,D,75,0.5,036,?,2101,2781.0,2114.5,0.64,7.6,NA,NA,NA,2114.5,0.638449,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n075_036_a75_108,D,75,0.75,036,?,2144,1442.0,2154.5,0.49,5.6,NA,NA,NA,2154.5,0.487352,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n075_037_a25_109,D,75,0.25,037,?,1515,1664.0,1588.8,4.64,16.9,1520.4,0.35,50.5,1520.4,0.35517,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n075_037_a50_110,D,75,0.5,037,?,2229,2403.0,2282.8,2.35,14.1,2230.3,0.06,46.6,2230.3,0.058288,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n075_037_a75_111,D,75,0.75,037,?,2338,1497.0,2340.5,0.11,8.5,NA,NA,NA,2340.5,0.106815,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n075_038_a25_112,D,75,0.25,038,?,1815,1727.0,1899.5,4.45,15.3,1823.4,0.46,38.4,1823.4,0.460678,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n075_038_a50_113,D,75,0.5,038,?,2522,2691.0,2545.0,0.9,13.3,NA,NA,NA,2545.0,0.903733,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n075_038_a75_114,D,75,0.75,038,?,2579,1618.0,2582.2,0.13,5.4,NA,NA,NA,2582.2,0.123925,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n075_039_a25_115,D,75,0.25,039,?,2266,1826.0,2324.8,2.53,8.3,2267.8,0.08,30.2,2267.8,0.079372,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n075_039_a50_116,D,75,0.5,039,?,3071,2795.0,3093.0,0.71,11.3,NA,NA,NA,3093.0,0.711284,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n075_039_a75_117,D,75,0.75,039,?,3114,2828.0,3115.5,0.05,4.8,NA,NA,NA,3115.5,0.048146,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n075_040_a25_118,D,75,0.25,040,?,1820,1581.0,1932.5,5.82,24.1,1840.2,1.1,78.8,1840.2,1.097707,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n075_040_a50_119,D,75,0.5,040,?,2568,2838.0,2651.0,3.13,17.0,2590.7,0.88,62.8,2590.7,0.876211,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n075_040_a75_120,D,75,0.75,040,?,2749,2485.0,2754.0,0.18,26.4,NA,NA,NA,2754.0,0.181554,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n080_041_a25_121,D,80,0.25,041,?,1725,1675.0,1810.8,4.74,36.0,1726.5,0.09,126.8,1726.5,0.086881,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n080_041_a50_122,D,80,0.5,041,?,2231,3921.0,2251.8,0.92,51.2,NA,NA,NA,2251.8,0.923705,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n080_041_a75_123,D,80,0.75,041,?,2269,2110.0,2280.0,0.48,17.1,NA,NA,NA,2280.0,0.482456,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n080_042_a25_124,D,80,0.25,042,?,1537,1629.0,1647.2,6.69,30.4,1556.3,1.24,97.5,1556.3,1.240121,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n080_042_a50_125,D,80,0.5,042,?,2378,2521.0,2421.2,1.79,34.4,NA,NA,NA,2421.2,1.784239,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n080_042_a75_126,D,80,0.75,042,?,2468,2974.0,2472.0,0.16,21.7,NA,NA,NA,2472.0,0.161812,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n080_043_a25_127,D,80,0.25,043,?,2006,1836.0,2095.0,4.25,16.1,2012.5,0.32,43.4,2012.5,0.322981,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n080_043_a50_128,D,80,0.5,043,?,2723,3021.0,2761.2,1.39,13.4,NA,NA,NA,2761.2,1.383456,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
D_n080_043_a75_129,D,80,0.75,043,?,2800,2277.0,2803.2,0.12,7.2,NA,NA,NA,2803.2,0.114155,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
