instance,family,n,alpha,group_id,bks,alns_obj,alns_runtime_s,lb1_ub,lb1_cert_pct,lb1_ub_runtime_s,lb2_ub,lb2_cert_pct,lb2_runtime_s,best_ub,final_cert_gap_pct,alns_lag_proven_optimal,alns_lag_cert_tier,bks_gap_pct,alns_status,bpc_oa_gap_pct,bpc_n_solved,bpc_group_count,bpc_class,bpc_class_label,bpc_note
B_n130_020_a75_060,B,130,0.75,020,4597,4596,1994.0,4605.0,0.2,0.1,NA,NA,NA,4605.0,0.19544,False,<0.5%,+0.02%,GAP,0.61,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent)
B_n140_021_a25_061,B,140,0.25,021,3142,3142,1258.0,3272.0,3.97,0.5,3194.7,1.65,128.4,3194.7,1.649607,False,1-2%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
B_n140_021_a50_062,B,140,0.5,021,4655,4654,1756.0,4708.5,1.16,0.6,NA,NA,NA,4708.5,1.157481,False,1-2%,+0.02%,GAP,NA,NA,5,4,not_reported,outside paper coverage
B_n140_021_a75_063,B,140,0.75,021,4852,4851,2797.0,4860.5,0.2,0.6,NA,NA,NA,4860.5,0.195453,False,<0.5%,+0.02%,GAP,NA,NA,5,4,not_reported,outside paper coverage
B_n140_022_a25_064,B,140,0.25,022,3392,3391,1224.0,3474.0,2.39,0.6,3395.5,0.13,86.6,3395.5,0.132528,False,<0.5%,+0.03%,GAP,NA,NA,5,4,not_reported,outside paper coverage
B_n140_022_a50_065,B,140,0.5,022,5034,5080,3384.0,5105.0,0.49,0.7,NA,NA,NA,5105.0,0.489716,False,<0.5%,-0.91%,BEAT,NA,NA,5,4,not_reported,outside paper coverage
B_n140_022_a75_066,B,140,0.75,022,5178,5177,4525.0,5178.0,0.02,0.6,NA,NA,NA,5178.0,0.019312,False,<0.5%,+0.02%,GAP,NA,NA,5,4,not_reported,outside paper coverage
B_n140_023_a25_067,B,140,0.25,023,3781,3781,2103.0,3860.5,2.06,0.4,3805.0,0.63,66.1,3805.0,0.630749,False,0.5-1%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
B_n140_023_a50_068,B,140,0.5,023,4815,4942,4456.0,4990.0,0.96,0.7,NA,NA,NA,4990.0,0.961924,False,0.5-1%,-2.64%,BEAT,NA,NA,5,4,not_reported,outside paper coverage
B_n140_023_a75_069,B,140,0.75,023,5095,5094,3284.0,5102.0,0.16,0.5,NA,NA,NA,5102.0,0.156801,False,<0.5%,+0.02%,GAP,NA,NA,5,4,not_reported,outside paper coverage
B_n140_024_a25_070,B,140,0.25,024,4264,4264,2528.0,4355.5,2.1,0.5,4315.2,1.19,29.4,4315.2,1.186504,False,1-2%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
B_n140_024_a50_071,B,140,0.5,024,5578,5578,2057.0,5612.5,0.61,0.3,NA,NA,NA,5612.5,0.614699,False,0.5-1%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
B_n140_024_a75_072,B,140,0.75,024,5663,5663,2417.0,5663.0,0.0,0.3,NA,NA,NA,5663.0,0.0,True,exact,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
B_n140_025_a25_073,B,140,0.25,025,3331,3262,1284.0,3384.5,3.62,0.3,3343.3,2.43,24.4,3343.3,2.431729,False,>2%,+2.07%,GAP,NA,NA,5,4,not_reported,outside paper coverage
B_n140_025_a50_074,B,140,0.5,025,4639,4639,2001.0,4677.5,0.82,0.2,NA,NA,NA,4677.5,0.823089,False,0.5-1%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
B_n140_025_a75_075,B,140,0.75,025,4941,4940,1414.0,4945.5,0.11,0.2,NA,NA,NA,4945.5,0.111212,False,<0.5%,+0.02%,GAP,NA,NA,5,4,not_reported,outside paper coverage
B_n150_026_a25_076,B,150,0.25,026,?,3246,1580.0,3388.0,4.19,0.6,3308.7,1.89,131.6,3308.7,1.895004,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
B_n150_026_a50_077,B,150,0.5,026,?,4972,2120.0,5031.0,1.17,0.6,NA,NA,NA,5031.0,1.172729,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
B_n150_026_a75_078,B,150,0.75,026,?,5190,2977.0,5201.0,0.21,0.6,NA,NA,NA,5201.0,0.211498,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
B_n150_027_a25_079,B,150,0.25,027,?,3500,1062.0,3590.0,2.51,0.6,3519.1,0.54,93.6,3519.1,0.542752,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
B_n150_027_a50_080,B,150,0.5,027,?,5274,3996.0,5323.5,0.93,0.7,NA,NA,NA,5323.5,0.929839,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
B_n150_027_a75_081,B,150,0.75,027,?,5419,3634.0,5421.5,0.05,0.7,NA,NA,NA,5421.5,0.046113,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
B_n150_028_a25_082,B,150,0.25,028,?,3888,2536.0,3965.5,1.95,0.4,NA,NA,NA,3965.5,1.954356,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
B_n150_028_a50_083,B,150,0.5,028,?,5072,3514.0,5146.0,1.44,0.6,NA,NA,NA,5146.0,1.43801,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
B_n150_028_a75_084,B,150,0.75,028,?,5330,2901.0,5337.0,0.13,0.6,NA,NA,NA,5337.0,0.13116,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
B_n150_029_a25_085,B,150,0.25,029,?,4595,2360.0,4686.5,1.95,0.6,NA,NA,NA,4686.5,1.952417,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
B_n150_029_a50_086,B,150,0.5,029,?,6099,2477.0,6120.0,0.34,0.4,NA,NA,NA,6120.0,0.343137,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
B_n150_029_a75_087,B,150,0.75,029,?,6185,3190.0,6186.0,0.02,0.4,NA,NA,NA,6186.0,0.016166,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
B_n150_030_a25_088,B,150,0.25,030,?,3550,1609.0,3596.0,1.28,0.4,NA,NA,NA,3596.0,1.279199,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
B_n150_030_a50_089,B,150,0.5,030,?,4973,1815.0,5020.5,0.95,0.3,NA,NA,NA,5020.5,0.946121,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
B_n150_030_a75_090,B,150,0.75,030,?,5280,1795.0,5286.5,0.12,0.3,NA,NA,NA,5286.5,0.122955,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n050_001_a25_001,C,50,0.25,001,735,735,104.0,738.2,0.44,0.4,NA,NA,NA,738.2,0.433487,False,<0.5%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
C_n050_001_a50_002,C,50,0.5,001,1236,1236,302.0,1265.1,2.3,0.7,1236.6,0.05,1.2,1236.6,0.04852,False,<0.5%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
C_n050_001_a75_003,C,50,0.75,001,1445,1445,363.0,1446.5,0.1,0.7,NA,NA,NA,1446.5,0.103699,False,<0.5%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
C_n050_002_a25_004,C,50,0.25,002,783,783,134.0,784.2,0.15,0.5,NA,NA,NA,784.2,0.153022,False,<0.5%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
C_n050_002_a50_005,C,50,0.5,002,1257,1257,335.0,1290.6,2.6,0.4,1257.3,0.03,0.8,1257.3,0.023861,False,<0.5%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
C_n050_002_a75_006,C,50,0.75,002,1495,1495,419.0,1495.0,0.0,0.6,NA,NA,NA,1495.0,0.0,True,exact,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
C_n050_003_a25_007,C,50,0.25,003,994,994,176.0,1012.9,1.87,0.8,NA,NA,NA,1012.9,1.86593,False,1-2%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
C_n050_003_a50_008,C,50,0.5,003,1362,1362,439.0,1395.3,2.38,0.9,1363.5,0.11,1.4,1363.5,0.110011,False,<0.5%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
C_n050_003_a75_009,C,50,0.75,003,1595,1595,438.0,1595.0,0.0,0.3,NA,NA,NA,1595.0,0.0,True,exact,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
C_n050_004_a25_010,C,50,0.25,004,1242,1242,124.0,1251.4,0.75,0.6,NA,NA,NA,1251.4,0.751159,False,0.5-1%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
C_n050_004_a50_011,C,50,0.5,004,2016,2016,405.0,2017.6,0.08,0.6,NA,NA,NA,2017.6,0.079302,False,<0.5%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
C_n050_004_a75_012,C,50,0.75,004,2062,2062,462.0,2062.0,0.0,0.6,NA,NA,NA,2062.0,0.0,True,exact,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
C_n050_005_a25_013,C,50,0.25,005,1077,1077,228.0,1082.4,0.5,0.6,NA,NA,NA,1082.4,0.498891,False,<0.5%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
C_n050_005_a50_014,C,50,0.5,005,1684,1684,437.0,1684.1,0.01,0.6,NA,NA,NA,1684.1,0.005938,False,<0.5%,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
C_n050_005_a75_015,C,50,0.75,005,1737,1737,491.0,1737.0,0.0,1.3,NA,NA,NA,1737.0,0.0,True,exact,+0.00%,TIE,NA,NA,5,4,not_reported,outside paper coverage
C_n055_006_a25_016,C,55,0.25,006,975,975,160.0,975.0,0.0,0.8,NA,NA,NA,975.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n055_006_a50_017,C,55,0.5,006,1540,1540,416.0,1540.0,0.0,0.9,NA,NA,NA,1540.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n055_006_a75_018,C,55,0.75,006,1589,1589,514.0,1589.5,0.03,1.0,NA,NA,NA,1589.5,0.031456,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n055_007_a25_019,C,55,0.25,007,804,804,164.0,817.2,1.61,0.7,NA,NA,NA,817.2,1.615272,False,1-2%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n055_007_a50_020,C,55,0.5,007,1368,1368,403.0,1409.3,2.93,0.5,1368.5,0.04,1.1,1368.5,0.036536,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n055_007_a75_021,C,55,0.75,007,1623,1623,425.0,1623.0,0.0,0.6,NA,NA,NA,1623.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n055_008_a25_022,C,55,0.25,008,1004,1004,228.0,1017.6,1.33,1.5,NA,NA,NA,1017.6,1.336478,False,1-2%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n055_008_a50_023,C,55,0.5,008,1381,1381,481.0,1413.0,2.26,1.4,1382.3,0.1,2.5,1382.3,0.094046,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n055_008_a75_024,C,55,0.75,008,1617,1617,454.0,1617.0,0.0,1.8,NA,NA,NA,1617.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n055_009_a25_025,C,55,0.25,009,1353,1353,185.0,1363.5,0.77,0.6,NA,NA,NA,1363.5,0.770077,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n055_009_a50_026,C,55,0.5,009,2225,2225,418.0,2226.6,0.07,0.6,NA,NA,NA,2226.6,0.071858,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n055_009_a75_027,C,55,0.75,009,2373,2373,513.0,2373.0,0.0,0.6,NA,NA,NA,2373.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n055_010_a25_028,C,55,0.25,010,1186,1186,285.0,1191.0,0.42,0.7,NA,NA,NA,1191.0,0.419815,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n055_010_a50_029,C,55,0.5,010,1894,1894,562.0,1916.6,1.18,0.5,NA,NA,NA,1916.6,1.179171,False,1-2%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n055_010_a75_030,C,55,0.75,010,2048,2048,493.0,2048.0,0.0,0.7,NA,NA,NA,2048.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n060_011_a25_031,C,60,0.25,011,1212,1212,220.0,1220.5,0.7,1.0,NA,NA,NA,1220.5,0.696436,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n060_011_a50_032,C,60,0.5,011,1664,1664,542.0,1665.7,0.1,1.2,NA,NA,NA,1665.7,0.102059,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n060_011_a75_033,C,60,0.75,011,1713,1713,609.0,1713.0,0.0,1.2,NA,NA,NA,1713.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n060_012_a25_034,C,60,0.25,012,1113,1113,237.0,1141.6,2.51,2.0,1115.8,0.25,3.9,1115.8,0.250941,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n060_012_a50_035,C,60,0.5,012,1731,1731,630.0,1731.4,0.02,2.1,NA,NA,NA,1731.4,0.023103,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n060_012_a75_036,C,60,0.75,012,1759,1759,639.0,1759.0,0.0,0.4,NA,NA,NA,1759.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n060_013_a25_037,C,60,0.25,013,1294,1294,269.0,1327.9,2.55,1.4,1294.2,0.01,3.1,1294.2,0.015454,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n060_013_a50_038,C,60,0.5,013,1784,1784,579.0,1823.9,2.19,1.7,1786.1,0.12,4.0,1786.1,0.117575,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n060_013_a75_039,C,60,0.75,013,2019,2019,471.0,2019.0,0.0,2.7,NA,NA,NA,2019.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n060_014_a25_040,C,60,0.25,014,1544,1544,223.0,1559.3,0.98,0.8,NA,NA,NA,1559.3,0.98121,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n060_014_a50_041,C,60,0.5,014,2341,2341,530.0,2352.2,0.48,0.8,NA,NA,NA,2352.2,0.47615,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n060_014_a75_042,C,60,0.75,014,2476,2476,844.0,2476.0,0.0,1.9,NA,NA,NA,2476.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n060_015_a25_043,C,60,0.25,015,1466,1466,296.0,1475.3,0.63,0.4,NA,NA,NA,1475.3,0.63038,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n060_015_a50_044,C,60,0.5,015,2123,2123,585.0,2123.6,0.03,0.9,NA,NA,NA,2123.6,0.028254,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n060_015_a75_045,C,60,0.75,015,2190,2189,387.0,2190.0,0.05,0.3,NA,NA,NA,2190.0,0.045662,False,<0.5%,+0.05%,GAP,0.0,5,5,1,optimal,
C_n065_016_a25_046,C,65,0.25,016,1312,1312,268.0,1319.1,0.54,2.0,NA,NA,NA,1319.1,0.538246,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n065_016_a50_047,C,65,0.5,016,1863,1863,565.0,1864.4,0.08,1.8,NA,NA,NA,1864.4,0.075091,False,<0.5%,+0.00%,TIE,0.01,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent)
C_n065_016_a75_048,C,65,0.75,016,1924,1923,656.0,1924.0,0.05,2.0,NA,NA,NA,1924.0,0.051975,False,<0.5%,+0.05%,GAP,0.0,5,5,1,optimal,
C_n065_017_a25_049,C,65,0.25,017,1302,1294,271.0,1324.4,2.3,2.3,1303.8,0.75,4.4,1303.8,0.751649,False,0.5-1%,+0.61%,GAP,0.0,5,5,1,optimal,
C_n065_017_a50_050,C,65,0.5,017,1930,1930,700.0,1931.0,0.05,2.2,NA,NA,NA,1931.0,0.051787,False,<0.5%,+0.00%,TIE,0.01,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent)
C_n065_017_a75_051,C,65,0.75,017,1971,1971,534.0,1971.0,-0.0,0.5,NA,NA,NA,1971.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n065_018_a25_052,C,65,0.25,018,1386,1386,254.0,1414.5,2.01,2.5,1386.0,0.0,3.9,1386.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n065_018_a50_053,C,65,0.5,018,1905,1905,757.0,1951.7,2.39,2.4,1908.4,0.18,5.4,1908.4,0.17816,False,<0.5%,+0.00%,TIE,0.01,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent)
C_n065_018_a75_054,C,65,0.75,018,2146,2146,471.0,2146.0,0.0,2.9,NA,NA,NA,2146.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n065_019_a25_055,C,65,0.25,019,1864,1864,357.0,1887.4,1.24,1.2,NA,NA,NA,1887.4,1.239801,False,1-2%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n065_019_a50_056,C,65,0.5,019,2464,2464,792.0,2477.9,0.56,1.4,NA,NA,NA,2477.9,0.560959,False,0.5-1%,+0.00%,TIE,0.01,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent)
C_n065_019_a75_057,C,65,0.75,019,2600,2600,678.0,2600.0,0.0,1.6,NA,NA,NA,2600.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n065_020_a25_058,C,65,0.25,020,1566,1566,345.0,1577.7,0.74,1.6,NA,NA,NA,1577.7,0.741586,False,0.5-1%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n065_020_a50_059,C,65,0.5,020,2323,2323,722.0,2353.2,1.28,1.8,NA,NA,NA,2353.2,1.283359,False,1-2%,+0.00%,TIE,0.01,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent)
C_n065_020_a75_060,C,65,0.75,020,2489,2489,496.0,2489.0,0.0,2.1,NA,NA,NA,2489.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n070_021_a25_061,C,70,0.25,021,1314,1314,262.0,1330.8,1.26,2.2,NA,NA,NA,1330.8,1.262399,False,1-2%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n070_021_a50_062,C,70,0.5,021,1964,1964,767.0,1967.4,0.17,2.9,NA,NA,NA,1967.4,0.172817,False,<0.5%,+0.00%,TIE,0.08,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent)
C_n070_021_a75_063,C,70,0.75,021,2035,2034,615.0,2035.0,0.05,1.9,NA,NA,NA,2035.0,0.04914,False,<0.5%,+0.05%,GAP,0.0,5,5,1,optimal,
C_n070_022_a25_064,C,70,0.25,022,1413,1405,297.0,1449.6,3.08,3.1,1418.2,0.93,9.1,1418.2,0.930757,False,0.5-1%,+0.57%,GAP,0.0,5,5,1,optimal,
C_n070_022_a50_065,C,70,0.5,022,?,2052,698.0,2077.0,1.2,3.2,NA,NA,NA,2077.0,1.203659,False,1-2%,NA,NA,0.08,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent)
C_n070_022_a75_066,C,70,0.75,022,2102,2102,675.0,2102.0,-0.0,0.7,NA,NA,NA,2102.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n070_023_a25_067,C,70,0.25,023,1628,1628,520.0,1689.3,3.63,4.1,1633.3,0.32,6.7,1633.3,0.324496,False,<0.5%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n070_023_a50_068,C,70,0.5,023,2305,2305,624.0,2306.4,0.06,3.5,NA,NA,NA,2306.4,0.060701,False,<0.5%,+0.00%,TIE,0.08,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent)
C_n070_023_a75_069,C,70,0.75,023,2359,2359,512.0,2359.0,0.0,3.7,NA,NA,NA,2359.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n070_024_a25_070,C,70,0.25,024,2046,2046,406.0,2073.9,1.35,1.4,NA,NA,NA,2073.9,1.345291,False,1-2%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n070_024_a50_071,C,70,0.5,024,2863,2863,616.0,2869.6,0.23,1.3,NA,NA,NA,2869.6,0.229997,False,<0.5%,+0.00%,TIE,0.08,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent)
C_n070_024_a75_072,C,70,0.75,024,3009,3009,522.0,3009.0,0.0,1.1,NA,NA,NA,3009.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n070_025_a25_073,C,70,0.25,025,1680,1680,451.0,1703.2,1.36,2.4,NA,NA,NA,1703.2,1.362142,False,1-2%,+0.00%,TIE,0.0,5,5,1,optimal,
C_n070_025_a50_074,C,70,0.5,025,2449,2449,718.0,2494.2,1.81,1.5,NA,NA,NA,2494.2,1.812204,False,1-2%,+0.00%,TIE,0.08,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent)
C_n070_025_a75_075,C,70,0.75,025,2601,2601,415.0,2601.0,0.0,1.8,NA,NA,NA,2601.0,0.0,True,exact,+0.00%,TIE,0.0,5,5,1,optimal,
C_n075_026_a25_076,C,75,0.25,026,?,1316,189.0,1369.0,3.87,1.9,1320.2,0.31,7.9,1320.2,0.318134,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n075_026_a50_077,C,75,0.5,026,?,1977,393.0,2014.3,1.85,1.7,NA,NA,NA,2014.3,1.85176,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n075_026_a75_078,C,75,0.75,026,?,2055,1056.0,2060.0,0.24,4.6,NA,NA,NA,2060.0,0.242718,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n075_027_a25_079,C,75,0.25,027,?,1618,311.0,1676.7,3.5,3.6,1618.1,0.01,18.6,1618.1,0.00618,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n075_027_a50_080,C,75,0.5,027,?,2184,526.0,2206.0,1.0,3.4,NA,NA,NA,2206.0,0.99728,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n075_027_a75_081,C,75,0.75,027,?,2232,2353.0,2233.0,0.04,8.2,NA,NA,NA,2233.0,0.044783,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n075_028_a25_082,C,75,0.25,028,?,1829,376.0,1924.7,4.97,4.5,1834.4,0.29,18.4,1834.4,0.294374,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n075_028_a50_083,C,75,0.5,028,?,2538,575.0,2546.3,0.33,3.9,NA,NA,NA,2546.3,0.325963,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n075_028_a75_084,C,75,0.75,028,?,2581,2559.0,2583.0,0.08,12.0,NA,NA,NA,2583.0,0.077429,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n075_029_a25_085,C,75,0.25,029,?,2168,321.0,2256.7,3.93,1.4,2173.2,0.24,7.1,2173.2,0.239278,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n075_029_a50_086,C,75,0.5,029,?,3003,554.0,3022.7,0.65,1.2,NA,NA,NA,3022.7,0.651735,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n075_029_a75_087,C,75,0.75,029,?,3223,1800.0,3223.0,0.0,3.9,NA,NA,NA,3223.0,0.0,True,exact,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n075_030_a25_088,C,75,0.25,030,?,1777,251.0,1824.7,2.61,1.7,1777.6,0.04,9.5,1777.6,0.033753,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n075_030_a50_089,C,75,0.5,030,?,2568,1286.0,2605.7,1.45,2.8,NA,NA,NA,2605.7,1.446828,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n075_030_a75_090,C,75,0.75,030,?,2722,1535.0,2744.7,0.83,4.6,NA,NA,NA,2744.7,0.827048,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n080_031_a25_091,C,80,0.25,031,?,1515,768.0,1592.3,4.86,6.2,1521.1,0.4,8.8,1521.1,0.401026,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n080_031_a50_092,C,80,0.5,031,?,2287,563.0,2322.3,1.52,2.3,NA,NA,NA,2322.3,1.520045,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n080_031_a75_093,C,80,0.75,031,?,2365,393.0,2370.7,0.24,1.3,NA,NA,NA,2370.7,0.240435,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n080_032_a25_094,C,80,0.25,032,?,1747,1089.0,1804.0,3.16,12.8,1747.5,0.03,18.7,1747.5,0.028612,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n080_032_a50_095,C,80,0.5,032,?,2404,446.0,2431.3,1.12,3.8,NA,NA,NA,2431.3,1.122856,False,1-2%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n080_032_a75_096,C,80,0.75,032,?,2461,256.0,2463.0,0.08,2.2,NA,NA,NA,2463.0,0.081202,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n080_033_a25_097,C,80,0.25,033,?,2029,1096.0,2124.7,4.5,12.1,2034.8,0.29,20.7,2034.8,0.28504,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n080_033_a50_098,C,80,0.5,033,?,2748,412.0,2762.0,0.51,2.3,NA,NA,NA,2762.0,0.506879,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n080_033_a75_099,C,80,0.75,033,?,2803,342.0,2804.0,0.04,1.6,NA,NA,NA,2804.0,0.035663,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n080_034_a25_100,C,80,0.25,034,?,2268,655.0,2344.3,3.26,5.0,2272.7,0.21,9.6,2272.7,0.206802,False,<0.5%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
C_n080_034_a50_101,C,80,0.5,034,?,3205,464.0,3235.7,0.95,0.9,NA,NA,NA,3235.7,0.94879,False,0.5-1%,NA,NA,NA,NA,5,4,not_reported,outside paper coverage
