instance_id,family,n,budget_level,seed_set,best_primal_profit,lagrangian_upper_bound_raw,lagrangian_upper_bound_reported,certificate_gap_percent,stop_reason,runtime_seconds,proven_optimal_by_lagrangian_match,matches_bpc_optimum,improves_published_bks,published_bks
C_n080_031_a25_091,C,80,0.25,42;123;456;789;1337;2024,1515.0,1516.0,1516.0,0.066,GAP<0.3%,901.4,False,False,False,
C_n080_031_a50_092,C,80,0.5,42;123;456;789;1337;2024,2287.0,2288.0,2288.0,0.0437,GAP<0.3%,303.5,False,False,False,
C_n080_031_a75_093,C,80,0.75,42;123;456;789;1337;2024,2365.0,2365.0,2365.0,0.0,GAP<0.3%,303.1,True,False,False,
C_n080_032_a25_094,C,80,0.25,42;123;456;789;1337;2024,1747.0,1747.0,1747.0,0.0,UB,0.6,True,False,False,
C_n080_032_a50_095,C,80,0.5,42;123;456;789;1337;2024,2403.0,2404.0,2404.0,0.0416,GAP<0.3%,305.6,False,False,False,
C_n080_032_a75_096,C,80,0.75,42;123;456;789;1337;2024,2461.0,2461.0,2461.0,0.0,GAP<0.3%,301.8,True,False,False,
C_n080_033_a25_097,C,80,0.25,42;123;456;789;1337;2024,2029.0,2035.0,2035.0,0.2957,GAP<0.3%,902.5,False,False,False,
C_n080_033_a50_098,C,80,0.5,42;123;456;789;1337;2024,2748.0,2748.0,2748.0,0.0,GAP<0.3%,304.1,True,False,False,
C_n080_033_a75_099,C,80,0.75,42;123;456;789;1337;2024,2803.0,2803.0,2803.0,0.0,GAP<0.3%,303.8,True,False,False,
C_n080_034_a25_100,C,80,0.25,42;123;456;789;1337;2024,2268.0,2272.0,2272.0,0.1764,GAP<0.3%,601.1,False,False,False,
C_n080_034_a50_101,C,80,0.5,42;123;456;789;1337;2024,3205.0,3207.0,3207.0,0.0624,GAP<0.3%,606.0,False,False,False,
C_n080_034_a75_102,C,80,0.75,42;123;456;789;1337;2024,3425.0,3425.0,3425.0,0.0,GAP<0.3%,301.5,True,False,False,
C_n080_035_a25_103,C,80,0.25,42;123;456;789;1337;2024,1897.0,1902.0,1902.0,0.2636,GAP<0.3%,301.6,False,False,False,
C_n080_035_a50_104,C,80,0.5,42;123;456;789;1337;2024,2778.0,2782.0,2782.0,0.144,GAP<0.3%,605.8,False,False,False,
C_n080_035_a75_105,C,80,0.75,42;123;456;789;1337;2024,2934.0,2934.0,2934.0,0.0,GAP<0.3%,301.9,True,False,False,
D_n040_001_a25_001,D,40,0.25,42;123;456;789;1337;2024,715.0,715.0,715.0,0.0,UB,0.1,True,False,False,715.0
D_n040_001_a50_002,D,40,0.5,42;123;456;789;1337;2024,970.0,970.0,970.0,0.0,GAP<0.3%,300.6,True,False,False,970.0
D_n040_001_a75_003,D,40,0.75,42;123;456;789;1337;2024,1203.0,1203.0,1203.0,0.0,UB,1.1,True,False,False,1203.0
D_n040_002_a25_004,D,40,0.25,42;123;456;789;1337;2024,352.0,352.0,352.0,0.0,UB,0.0,True,False,False,352.0
D_n040_002_a50_005,D,40,0.5,42;123;456;789;1337;2024,894.0,894.0,894.0,0.0,GAP<0.3%,300.2,True,False,False,894.0
D_n040_002_a75_006,D,40,0.75,42;123;456;789;1337;2024,1137.0,1137.0,1137.0,0.0,UB,0.5,True,False,False,1137.0
D_n040_003_a25_007,D,40,0.25,42;123;456;789;1337;2024,563.0,563.0,563.0,0.0,GAP<0.3%,600.2,True,False,False,563.0
D_n040_003_a50_008,D,40,0.5,42;123;456;789;1337;2024,1023.0,1023.0,1023.0,0.0,GAP<0.3%,300.4,True,False,False,1023.0
D_n040_003_a75_009,D,40,0.75,42;123;456;789;1337;2024,1149.0,1149.0,1149.0,0.0,UB,1.2,True,False,False,1149.0
D_n040_004_a25_010,D,40,0.25,42;123;456;789;1337;2024,723.0,723.0,723.0,0.0,UB,0.0,True,False,False,723.0
D_n040_004_a50_011,D,40,0.5,42;123;456;789;1337;2024,1374.0,1374.0,1374.0,0.0,GAP<0.3%,300.8,True,False,False,1374.0
D_n040_004_a75_012,D,40,0.75,42;123;456;789;1337;2024,1537.0,1537.0,1537.0,0.0,UB,1.6,True,False,False,1537.0
D_n040_005_a25_013,D,40,0.25,42;123;456;789;1337;2024,837.0,837.0,837.0,0.0,GAP<0.3%,300.2,True,False,False,837.0
D_n040_005_a50_014,D,40,0.5,42;123;456;789;1337;2024,1351.0,1353.0,1353.0,0.148,GAP<0.3%,601.3,False,False,False,1351.0
D_n040_005_a75_015,D,40,0.75,42;123;456;789;1337;2024,1467.0,1467.0,1467.0,0.0,UB,0.9,True,False,False,1467.0
D_n045_006_a25_016,D,45,0.25,42;123;456;789;1337;2024,745.0,745.0,745.0,0.0,GAP<0.3%,300.5,True,True,False,745.0
D_n045_006_a50_017,D,45,0.5,42;123;456;789;1337;2024,1208.0,1208.0,1208.0,0.0,UB,2.2,True,True,False,1208.0
D_n045_006_a75_018,D,45,0.75,42;123;456;789;1337;2024,1245.0,1245.0,1245.0,0.0,UB,2.8,True,True,False,1245.0
D_n045_007_a25_019,D,45,0.25,42;123;456;789;1337;2024,662.0,663.0,663.0,0.1511,GAP<0.3%,300.1,False,True,False,662.0
D_n045_007_a50_020,D,45,0.5,42;123;456;789;1337;2024,1105.0,1105.0,1105.0,0.0,GAP<0.3%,900.7,True,True,False,1105.0
D_n045_007_a75_021,D,45,0.75,42;123;456;789;1337;2024,1369.0,1369.0,1369.0,0.0,UB,1.8,True,True,False,1369.0
D_n045_008_a25_022,D,45,0.25,42;123;456;789;1337;2024,953.0,953.0,953.0,0.0,GAP<0.3%,300.3,True,True,False,953.0
D_n045_008_a50_023,D,45,0.5,42;123;456;789;1337;2024,1337.0,1338.0,1338.0,0.0748,GAP<0.3%,601.9,False,True,False,1337.0
D_n045_008_a75_024,D,45,0.75,42;123;456;789;1337;2024,1483.0,1483.0,1483.0,0.0,UB,1.8,True,True,False,1483.0
D_n045_009_a25_025,D,45,0.25,42;123;456;789;1337;2024,936.0,938.0,938.0,0.2137,GAP<0.3%,600.7,False,True,False,936.0
D_n045_009_a50_026,D,45,0.5,42;123;456;789;1337;2024,1528.0,1528.0,1528.0,0.0,UB,2.2,True,True,False,1528.0
D_n045_009_a75_027,D,45,0.75,42;123;456;789;1337;2024,1651.0,1651.0,1651.0,0.0,UB,4.3,True,True,False,1651.0
D_n045_010_a25_028,D,45,0.25,42;123;456;789;1337;2024,957.0,957.0,957.0,0.0,GAP<0.3%,300.5,True,True,False,957.0
D_n045_010_a50_029,D,45,0.5,42;123;456;789;1337;2024,1462.0,1464.0,1464.0,0.1368,GAP<0.3%,602.2,False,True,False,1462.0
D_n045_010_a75_030,D,45,0.75,42;123;456;789;1337;2024,1613.0,1613.0,1613.0,0.0,UB,2.4,True,True,False,1613.0
D_n050_011_a25_031,D,50,0.25,42;123;456;789;1337;2024,952.0,952.0,952.0,0.0,GAP<0.3%,300.4,True,True,False,952.0
D_n050_011_a50_032,D,50,0.5,42;123;456;789;1337;2024,1418.0,1418.0,1418.0,0.0,UB,2.2,True,True,False,1418.0
D_n050_011_a75_033,D,50,0.75,42;123;456;789;1337;2024,1464.0,1464.0,1464.0,0.0,UB,5.3,True,True,False,1464.0
D_n050_012_a25_034,D,50,0.25,42;123;456;789;1337;2024,753.0,754.0,754.0,0.1328,GAP<0.3%,300.1,False,True,False,753.0
D_n050_012_a50_035,D,50,0.5,42;123;456;789;1337;2024,1216.0,1216.0,1216.0,0.0,GAP<0.3%,901.9,True,True,False,1216.0
D_n050_012_a75_036,D,50,0.75,42;123;456;789;1337;2024,1478.0,1478.0,1478.0,0.0,GAP<0.3%,303.3,True,True,False,1478.0
D_n050_013_a25_037,D,50,0.25,42;123;456;789;1337;2024,963.0,963.0,963.0,0.0,GAP<0.3%,300.2,True,True,False,963.0
D_n050_013_a50_038,D,50,0.5,42;123;456;789;1337;2024,1349.0,1352.0,1352.0,0.2224,GAP<0.3%,604.5,False,True,False,1349.0
D_n050_013_a75_039,D,50,0.75,42;123;456;789;1337;2024,1593.0,1593.0,1593.0,0.0,UB,4.6,True,True,False,1593.0
D_n050_014_a25_040,D,50,0.25,42;123;456;789;1337;2024,1136.0,1138.0,1138.0,0.1761,GAP<0.3%,900.6,False,True,False,1136.0
D_n050_014_a50_041,D,50,0.5,42;123;456;789;1337;2024,1809.0,1813.0,1813.0,0.2211,GAP<0.3%,603.9,False,True,False,1809.0
D_n050_014_a75_042,D,50,0.75,42;123;456;789;1337;2024,2061.0,2061.0,2061.0,0.0,UB,7.2,True,True,False,2061.0
D_n050_015_a25_043,D,50,0.25,42;123;456;789;1337;2024,968.0,969.0,969.0,0.1033,GAP<0.3%,901.0,False,True,False,968.0
D_n050_015_a50_044,D,50,0.5,42;123;456;789;1337;2024,1591.0,1591.0,1591.0,0.0,UB,2.6,True,True,False,1591.0
D_n050_015_a75_045,D,50,0.75,42;123;456;789;1337;2024,1635.0,1635.0,1635.0,0.0,UB,5.5,True,True,False,1635.0
D_n055_016_a25_046,D,55,0.25,42;123;456;789;1337;2024,984.0,985.0,985.0,0.1016,GAP<0.3%,901.5,False,True,False,984.0
D_n055_016_a50_047,D,55,0.5,42;123;456;789;1337;2024,1449.0,1449.0,1449.0,0.0,GAP<0.3%,311.8,True,True,False,1449.0
D_n055_016_a75_048,D,55,0.75,42;123;456;789;1337;2024,1491.0,1491.0,1491.0,0.0,UB,7.3,True,True,False,1491.0
D_n055_017_a25_049,D,55,0.25,42;123;456;789;1337;2024,773.0,773.0,773.0,0.0,GAP<0.3%,300.4,True,True,False,773.0
D_n055_017_a50_050,D,55,0.5,42;123;456;789;1337;2024,1337.0,1337.0,1337.0,0.0,GAP<0.3%,902.6,True,True,False,1337.0
D_n055_017_a75_051,D,55,0.75,42;123;456;789;1337;2024,1609.0,1609.0,1609.0,0.0,GAP<0.3%,308.0,True,True,False,1609.0
D_n055_018_a25_052,D,55,0.25,42;123;456;789;1337;2024,973.0,973.0,973.0,0.0,GAP<0.3%,300.5,True,True,False,973.0
D_n055_018_a50_053,D,55,0.5,42;123;456;789;1337;2024,1368.0,1370.0,1370.0,0.1462,GAP<0.3%,605.4,False,True,False,1368.0
D_n055_018_a75_054,D,55,0.75,42;123;456;789;1337;2024,1614.0,1614.0,1614.0,0.0,UB,7.0,True,True,False,1614.0
D_n055_019_a25_055,D,55,0.25,42;123;456;789;1337;2024,1147.0,1157.0,1157.0,0.8718,TIERS_EXHAUSTED,900.9,False,True,False,1147.0
D_n055_019_a50_056,D,55,0.5,42;123;456;789;1337;2024,1920.0,1925.0,1925.0,0.2604,GAP<0.3%,604.9,False,True,False,1920.0
D_n055_019_a75_057,D,55,0.75,42;123;456;789;1337;2024,2173.0,2173.0,2173.0,0.0,UB,6.2,True,True,False,2173.0
D_n055_020_a25_058,D,55,0.25,42;123;456;789;1337;2024,1157.0,1159.0,1159.0,0.1729,GAP<0.3%,901.7,False,True,False,1157.0
D_n055_020_a50_059,D,55,0.5,42;123;456;789;1337;2024,1891.0,1891.0,1891.0,0.0,GAP<0.3%,304.9,True,True,False,1891.0
D_n055_020_a75_060,D,55,0.75,42;123;456;789;1337;2024,1958.0,1958.0,1958.0,0.0,UB,2.8,True,True,False,1958.0
D_n060_021_a25_061,D,60,0.25,42;123;456;789;1337;2024,1084.0,1085.0,1085.0,0.0923,GAP<0.3%,601.8,False,True,False,1084.0
D_n060_021_a50_062,D,60,0.5,42;123;456;789;1337;2024,1646.0,1646.0,1646.0,0.0,GAP<0.3%,309.6,True,False,False,1646.0
D_n060_021_a75_063,D,60,0.75,42;123;456;789;1337;2024,1700.0,1700.0,1700.0,0.0,UB,9.5,True,False,False,1700.0
D_n060_022_a25_064,D,60,0.25,42;123;456;789;1337;2024,1083.0,1084.0,1084.0,0.0923,GAP<0.3%,901.0,False,True,False,1083.0
D_n060_022_a50_065,D,60,0.5,42;123;456;789;1337;2024,1777.0,1790.0,1790.0,0.7316,TIERS_EXHAUSTED,907.0,False,False,False,1778.0
D_n060_022_a75_066,D,60,0.75,42;123;456;789;1337;2024,1956.0,1956.0,1956.0,0.0,UB,3.6,True,False,False,1956.0
D_n060_023_a25_067,D,60,0.25,42;123;456;789;1337;2024,1263.0,1265.0,1265.0,0.1584,GAP<0.3%,601.0,False,True,False,1263.0
D_n060_023_a50_068,D,60,0.5,42;123;456;789;1337;2024,1767.0,1771.0,1771.0,0.2264,GAP<0.3%,607.2,False,False,False,1767.0
D_n060_023_a75_069,D,60,0.75,42;123;456;789;1337;2024,2015.0,2018.0,2018.0,0.1489,GAP<0.3%,314.5,False,False,True,2004.0
D_n060_024_a25_070,D,60,0.25,42;123;456;789;1337;2024,1583.0,1584.0,1584.0,0.0632,GAP<0.3%,300.6,False,True,False,1583.0
D_n060_024_a50_071,D,60,0.5,42;123;456;789;1337;2024,2249.0,2249.0,2249.0,0.0,GAP<0.3%,612.7,True,False,False,2249.0
D_n060_024_a75_072,D,60,0.75,42;123;456;789;1337;2024,2387.0,2387.0,2387.0,0.0,UB,7.2,True,False,False,2387.0
D_n060_025_a25_073,D,60,0.25,42;123;456;789;1337;2024,1559.0,1563.0,1563.0,0.2566,GAP<0.3%,603.7,False,True,False,1559.0
D_n060_025_a50_074,D,60,0.5,42;123;456;789;1337;2024,2114.0,2114.0,2114.0,0.0,GAP<0.3%,614.2,True,False,False,2114.0
D_n060_025_a75_075,D,60,0.75,42;123;456;789;1337;2024,2269.0,2269.0,2269.0,0.0,UB,9.4,True,False,False,2269.0
D_n065_026_a25_076,D,65,0.25,42;123;456;789;1337;2024,1185.0,1186.0,1186.0,0.0844,GAP<0.3%,601.3,False,False,False,
D_n065_026_a50_077,D,65,0.5,42;123;456;789;1337;2024,1848.0,1848.0,1848.0,0.0,GAP<0.3%,313.6,True,False,False,
D_n065_026_a75_078,D,65,0.75,42;123;456;789;1337;2024,1902.0,1902.0,1902.0,0.0,GAP<0.3%,316.8,True,False,False,
D_n065_027_a25_079,D,65,0.25,42;123;456;789;1337;2024,1094.0,1096.0,1096.0,0.1828,GAP<0.3%,901.6,False,False,False,
D_n065_027_a50_080,D,65,0.5,42;123;456;789;1337;2024,1788.0,1801.0,1801.0,0.7271,TIERS_EXHAUSTED,1213.7,False,False,False,
D_n065_027_a75_081,D,65,0.75,42;123;456;789;1337;2024,1984.0,1985.0,1985.0,0.0504,GAP<0.3%,313.8,False,False,False,
D_n065_028_a25_082,D,65,0.25,42;123;456;789;1337;2024,1383.0,1388.0,1388.0,0.3615,TIERS_EXHAUSTED,901.1,False,False,False,
D_n065_028_a50_083,D,65,0.5,42;123;456;789;1337;2024,1970.0,1971.0,1971.0,0.0508,GAP<0.3%,911.5,False,False,False,
D_n065_028_a75_084,D,65,0.75,42;123;456;789;1337;2024,2146.0,2146.0,2146.0,0.0,GAP<0.3%,315.4,True,False,False,
D_n065_029_a25_085,D,65,0.25,42;123;456;789;1337;2024,1663.0,1668.0,1668.0,0.3007,GAP<0.3%,900.8,False,False,False,
D_n065_029_a50_086,D,65,0.5,42;123;456;789;1337;2024,2449.0,2450.0,2450.0,0.0408,GAP<0.3%,612.9,False,False,False,
D_n065_029_a75_087,D,65,0.75,42;123;456;789;1337;2024,2598.0,2598.0,2598.0,0.0,GAP<0.3%,315.3,True,False,False,
D_n065_030_a25_088,D,65,0.25,42;123;456;789;1337;2024,1698.0,1707.0,1707.0,0.53,TIERS_EXHAUSTED,909.4,False,False,False,
D_n065_030_a50_089,D,65,0.5,42;123;456;789;1337;2024,2337.0,2350.0,2350.0,0.5563,TIERS_EXHAUSTED,926.9,False,False,False,
D_n065_030_a75_090,D,65,0.75,42;123;456;789;1337;2024,2507.0,2507.0,2507.0,0.0,GAP<0.3%,312.4,True,False,False,
D_n070_031_a25_091,D,70,0.25,42;123;456;789;1337;2024,1276.0,1276.0,1276.0,0.0,UB,2.2,True,False,False,
D_n070_031_a50_092,D,70,0.5,42;123;456;789;1337;2024,1870.0,1872.0,1872.0,0.107,GAP<0.3%,316.2,False,False,False,
D_n070_031_a75_093,D,70,0.75,42;123;456;789;1337;2024,1932.0,1934.0,1934.0,0.1035,GAP<0.3%,323.4,False,False,False,
D_n070_032_a25_094,D,70,0.25,42;123;456;789;1337;2024,1196.0,1202.0,1202.0,0.5017,TIERS_EXHAUSTED,904.4,False,False,False,
D_n070_032_a50_095,D,70,0.5,42;123;456;789;1337;2024,1908.0,1919.0,1919.0,0.5765,TIERS_EXHAUSTED,1217.6,False,False,False,
D_n070_032_a75_096,D,70,0.75,42;123;456;789;1337;2024,2098.0,2106.0,2106.0,0.3813,TIERS_EXHAUSTED,924.5,False,False,False,
D_n070_033_a25_097,D,70,0.25,42;123;456;789;1337;2024,1615.0,1618.0,1618.0,0.1858,GAP<0.3%,905.0,False,False,False,
D_n070_033_a50_098,D,70,0.5,42;123;456;789;1337;2024,2301.0,2301.0,2301.0,0.0,GAP<0.3%,313.9,True,False,False,
D_n070_033_a75_099,D,70,0.75,42;123;456;789;1337;2024,2351.0,2351.0,2351.0,0.0,GAP<0.3%,314.4,True,False,False,
D_n070_034_a25_100,D,70,0.25,42;123;456;789;1337;2024,1845.0,1845.0,1845.0,0.0,GAP<0.3%,301.5,True,False,False,
D_n070_034_a50_101,D,70,0.5,42;123;456;789;1337;2024,2738.0,2739.0,2739.0,0.0365,GAP<0.3%,320.2,False,False,False,
D_n070_034_a75_102,D,70,0.75,42;123;456;789;1337;2024,2907.0,2909.0,2909.0,0.0688,GAP<0.3%,322.9,False,False,False,
D_n070_035_a25_103,D,70,0.25,42;123;456;789;1337;2024,1701.0,1708.0,1708.0,0.4115,TIERS_EXHAUSTED,906.6,False,False,False,
D_n070_035_a50_104,D,70,0.5,42;123;456;789;1337;2024,2350.0,2368.0,2368.0,0.766,TIERS_EXHAUSTED,929.4,False,False,False,
D_n070_035_a75_105,D,70,0.75,42;123;456;789;1337;2024,2529.0,2529.0,2529.0,0.0,GAP<0.3%,321.4,True,False,False,
D_n075_036_a25_106,D,75,0.25,42;123;456;789;1337;2024,1378.0,1383.0,1383.0,0.3628,TIERS_EXHAUSTED,905.7,False,False,False,
D_n075_036_a50_107,D,75,0.5,42;123;456;789;1337;2024,2101.0,2102.0,2102.0,0.0476,GAP<0.3%,320.3,False,False,False,
D_n075_036_a75_108,D,75,0.75,42;123;456;789;1337;2024,2145.0,2147.0,2147.0,0.0932,GAP<0.3%,637.2,False,False,False,
D_n075_037_a25_109,D,75,0.25,42;123;456;789;1337;2024,1515.0,1516.0,1516.0,0.066,GAP<0.3%,906.0,False,False,False,
D_n075_037_a50_110,D,75,0.5,42;123;456;789;1337;2024,2229.0,2230.0,2230.0,0.0449,GAP<0.3%,327.1,False,False,False,
D_n075_037_a75_111,D,75,0.75,42;123;456;789;1337;2024,2337.0,2338.0,2338.0,0.0428,GAP<0.3%,316.2,False,False,False,
D_n075_038_a25_112,D,75,0.25,42;123;456;789;1337;2024,1815.0,1818.0,1818.0,0.1653,GAP<0.3%,907.5,False,False,False,
D_n075_038_a50_113,D,75,0.5,42;123;456;789;1337;2024,2522.0,2522.0,2522.0,0.0,GAP<0.3%,629.5,True,False,False,
D_n075_038_a75_114,D,75,0.75,42;123;456;789;1337;2024,2579.0,2579.0,2579.0,0.0,GAP<0.3%,320.0,True,False,False,
D_n075_039_a25_115,D,75,0.25,42;123;456;789;1337;2024,2266.0,2268.0,2268.0,0.0883,GAP<0.3%,605.3,False,False,False,
D_n075_039_a50_116,D,75,0.5,42;123;456;789;1337;2024,3071.0,3082.0,3082.0,0.3582,TIERS_EXHAUSTED,936.3,False,False,False,
D_n075_039_a75_117,D,75,0.75,42;123;456;789;1337;2024,3114.0,3114.0,3114.0,0.0,GAP<0.3%,320.7,True,False,False,
D_n075_040_a25_118,D,75,0.25,42;123;456;789;1337;2024,1820.0,1828.0,1828.0,0.4396,TIERS_EXHAUSTED,912.2,False,False,False,
D_n075_040_a50_119,D,75,0.5,42;123;456;789;1337;2024,2568.0,2585.0,2585.0,0.662,TIERS_EXHAUSTED,940.8,False,False,False,
D_n075_040_a75_120,D,75,0.75,42;123;456;789;1337;2024,2749.0,2750.0,2750.0,0.0364,GAP<0.3%,336.5,False,False,False,
D_n080_041_a25_121,D,80,0.25,42;123;456;789;1337;2024,1725.0,1727.0,1727.0,0.1159,GAP<0.3%,614.7,False,False,False,
D_n080_041_a50_122,D,80,0.5,42;123;456;789;1337;2024,2229.0,2235.0,2235.0,0.2692,GAP<0.3%,336.3,False,False,False,
D_n080_041_a75_123,D,80,0.75,42;123;456;789;1337;2024,2270.0,2271.0,2271.0,0.0441,GAP<0.3%,329.9,False,False,False,
D_n080_042_a25_124,D,80,0.25,42;123;456;789;1337;2024,1537.0,1547.0,1547.0,0.6506,TIERS_EXHAUSTED,910.5,False,False,False,
D_n080_042_a50_125,D,80,0.5,42;123;456;789;1337;2024,2378.0,2381.0,2381.0,0.1262,GAP<0.3%,337.0,False,False,False,
D_n080_042_a75_126,D,80,0.75,42;123;456;789;1337;2024,2468.0,2469.0,2469.0,0.0405,GAP<0.3%,336.1,False,False,False,
D_n080_043_a25_127,D,80,0.25,42;123;456;789;1337;2024,2006.0,2008.0,2008.0,0.0997,GAP<0.3%,910.9,False,False,False,
D_n080_043_a50_128,D,80,0.5,42;123;456;789;1337;2024,2723.0,2724.0,2724.0,0.0367,GAP<0.3%,337.7,False,False,False,
D_n080_043_a75_129,D,80,0.75,42;123;456;789;1337;2024,2800.0,2800.0,2800.0,0.0,GAP<0.3%,330.9,True,False,False,
D_n080_044_a25_130,D,80,0.25,42;123;456;789;1337;2024,2265.0,2268.0,2268.0,0.1325,GAP<0.3%,906.0,False,False,False,
D_n080_044_a50_131,D,80,0.5,42;123;456;789;1337;2024,3252.0,3272.0,3272.0,0.615,TIERS_EXHAUSTED,949.4,False,False,False,
D_n080_044_a75_132,D,80,0.75,42;123;456;789;1337;2024,3323.0,3326.0,3326.0,0.0903,GAP<0.3%,329.9,False,False,False,
D_n080_045_a25_133,D,80,0.25,42;123;456;789;1337;2024,1910.0,1923.0,1923.0,0.6806,TIERS_EXHAUSTED,1218.2,False,False,False,
D_n080_045_a50_134,D,80,0.5,42;123;456;789;1337;2024,2749.0,2771.0,2771.0,0.8003,TIERS_EXHAUSTED,941.5,False,False,False,
D_n080_045_a75_135,D,80,0.75,42;123;456;789;1337;2024,2952.0,2956.0,2956.0,0.1355,GAP<0.3%,327.8,False,False,False,
EB_n100_001_a25_001,EB,100,0.25,42;123;456;789;1337;2024,1609.0,1611.0,1611.0,0.1243,GAP<0.3%,300.3,False,True,False,1609.0
EB_n100_001_a50_002,EB,100,0.5,42;123;456;789;1337;2024,2822.0,2824.0,2824.0,0.0709,GAP<0.3%,901.6,False,True,False,2822.0
EB_n100_001_a75_003,EB,100,0.75,42;123;456;789;1337;2024,3115.0,3115.0,3115.0,0.0,UB,0.4,True,True,False,3115.0
EB_n100_002_a25_004,EB,100,0.25,42;123;456;789;1337;2024,1859.0,1863.0,1863.0,0.2152,GAP<0.3%,601.1,False,True,False,1859.0
EB_n100_002_a50_005,EB,100,0.5,42;123;456;789;1337;2024,3052.0,3053.0,3053.0,0.0328,GAP<0.3%,601.8,False,True,False,3052.0
EB_n100_002_a75_006,EB,100,0.75,42;123;456;789;1337;2024,3327.0,3327.0,3327.0,0.0,UB,0.2,True,True,False,3327.0
EB_n100_003_a25_007,EB,100,0.25,42;123;456;789;1337;2024,1616.0,1618.0,1618.0,0.1238,GAP<0.3%,600.4,False,True,False,1616.0
EB_n100_003_a50_008,EB,100,0.5,42;123;456;789;1337;2024,2947.0,2949.0,2949.0,0.0679,GAP<0.3%,601.0,False,True,False,2947.0
EB_n100_003_a75_009,EB,100,0.75,42;123;456;789;1337;2024,3277.0,3277.0,3277.0,0.0,UB,0.7,True,True,False,3277.0
EB_n100_004_a25_010,EB,100,0.25,42;123;456;789;1337;2024,2417.0,2418.0,2418.0,0.0414,GAP<0.3%,600.6,False,True,False,2417.0
EB_n100_004_a50_011,EB,100,0.5,42;123;456;789;1337;2024,3719.0,3720.0,3720.0,0.0269,GAP<0.3%,601.9,False,True,False,3719.0
EB_n100_004_a75_012,EB,100,0.75,42;123;456;789;1337;2024,4170.0,4170.0,4170.0,0.0,UB,0.5,True,True,False,4170.0
EB_n100_005_a25_013,EB,100,0.25,42;123;456;789;1337;2024,1917.0,1917.0,1917.0,0.0,GAP<0.3%,300.3,True,True,False,1917.0
EB_n100_005_a50_014,EB,100,0.5,42;123;456;789;1337;2024,3310.0,3310.0,3310.0,0.0,UB,0.3,True,True,False,3310.0
EB_n100_005_a75_015,EB,100,0.75,42;123;456;789;1337;2024,3501.0,3501.0,3501.0,0.0,UB,0.4,True,True,False,3501.0
EB_n110_006_a25_016,EB,110,0.25,42;123;456;789;1337;2024,1710.0,1711.0,1711.0,0.0585,GAP<0.3%,601.3,False,True,False,1710.0
EB_n110_006_a50_017,EB,110,0.5,42;123;456;789;1337;2024,3252.0,3259.0,3259.0,0.2153,GAP<0.3%,601.5,False,False,False,3252.0
EB_n110_006_a75_018,EB,110,0.75,42;123;456;789;1337;2024,3611.0,3611.0,3611.0,0.0,GAP<0.3%,301.7,True,True,False,3611.0
EB_n110_007_a25_019,EB,110,0.25,42;123;456;789;1337;2024,2068.0,2070.0,2070.0,0.0967,GAP<0.3%,300.1,False,True,False,2068.0
EB_n110_007_a50_020,EB,110,0.5,42;123;456;789;1337;2024,3468.0,3474.0,3474.0,0.173,GAP<0.3%,1202.1,False,False,True,3461.0
EB_n110_007_a75_021,EB,110,0.75,42;123;456;789;1337;2024,3778.0,3778.0,3778.0,0.0,UB,0.5,True,True,False,3778.0
EB_n110_008_a25_022,EB,110,0.25,42;123;456;789;1337;2024,1825.0,1829.0,1829.0,0.2192,GAP<0.3%,600.7,False,True,False,1825.0
EB_n110_008_a50_023,EB,110,0.5,42;123;456;789;1337;2024,3537.0,3538.0,3538.0,0.0283,GAP<0.3%,300.8,False,False,False,3537.0
EB_n110_008_a75_024,EB,110,0.75,42;123;456;789;1337;2024,3808.0,3808.0,3808.0,0.0,UB,0.8,True,True,False,3808.0
EB_n110_009_a25_025,EB,110,0.25,42;123;456;789;1337;2024,2697.0,2698.0,2698.0,0.0371,GAP<0.3%,300.1,False,True,False,2697.0
EB_n110_009_a50_026,EB,110,0.5,42;123;456;789;1337;2024,4219.0,4221.0,4221.0,0.0474,GAP<0.3%,901.9,False,False,False,4219.0
EB_n110_009_a75_027,EB,110,0.75,42;123;456;789;1337;2024,4693.0,4693.0,4693.0,0.0,UB,0.6,True,True,False,4693.0
EB_n110_010_a25_028,EB,110,0.25,42;123;456;789;1337;2024,2128.0,2134.0,2134.0,0.282,GAP<0.3%,900.4,False,True,False,2128.0
EB_n110_010_a50_029,EB,110,0.5,42;123;456;789;1337;2024,3639.0,3639.0,3639.0,0.0,UB,1.7,True,False,False,3639.0
EB_n110_010_a75_030,EB,110,0.75,42;123;456;789;1337;2024,3842.0,3842.0,3842.0,0.0,UB,0.9,True,True,False,3842.0
EB_n120_011_a25_031,EB,120,0.25,42;123;456;789;1337;2024,2028.0,2034.0,2034.0,0.2959,GAP<0.3%,300.4,False,True,False,2028.0
EB_n120_011_a50_032,EB,120,0.5,42;123;456;789;1337;2024,3865.0,3874.0,3874.0,0.2329,GAP<0.3%,301.6,False,False,False,3865.0
EB_n120_011_a75_033,EB,120,0.75,42;123;456;789;1337;2024,4071.0,4072.0,4072.0,0.0246,GAP<0.3%,303.0,False,False,False,4072.0
EB_n120_012_a25_034,EB,120,0.25,42;123;456;789;1337;2024,2496.0,2501.0,2501.0,0.2003,GAP<0.3%,902.5,False,True,False,2496.0
EB_n120_012_a50_035,EB,120,0.5,42;123;456;789;1337;2024,4032.0,4044.0,4044.0,0.2976,GAP<0.3%,1207.7,False,False,True,4022.0
