instance_id,family,n,budget_level,seed_set,best_primal_profit,lagrangian_upper_bound_raw,lagrangian_upper_bound_reported,certificate_gap_percent,stop_reason,runtime_seconds,proven_optimal_by_lagrangian_match,matches_bpc_optimum,improves_published_bks,published_bks
ED_n045_007_a75_021,ED,45,0.75,42;123;456;789;1337;2024,1278.0,1278.0,1278.0,0.0,UB,17.1,True,True,False,1278.0
ED_n045_008_a25_022,ED,45,0.25,42;123;456;789;1337;2024,732.0,732.0,732.0,0.0,GAP<0.3%,299.3,True,True,False,732.0
ED_n045_008_a50_023,ED,45,0.5,42;123;456;789;1337;2024,1326.0,1326.0,1326.0,0.0,GAP<0.3%,602.0,True,True,False,1326.0
ED_n045_008_a75_024,ED,45,0.75,42;123;456;789;1337;2024,1471.0,1471.0,1472.0,0.068,GAP<0.3%,301.4,False,False,False,1472.0
ED_n045_009_a25_025,ED,45,0.25,42;123;456;789;1337;2024,843.0,843.0,843.0,0.0,GAP<0.3%,599.7,True,True,False,843.0
ED_n045_009_a50_026,ED,45,0.5,42;123;456;789;1337;2024,1487.0,1488.0,1488.0,0.0672,GAP<0.3%,302.0,False,True,False,1487.0
ED_n045_009_a75_027,ED,45,0.75,42;123;456;789;1337;2024,1650.0,1650.0,1650.0,0.0,UB,4.2,True,True,False,1650.0
ED_n045_010_a25_028,ED,45,0.25,42;123;456;789;1337;2024,813.0,813.0,813.0,0.0,GAP<0.3%,300.1,True,True,False,813.0
ED_n045_010_a50_029,ED,45,0.5,42;123;456;789;1337;2024,1449.0,1449.0,1449.0,0.0,GAP<0.3%,601.7,True,True,False,1449.0
ED_n045_010_a75_030,ED,45,0.75,42;123;456;789;1337;2024,1596.0,1596.0,1596.0,0.0,UB,2.2,True,True,False,1596.0
ED_n050_011_a25_031,ED,50,0.25,42;123;456;789;1337;2024,623.0,623.0,623.0,0.0,UB,0.0,True,True,False,623.0
ED_n050_011_a50_032,ED,50,0.5,42;123;456;789;1337;2024,1306.0,1307.0,1307.0,0.0766,GAP<0.3%,302.7,False,False,False,1306.0
ED_n050_011_a75_033,ED,50,0.75,42;123;456;789;1337;2024,1464.0,1464.0,1464.0,0.0,UB,4.5,True,True,False,1464.0
ED_n050_012_a25_034,ED,50,0.25,42;123;456;789;1337;2024,354.0,354.0,354.0,0.0,UB,0.0,True,True,False,354.0
ED_n050_012_a50_035,ED,50,0.5,42;123;456;789;1337;2024,1014.0,1015.0,1015.0,0.0986,GAP<0.3%,600.9,False,False,False,1014.0
ED_n050_012_a75_036,ED,50,0.75,42;123;456;789;1337;2024,1378.0,1381.0,1381.0,0.2177,GAP<0.3%,303.6,False,True,False,1378.0
ED_n050_013_a25_037,ED,50,0.25,42;123;456;789;1337;2024,742.0,742.0,742.0,0.0,GAP<0.3%,300.1,True,True,False,742.0
ED_n050_013_a50_038,ED,50,0.5,42;123;456;789;1337;2024,1337.0,1340.0,1340.0,0.2244,GAP<0.3%,302.1,False,False,False,1337.0
ED_n050_013_a75_039,ED,50,0.75,42;123;456;789;1337;2024,1582.0,1582.0,1582.0,0.0,UB,3.8,True,True,False,1582.0
ED_n050_014_a25_040,ED,50,0.25,42;123;456;789;1337;2024,1034.0,1034.0,1034.0,0.0,UB,0.8,True,True,False,1034.0
ED_n050_014_a50_041,ED,50,0.5,42;123;456;789;1337;2024,1787.0,1797.0,1797.0,0.5596,TIERS_EXHAUSTED,1202.5,False,False,False,1787.0
ED_n050_014_a75_042,ED,50,0.75,42;123;456;789;1337;2024,2058.0,2058.0,2058.0,0.0,UB,6.2,True,True,False,2058.0
ED_n050_015_a25_043,ED,50,0.25,42;123;456;789;1337;2024,852.0,853.0,853.0,0.1174,GAP<0.3%,300.2,False,True,False,852.0
ED_n050_015_a50_044,ED,50,0.5,42;123;456;789;1337;2024,1482.0,1484.0,1484.0,0.135,GAP<0.3%,602.7,False,False,False,1482.0
ED_n050_015_a75_045,ED,50,0.75,42;123;456;789;1337;2024,1626.0,1626.0,1626.0,0.0,UB,3.9,True,True,False,1626.0
ED_n055_016_a25_046,ED,55,0.25,42;123;456;789;1337;2024,845.0,846.0,846.0,0.1183,GAP<0.3%,600.5,False,True,False,845.0
ED_n055_016_a50_047,ED,55,0.5,42;123;456;789;1337;2024,1447.0,1447.0,1447.0,0.0,UB,43.3,True,False,False,1447.0
ED_n055_016_a75_048,ED,55,0.75,42;123;456;789;1337;2024,1488.0,1488.0,1488.0,0.0,GAP<0.3%,309.3,True,False,False,1488.0
ED_n055_017_a25_049,ED,55,0.25,42;123;456;789;1337;2024,364.0,364.0,364.0,0.0,UB,0.0,True,True,False,364.0
ED_n055_017_a50_050,ED,55,0.5,42;123;456;789;1337;2024,1135.0,1136.0,1136.0,0.0881,GAP<0.3%,601.8,False,False,False,1135.0
ED_n055_017_a75_051,ED,55,0.75,42;123;456;789;1337;2024,1489.0,1490.0,1490.0,0.0672,GAP<0.3%,1208.5,False,False,False,1489.0
ED_n055_018_a25_052,ED,55,0.25,42;123;456;789;1337;2024,742.0,744.0,744.0,0.2695,GAP<0.3%,300.3,False,True,False,742.0
ED_n055_018_a50_053,ED,55,0.5,42;123;456;789;1337;2024,1348.0,1351.0,1351.0,0.2226,GAP<0.3%,304.6,False,False,False,1348.0
ED_n055_018_a75_054,ED,55,0.75,42;123;456;789;1337;2024,1601.0,1602.0,1602.0,0.0625,GAP<0.3%,308.7,False,False,False,1601.0
ED_n055_019_a25_055,ED,55,0.25,42;123;456;789;1337;2024,1036.0,1038.0,1038.0,0.1931,GAP<0.3%,300.2,False,True,False,1036.0
ED_n055_019_a50_056,ED,55,0.5,42;123;456;789;1337;2024,1897.0,1907.0,1907.0,0.5271,TIERS_EXHAUSTED,1203.5,False,False,False,1897.0
ED_n055_019_a75_057,ED,55,0.75,42;123;456;789;1337;2024,2169.0,2170.0,2170.0,0.0461,GAP<0.3%,308.1,False,False,False,2169.0
ED_n055_020_a25_058,ED,55,0.25,42;123;456;789;1337;2024,963.0,964.0,964.0,0.1038,GAP<0.3%,300.5,False,True,False,963.0
ED_n055_020_a50_059,ED,55,0.5,42;123;456;789;1337;2024,1790.0,1790.0,1790.0,0.0,GAP<0.3%,904.0,True,False,False,1790.0
ED_n055_020_a75_060,ED,55,0.75,42;123;456;789;1337;2024,1954.0,1956.0,1956.0,0.1024,GAP<0.3%,308.7,False,False,True,1946.0
ED_n060_021_a25_061,ED,60,0.25,42;123;456;789;1337;2024,846.0,846.0,846.0,0.0,GAP<0.3%,901.0,True,True,False,846.0
ED_n060_021_a50_062,ED,60,0.5,42;123;456;789;1337;2024,1637.0,1638.0,1638.0,0.0611,GAP<0.3%,306.4,False,False,False,1637.0
ED_n060_021_a75_063,ED,60,0.75,42;123;456;789;1337;2024,1698.0,1699.0,1699.0,0.0589,GAP<0.3%,609.4,False,False,True,1679.0
ED_n060_022_a25_064,ED,60,0.25,42;123;456;789;1337;2024,864.0,864.0,864.0,0.0,UB,0.2,True,True,False,864.0
ED_n060_022_a50_065,ED,60,0.5,42;123;456;789;1337;2024,1737.0,1766.0,1766.0,1.6695,TIERS_EXHAUSTED,1206.8,False,False,True,1728.0
ED_n060_022_a75_066,ED,60,0.75,42;123;456;789;1337;2024,1944.0,1954.0,1954.0,0.5144,TIERS_EXHAUSTED,1208.8,False,False,False,1944.0
ED_n060_023_a25_067,ED,60,0.25,42;123;456;789;1337;2024,1050.0,1051.0,1051.0,0.0952,GAP<0.3%,300.1,False,True,False,1050.0
ED_n060_023_a50_068,ED,60,0.5,42;123;456;789;1337;2024,1736.0,1739.0,1739.0,0.1728,GAP<0.3%,603.8,False,False,False,1736.0
ED_n060_023_a75_069,ED,60,0.75,42;123;456;789;1337;2024,2002.0,2002.0,2002.0,0.0,UB,66.2,True,False,False,2002.0
ED_n060_024_a25_070,ED,60,0.25,42;123;456;789;1337;2024,1253.0,1260.0,1260.0,0.5587,TIERS_EXHAUSTED,1201.4,False,True,False,1253.0
ED_n060_024_a50_071,ED,60,0.5,42;123;456;789;1337;2024,2138.0,2144.0,2144.0,0.2806,GAP<0.3%,609.1,False,False,False,2138.0
ED_n060_024_a75_072,ED,60,0.75,42;123;456;789;1337;2024,2383.0,2387.0,2387.0,0.1679,GAP<0.3%,319.1,False,False,True,2375.0
ED_n060_025_a25_073,ED,60,0.25,42;123;456;789;1337;2024,1346.0,1348.0,1348.0,0.1486,GAP<0.3%,601.4,False,True,False,1346.0
ED_n060_025_a50_074,ED,60,0.5,42;123;456;789;1337;2024,2014.0,2034.0,2034.0,0.993,TIERS_EXHAUSTED,1214.5,False,False,False,2014.0
ED_n060_025_a75_075,ED,60,0.75,42;123;456;789;1337;2024,2268.0,2269.0,2269.0,0.0441,GAP<0.3%,310.5,False,False,True,2139.0
ED_n065_026_a25_076,ED,65,0.25,42;123;456;789;1337;2024,858.0,859.0,859.0,0.1166,GAP<0.3%,902.0,False,False,False,858.0
ED_n065_026_a50_077,ED,65,0.5,42;123;456;789;1337;2024,1838.0,1839.0,1839.0,0.0544,GAP<0.3%,309.8,False,False,False,1838.0
ED_n065_026_a75_078,ED,65,0.75,42;123;456;789;1337;2024,1900.0,1901.0,1901.0,0.0526,GAP<0.3%,611.4,False,False,True,1699.0
ED_n065_027_a25_079,ED,65,0.25,42;123;456;789;1337;2024,874.0,874.0,874.0,0.0,UB,0.3,True,False,False,874.0
ED_n065_027_a50_080,ED,65,0.5,42;123;456;789;1337;2024,1747.0,1766.0,1766.0,1.0876,TIERS_EXHAUSTED,1205.6,False,False,False,1747.0
ED_n065_027_a75_081,ED,65,0.75,42;123;456;789;1337;2024,1972.0,1982.0,1982.0,0.5071,TIERS_EXHAUSTED,1826.9,False,False,False,1972.0
ED_n065_028_a25_082,ED,65,0.25,42;123;456;789;1337;2024,1152.0,1157.0,1157.0,0.434,TIERS_EXHAUSTED,1201.7,False,False,False,
ED_n065_028_a50_083,ED,65,0.5,42;123;456;789;1337;2024,1948.0,1950.0,1950.0,0.1027,GAP<0.3%,306.7,False,False,False,
ED_n065_028_a75_084,ED,65,0.75,42;123;456;789;1337;2024,2143.0,2147.0,2147.0,0.1867,GAP<0.3%,320.2,False,False,False,
ED_n065_029_a25_085,ED,65,0.25,42;123;456;789;1337;2024,1343.0,1351.0,1351.0,0.5957,TIERS_EXHAUSTED,1201.6,False,False,False,
ED_n065_029_a50_086,ED,65,0.5,42;123;456;789;1337;2024,2340.0,2341.0,2341.0,0.0427,GAP<0.3%,312.7,False,False,False,
ED_n065_029_a75_087,ED,65,0.75,42;123;456;789;1337;2024,2596.0,2599.0,2599.0,0.1156,GAP<0.3%,327.7,False,False,False,
ED_n065_030_a25_088,ED,65,0.25,42;123;456;789;1337;2024,1478.0,1488.0,1488.0,0.6766,TIERS_EXHAUSTED,1206.1,False,False,False,
ED_n065_030_a50_089,ED,65,0.5,42;123;456;789;1337;2024,2334.0,2340.0,2340.0,0.2571,GAP<0.3%,1228.3,False,False,False,
ED_n065_030_a75_090,ED,65,0.75,42;123;456;789;1337;2024,2496.0,2497.0,2497.0,0.0401,GAP<0.3%,616.3,False,False,False,
ED_n070_031_a25_091,ED,70,0.25,42;123;456;789;1337;2024,878.0,878.0,878.0,0.0,UB,1.2,True,False,False,
ED_n070_031_a50_092,ED,70,0.5,42;123;456;789;1337;2024,1858.0,1859.0,1859.0,0.0538,GAP<0.3%,614.8,False,False,False,
ED_n070_031_a75_093,ED,70,0.75,42;123;456;789;1337;2024,1929.0,1932.0,1932.0,0.1555,GAP<0.3%,927.8,False,False,False,
ED_n070_032_a25_094,ED,70,0.25,42;123;456;789;1337;2024,974.0,974.0,974.0,0.0,UB,0.3,True,False,False,
ED_n070_032_a50_095,ED,70,0.5,42;123;456;789;1337;2024,1867.0,1877.0,1877.0,0.5356,TIERS_EXHAUSTED,1507.5,False,False,False,
ED_n070_032_a75_096,ED,70,0.75,42;123;456;789;1337;2024,2083.0,2096.0,2096.0,0.6241,TIERS_EXHAUSTED,1228.8,False,False,False,
ED_n070_033_a25_097,ED,70,0.25,42;123;456;789;1337;2024,1483.0,1483.0,1483.0,0.0,UB,64.4,True,False,False,
ED_n070_033_a50_098,ED,70,0.5,42;123;456;789;1337;2024,2197.0,2202.0,2202.0,0.2276,GAP<0.3%,312.7,False,False,False,
ED_n070_033_a75_099,ED,70,0.75,42;123;456;789;1337;2024,2350.0,2350.0,2350.0,0.0,GAP<0.3%,618.5,True,False,False,
ED_n070_034_a25_100,ED,70,0.25,42;123;456;789;1337;2024,1445.0,1445.0,1445.0,0.0,UB,0.6,True,False,False,
ED_n070_034_a50_101,ED,70,0.5,42;123;456;789;1337;2024,2540.0,2546.0,2546.0,0.2362,GAP<0.3%,1521.2,False,False,False,
ED_n070_034_a75_102,ED,70,0.75,42;123;456;789;1337;2024,2904.0,2909.0,2909.0,0.1722,GAP<0.3%,315.3,False,False,False,
ED_n070_035_a25_103,ED,70,0.25,42;123;456;789;1337;2024,1479.0,1489.0,1489.0,0.6761,TIERS_EXHAUSTED,1207.8,False,False,False,
ED_n070_035_a50_104,ED,70,0.5,42;123;456;789;1337;2024,2347.0,2352.0,2352.0,0.213,GAP<0.3%,317.1,False,False,False,
ED_n070_035_a75_105,ED,70,0.75,42;123;456;789;1337;2024,2518.0,2519.0,2519.0,0.0397,GAP<0.3%,921.0,False,False,False,
ED_n075_036_a25_106,ED,75,0.25,42;123;456;789;1337;2024,1076.0,1077.0,1077.0,0.0929,GAP<0.3%,301.7,False,False,False,
ED_n075_036_a50_107,ED,75,0.5,42;123;456;789;1337;2024,1988.0,1989.0,1989.0,0.0503,GAP<0.3%,1536.4,False,False,False,
ED_n075_036_a75_108,ED,75,0.75,42;123;456;789;1337;2024,2141.0,2144.0,2144.0,0.1401,GAP<0.3%,622.8,False,False,False,
ED_n075_037_a25_109,ED,75,0.25,42;123;456;789;1337;2024,1273.0,1282.0,1282.0,0.707,TIERS_EXHAUSTED,1203.6,False,False,False,
ED_n075_037_a50_110,ED,75,0.5,42;123;456;789;1337;2024,2099.0,2103.0,2103.0,0.1906,GAP<0.3%,2128.5,False,False,False,
ED_n075_037_a75_111,ED,75,0.75,42;123;456;789;1337;2024,2326.0,2327.0,2327.0,0.043,GAP<0.3%,634.7,False,False,False,
ED_n075_038_a25_112,ED,75,0.25,42;123;456;789;1337;2024,1685.0,1690.0,1690.0,0.2967,GAP<0.3%,603.8,False,False,False,
ED_n075_038_a50_113,ED,75,0.5,42;123;456;789;1337;2024,2411.0,2415.0,2415.0,0.1659,GAP<0.3%,1549.8,False,False,False,
ED_n075_038_a75_114,ED,75,0.75,42;123;456;789;1337;2024,2577.0,2582.0,2582.0,0.194,GAP<0.3%,625.7,False,False,False,
ED_n075_039_a25_115,ED,75,0.25,42;123;456;789;1337;2024,1964.0,1965.0,1965.0,0.0509,GAP<0.3%,302.2,False,False,False,
ED_n075_039_a50_116,ED,75,0.5,42;123;456;789;1337;2024,3041.0,3051.0,3051.0,0.3288,TIERS_EXHAUSTED,2136.3,False,False,False,
ED_n075_039_a75_117,ED,75,0.75,42;123;456;789;1337;2024,3113.0,3115.0,3115.0,0.0642,GAP<0.3%,310.4,False,False,False,
ED_n075_040_a25_118,ED,75,0.25,42;123;456;789;1337;2024,1588.0,1595.0,1595.0,0.4408,TIERS_EXHAUSTED,1211.4,False,False,False,
ED_n075_040_a50_119,ED,75,0.5,42;123;456;789;1337;2024,2565.0,2572.0,2572.0,0.2729,GAP<0.3%,1551.7,False,False,False,
ED_n075_040_a75_120,ED,75,0.75,42;123;456;789;1337;2024,2731.0,2740.0,2740.0,0.3295,TIERS_EXHAUSTED,1246.2,False,False,False,
ED_n080_041_a25_121,ED,80,0.25,42;123;456;789;1337;2024,1504.0,1506.0,1506.0,0.133,GAP<0.3%,305.6,False,False,False,
ED_n080_041_a50_122,ED,80,0.5,42;123;456;789;1337;2024,2227.0,2232.0,2232.0,0.2245,GAP<0.3%,1540.0,False,False,False,
ED_n080_041_a75_123,ED,80,0.75,42;123;456;789;1337;2024,2269.0,2271.0,2271.0,0.0881,GAP<0.3%,1242.6,False,False,False,
ED_n080_042_a25_124,ED,80,0.25,42;123;456;789;1337;2024,1305.0,1311.0,1311.0,0.4598,TIERS_EXHAUSTED,1209.4,False,False,False,
ED_n080_042_a50_125,ED,80,0.5,42;123;456;789;1337;2024,2161.0,2165.0,2165.0,0.1851,GAP<0.3%,2449.5,False,False,False,
ED_n080_042_a75_126,ED,80,0.75,42;123;456;789;1337;2024,2457.0,2458.0,2458.0,0.0407,GAP<0.3%,953.1,False,False,False,
ED_n080_043_a25_127,ED,80,0.25,42;123;456;789;1337;2024,1785.0,1789.0,1789.0,0.2241,GAP<0.3%,304.1,False,False,False,
ED_n080_043_a50_128,ED,80,0.5,42;123;456;789;1337;2024,2628.0,2635.0,2635.0,0.2664,GAP<0.3%,634.0,False,False,False,
ED_n080_043_a75_129,ED,80,0.75,42;123;456;789;1337;2024,2797.0,2803.0,2803.0,0.2145,GAP<0.3%,337.3,False,False,False,
ED_n080_044_a25_130,ED,80,0.25,42;123;456;789;1337;2024,1965.0,1969.0,1969.0,0.2036,GAP<0.3%,1205.9,False,False,False,
ED_n080_044_a50_131,ED,80,0.5,42;123;456;789;1337;2024,3148.0,3156.0,3156.0,0.2541,GAP<0.3%,333.7,False,False,False,
ED_n080_044_a75_132,ED,80,0.75,42;123;456;789;1337;2024,3322.0,3326.0,3326.0,0.1204,GAP<0.3%,318.8,False,False,False,
ED_n080_045_a25_133,ED,80,0.25,42;123;456;789;1337;2024,1681.0,1687.0,1687.0,0.3569,TIERS_EXHAUSTED,1511.9,False,False,False,
ED_n080_045_a50_134,ED,80,0.5,42;123;456;789;1337;2024,2666.0,2674.0,2674.0,0.3001,GAP<0.3%,629.6,False,False,False,
ED_n080_045_a75_135,ED,80,0.75,42;123;456;789;1337;2024,2933.0,2942.0,2942.0,0.3069,TIERS_EXHAUSTED,1252.2,False,False,False,
