instance,family,n,alpha,group_id,bks,bpc_oa_gap_pct,bpc_n_solved,bpc_group_count,bpc_class,bpc_class_label,bpc_note,master_obj,master_cert_gap_pct,master_rt_s,master_status,alns_obj,alns_runtime_s,best_ub,final_cert_gap_pct,alns_lag_proven_optimal,beta_stop_reason,beta_phases,beta_ec_gain,beta_vs_bks,beta_status,beta_vs_master,baseline_ub,baseline_cert_gap_pct,refine_s,refined_source,selfseed_ub,selfseed_gap_pct,selfseed_refine_s
C_n050_002_a25_004,C,50,0.25,002,783,NA,NA,5,4,not_reported,outside paper coverage,783,0.153022,134.0,TIE,783.0,300.1,783,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,783,0.0000,,baseline,783,0.0000,
C_n050_002_a50_005,C,50,0.5,002,1257,NA,NA,5,4,not_reported,outside paper coverage,1257,0.023861,335.0,TIE,1257.0,0.2,1257,0.0000,True,UB,1,0,0.0,TIE,0.0,1257,0.0000,,baseline,1257,0.0000,
C_n050_002_a75_006,C,50,0.75,002,1495,NA,NA,5,4,not_reported,outside paper coverage,1495,0.0,419.0,TIE,1495.0,0.3,1495,0.0000,True,UB,1,0,0.0,TIE,0.0,1495,0.0000,,baseline,1495,0.0,
C_n050_003_a25_007,C,50,0.25,003,994,NA,NA,5,4,not_reported,outside paper coverage,994,1.86593,176.0,TIE,994.0,306.2,994,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,995,0.1005,6.1,refined,994,0.0000,
C_n050_003_a50_008,C,50,0.5,003,1362,NA,NA,5,4,not_reported,outside paper coverage,1362,0.110011,439.0,TIE,1362.0,607.3,1362,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1363,0.0734,6.2,refined,1362,0.0000,
C_n050_003_a75_009,C,50,0.75,003,1595,NA,NA,5,4,not_reported,outside paper coverage,1595,0.0,438.0,TIE,1595.0,0.6,1595,0.0000,True,UB,1,0,0.0,TIE,0.0,1595,0.0000,,baseline,1595,0.0,
C_n050_004_a25_010,C,50,0.25,004,1242,NA,NA,5,4,not_reported,outside paper coverage,1242,0.751159,124.0,TIE,1242.0,304.6,1242,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1243,0.0805,5.2,refined,1242,0.0000,
C_n050_004_a50_011,C,50,0.5,004,2016,NA,NA,5,4,not_reported,outside paper coverage,2016,0.079302,405.0,TIE,2016.0,305.6,2017,0.0496,0,GAP<0.3%,1,0,0.0,TIE,0.0,2017,0.0496,5.1,refined,2017,0.0496,
C_n050_004_a75_012,C,50,0.75,004,2062,NA,NA,5,4,not_reported,outside paper coverage,2062,0.0,462.0,TIE,2062.0,0.5,2062,0.0000,True,UB,1,0,0.0,TIE,0.0,2062,0.0000,,baseline,2062,0.0,
C_n050_005_a25_013,C,50,0.25,005,1077,NA,NA,5,4,not_reported,outside paper coverage,1077,0.498891,228.0,TIE,1077.0,306.3,1077,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1078,0.0928,6.1,refined,1077,0.0000,
C_n050_005_a50_014,C,50,0.5,005,1684,NA,NA,5,4,not_reported,outside paper coverage,1684,0.005938,437.0,TIE,1684.0,0.4,1684,0.0000,True,UB,1,0,0.0,TIE,0.0,1684,0.0000,,baseline,1684,0.0000,
C_n050_005_a75_015,C,50,0.75,005,1737,NA,NA,5,4,not_reported,outside paper coverage,1737,0.0,491.0,TIE,1737.0,0.6,1737,0.0000,True,UB,1,0,0.0,TIE,0.0,1737,0.0000,,baseline,1737,0.0,
C_n055_006_a25_016,C,55,0.25,006,975,0.0,5,5,1,optimal,,975,0.0,160.0,TIE,975.0,0.0,975,0.0000,True,UB,1,0,0.0,TIE,0.0,975,0.0000,,baseline,975,0.0,
C_n055_006_a50_017,C,55,0.5,006,1540,0.0,5,5,1,optimal,,1540,0.0,416.0,TIE,1540.0,0.4,1540,0.0000,True,UB,1,0,0.0,TIE,0.0,1540,0.0000,,baseline,1540,0.0,
C_n055_006_a75_018,C,55,0.75,006,1589,0.0,5,5,1,optimal,,1589,0.031456,514.0,TIE,1589.0,0.8,1589,0.0000,True,UB,1,0,0.0,TIE,0.0,1589,0.0000,,baseline,1589,0.0000,
C_n055_007_a25_019,C,55,0.25,007,804,0.0,5,5,1,optimal,,804,1.615272,164.0,TIE,804.0,299.2,804,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,804,0.0000,,baseline,804,0.0000,
C_n055_007_a50_020,C,55,0.5,007,1368,0.0,5,5,1,optimal,,1368,0.036536,403.0,TIE,1368.0,0.3,1368,0.0000,True,UB,1,0,0.0,TIE,0.0,1368,0.0000,,baseline,1368,0.0000,
C_n055_007_a75_021,C,55,0.75,007,1623,0.0,5,5,1,optimal,,1623,0.0,425.0,TIE,1623.0,0.8,1623,0.0000,True,UB,1,0,0.0,TIE,0.0,1623,0.0000,,baseline,1623,0.0,
C_n055_008_a25_022,C,55,0.25,008,1004,0.0,5,5,1,optimal,,1004,1.336478,228.0,TIE,1004.0,300.2,1004,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,1004,0.0000,,baseline,1004,0.0000,
C_n055_008_a50_023,C,55,0.5,008,1381,0.0,5,5,1,optimal,,1381,0.094046,481.0,TIE,1381.0,612.2,1381,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1382,0.0724,11.2,refined,1381,0.0000,
C_n055_008_a75_024,C,55,0.75,008,1617,0.0,5,5,1,optimal,,1617,0.0,454.0,TIE,1617.0,1.1,1617,0.0000,True,UB,1,0,0.0,TIE,0.0,1617,0.0000,,baseline,1617,0.0,
C_n055_009_a25_025,C,55,0.25,009,1353,0.0,5,5,1,optimal,,1353,0.770077,185.0,TIE,1353.0,306.3,1353,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1354,0.0739,6.2,refined,1353,0.0000,
C_n055_009_a50_026,C,55,0.5,009,2225,0.0,5,5,1,optimal,,2225,0.071858,418.0,TIE,2225.0,306.1,2226,0.0449,0,GAP<0.3%,1,0,0.0,TIE,0.0,2226,0.0449,5.4,refined,2226,0.0449,
C_n055_009_a75_027,C,55,0.75,009,2373,0.0,5,5,1,optimal,,2373,0.0,513.0,TIE,2373.0,0.6,2373,0.0000,True,UB,1,0,0.0,TIE,0.0,2373,0.0000,,baseline,2373,0.0,
C_n055_010_a25_028,C,55,0.25,010,1186,0.0,5,5,1,optimal,,1186,0.419815,285.0,TIE,1186.0,306.7,1186,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1187,0.0842,6.5,refined,1186,0.0000,
C_n055_010_a50_029,C,55,0.5,010,1894,0.0,5,5,1,optimal,,1894,1.179171,562.0,TIE,1894.0,601.0,1894,0.0000,True,GAP<0.3%,2,0,0.0,TIE,0.0,1894,0.0000,,baseline,1894,0.0000,
C_n055_010_a75_030,C,55,0.75,010,2048,0.0,5,5,1,optimal,,2048,0.0,493.0,TIE,2048.0,0.7,2048,0.0000,True,UB,1,0,0.0,TIE,0.0,2048,0.0000,,baseline,2048,0.0,
C_n060_011_a25_031,C,60,0.25,011,1212,0.0,5,5,1,optimal,,1212,0.696436,220.0,TIE,1212.0,311.4,1212,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1213,0.0824,11.2,refined,1212,0.0000,
C_n060_011_a50_032,C,60,0.5,011,1664,0.0,5,5,1,optimal,,1664,0.102059,542.0,TIE,1664.0,300.8,1664,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,1664,0.0000,,baseline,1664,0.0000,
C_n060_011_a75_033,C,60,0.75,011,1713,0.0,5,5,1,optimal,,1713,0.0,609.0,TIE,1713.0,0.6,1713,0.0000,True,UB,1,0,0.0,TIE,0.0,1713,0.0000,,baseline,1713,0.0,
C_n060_012_a25_034,C,60,0.25,012,1113,0.0,5,5,1,optimal,,1113,0.250941,237.0,TIE,1113.0,618.5,1113,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1115,0.1794,18.2,refined,1113,0.0000,
C_n060_012_a50_035,C,60,0.5,012,1731,0.0,5,5,1,optimal,,1731,0.023103,630.0,TIE,1731.0,0.9,1731,0.0000,True,UB,1,0,0.0,TIE,0.0,1731,0.0000,,baseline,1731,0.0000,
C_n060_012_a75_036,C,60,0.75,012,1759,0.0,5,5,1,optimal,,1759,0.0,639.0,TIE,1759.0,0.7,1759,0.0000,True,UB,1,0,0.0,TIE,0.0,1759,0.0000,,baseline,1759,0.0,
C_n060_013_a25_037,C,60,0.25,013,1294,0.0,5,5,1,optimal,,1294,0.015454,269.0,TIE,1294.0,0.1,1294,0.0000,True,UB,1,0,0.0,TIE,0.0,1294,0.0000,,baseline,1294,0.0000,
C_n060_013_a50_038,C,60,0.5,013,1784,0.0,5,5,1,optimal,,1784,0.117575,579.0,TIE,1784.0,628.8,1784,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1786,0.1120,27.2,refined,1784,0.0000,
C_n060_013_a75_039,C,60,0.75,013,2019,0.0,5,5,1,optimal,,2019,0.0,471.0,TIE,2019.0,0.7,2019,0.0000,True,UB,1,0,0.0,TIE,0.0,2019,0.0000,,baseline,2019,0.0,
C_n060_014_a25_040,C,60,0.25,014,1544,0.0,5,5,1,optimal,,1544,0.98121,223.0,TIE,1544.0,607.9,1544,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1545,0.0647,7.7,refined,1544,0.0000,
C_n060_014_a50_041,C,60,0.5,014,2341,0.0,5,5,1,optimal,,2341,0.47615,530.0,TIE,2341.0,300.8,2341,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,2341,0.0000,,baseline,2341,0.0000,
C_n060_014_a75_042,C,60,0.75,014,2476,0.0,5,5,1,optimal,,2476,0.0,844.0,TIE,2476.0,1.2,2476,0.0000,True,UB,1,0,0.0,TIE,0.0,2476,0.0000,,baseline,2476,0.0,
C_n060_015_a25_043,C,60,0.25,015,1466,0.0,5,5,1,optimal,,1466,0.63038,296.0,TIE,1466.0,306.5,1466,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1468,0.1362,6.3,refined,1466,0.0000,
C_n060_015_a50_044,C,60,0.5,015,2123,0.0,5,5,1,optimal,,2123,0.028254,585.0,TIE,2123.0,0.8,2123,0.0000,True,UB,1,0,0.0,TIE,0.0,2123,0.0000,,baseline,2123,0.0000,
C_n060_015_a75_045,C,60,0.75,015,2190,0.0,5,5,1,optimal,,2189,0.045662,387.0,GAP,2190.0,0.6,2190,0.0000,True,UB,1,0,0.0,TIE,1.0,2190,0.0000,,baseline,2190,0.0,
C_n065_016_a25_046,C,65,0.25,016,1312,0.0,5,5,1,optimal,,1312,0.538246,268.0,TIE,1312.0,319.2,1312,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1313,0.0762,18.9,refined,1312,0.0000,
C_n065_016_a50_047,C,65,0.5,016,1863,0.01,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),1863,0.075091,565.0,TIE,1863.0,301.3,1863,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,1863,0.0000,,baseline,1863,0.0000,
C_n065_016_a75_048,C,65,0.75,016,1924,0.0,5,5,1,optimal,,1923,0.051975,656.0,GAP,1924.0,1.0,1924,0.0000,True,UB,1,0,0.0,TIE,1.0,1924,0.0000,,baseline,1924,0.0,
C_n065_017_a25_049,C,65,0.25,017,1302,0.0,5,5,1,optimal,,1294,0.751649,271.0,GAP,1302.0,620.9,1302,0.0000,1,GAP<0.3%,2,0,0.0,TIE,8.0,1303,0.0767,20.6,refined,1302,0.0000,
C_n065_017_a50_050,C,65,0.5,017,1930,0.01,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),1930,0.051787,700.0,TIE,1930.0,301.6,1930,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,1930,0.0000,,baseline,1930,0.0000,
C_n065_017_a75_051,C,65,0.75,017,1971,0.0,5,5,1,optimal,,1971,0.0,534.0,TIE,1971.0,0.7,1971,0.0000,True,UB,1,0,0.0,TIE,0.0,1971,0.0000,,baseline,1971,0.0,
C_n065_018_a25_052,C,65,0.25,018,1386,0.0,5,5,1,optimal,,1386,0.0,254.0,TIE,1386.0,0.1,1386,0.0000,True,UB,1,0,0.0,TIE,0.0,1386,0.0000,,baseline,1386,0.0,13.6
C_n065_018_a50_053,C,65,0.5,018,1905,0.01,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),1905,0.17816,757.0,TIE,1905.0,633.4,1906,0.0525,0,GAP<0.3%,2,0,0.0,TIE,0.0,1908,0.1572,31.6,refined,1906,0.0525,
C_n065_018_a75_054,C,65,0.75,018,2146,0.0,5,5,1,optimal,,2146,0.0,471.0,TIE,2146.0,2.2,2146,0.0000,True,UB,1,0,0.0,TIE,0.0,2146,0.0000,,baseline,2146,0.0,
C_n065_019_a25_055,C,65,0.25,019,1864,0.0,5,5,1,optimal,,1864,1.239801,357.0,TIE,1864.0,600.3,1864,0.0000,True,GAP<0.3%,2,0,0.0,TIE,0.0,1864,0.0000,,baseline,1864,0.0000,
C_n065_019_a50_056,C,65,0.5,019,2464,0.01,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2464,0.560959,792.0,TIE,2464.0,314.1,2464,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,2465,0.0406,13.1,refined,2464,0.0000,
C_n065_019_a75_057,C,65,0.75,019,2600,0.0,5,5,1,optimal,,2600,0.0,678.0,TIE,2600.0,0.8,2600,0.0000,True,UB,1,0,0.0,TIE,0.0,2600,0.0000,,baseline,2600,0.0,
C_n065_020_a25_058,C,65,0.25,020,1566,0.0,5,5,1,optimal,,1566,0.741586,345.0,TIE,1566.0,315.5,1566,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1568,0.1276,15.1,refined,1566,0.0000,
C_n065_020_a50_059,C,65,0.5,020,2323,0.01,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2323,1.283359,722.0,TIE,2323.0,620.9,2323,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,2325,0.0860,20.0,refined,2323,0.0000,
C_n065_020_a75_060,C,65,0.75,020,2489,0.0,5,5,1,optimal,,2489,0.0,496.0,TIE,2489.0,1.5,2489,0.0000,True,UB,1,0,0.0,TIE,0.0,2489,0.0000,,baseline,2489,0.0,
C_n070_021_a25_061,C,70,0.25,021,1314,0.0,5,5,1,optimal,,1314,1.262399,262.0,TIE,1314.0,623.4,1314,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1317,0.2278,22.8,refined,1314,0.0000,
C_n070_021_a50_062,C,70,0.5,021,1964,0.08,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),1964,0.172817,767.0,TIE,1964.0,324.4,1964,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1965,0.0509,22.7,refined,1964,0.0000,
C_n070_021_a75_063,C,70,0.75,021,2035,0.0,5,5,1,optimal,,2034,0.04914,615.0,GAP,2035.0,1.6,2035,0.0000,True,UB,1,0,0.0,TIE,1.0,2035,0.0000,,baseline,2035,0.0,
C_n070_022_a25_064,C,70,0.25,022,1413,0.0,5,5,1,optimal,,1405,0.930757,297.0,GAP,1413.0,941.0,1413,0.0000,1,GAP<0.3%,3,0,0.0,TIE,8.0,1415,0.1413,40.2,refined,1413,0.0000,
C_n070_022_a50_065,C,70,0.5,022,?,0.08,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2052,1.203659,698.0,NA,2052.0,948.3,2060,0.3883,0,TIERS_EXHAUSTED,3,0,,NA,0.0,2060,0.3883,44.5,refined,2060,0.3883,
C_n070_022_a75_066,C,70,0.75,022,2102,0.0,5,5,1,optimal,,2102,0.0,675.0,TIE,2102.0,0.9,2102,0.0000,True,UB,1,0,0.0,TIE,0.0,2102,0.0000,,baseline,2102,0.0,
C_n070_023_a25_067,C,70,0.25,023,1628,0.0,5,5,1,optimal,,1628,0.324496,520.0,TIE,1628.0,929.0,1632,0.2451,0,TIERS_EXHAUSTED,3,0,0.0,TIE,0.0,1633,0.3062,27.4,refined,1632,0.2451,
C_n070_023_a50_068,C,70,0.5,023,2305,0.08,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2305,0.060701,624.0,TIE,2305.0,303.3,2305,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,2305,0.0000,,baseline,2305,0.0000,
C_n070_023_a75_069,C,70,0.75,023,2359,0.0,5,5,1,optimal,,2359,0.0,512.0,TIE,2359.0,2.6,2359,0.0000,True,UB,1,0,0.0,TIE,0.0,2359,0.0000,,baseline,2359,0.0,
C_n070_024_a25_070,C,70,0.25,024,2046,0.0,5,5,1,optimal,,2046,1.345291,406.0,TIE,2046.0,600.7,2046,0.0000,True,GAP<0.3%,2,0,0.0,TIE,0.0,2046,0.0000,,baseline,2046,0.0000,
C_n070_024_a50_071,C,70,0.5,024,2863,0.08,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2863,0.229997,616.0,TIE,2863.0,301.7,2863,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,2863,0.0000,,baseline,2863,0.0000,
C_n070_024_a75_072,C,70,0.75,024,3009,0.0,5,5,1,optimal,,3009,0.0,522.0,TIE,3009.0,1.3,3009,0.0000,True,UB,1,0,0.0,TIE,0.0,3009,0.0000,,baseline,3009,0.0,
C_n070_025_a25_073,C,70,0.25,025,1680,0.0,5,5,1,optimal,,1680,1.362142,451.0,TIE,1680.0,628.2,1680,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1681,0.0595,26.8,refined,1680,0.0000,
C_n070_025_a50_074,C,70,0.5,025,2449,0.08,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2449,1.812204,718.0,TIE,2449.0,630.1,2449,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,2451,0.0816,28.0,refined,2449,0.0000,
C_n070_025_a75_075,C,70,0.75,025,2601,0.0,5,5,1,optimal,,2601,0.0,415.0,TIE,2601.0,2.2,2601,0.0000,True,UB,1,0,0.0,TIE,0.0,2601,0.0000,,baseline,2601,0.0,
C_n075_026_a25_076,C,75,0.25,026,?,NA,NA,5,4,not_reported,outside paper coverage,1316,0.318134,189.0,NA,1316.0,943.8,1316,0.0000,1,GAP<0.3%,3,0,,NA,0.0,1317,0.0759,43.0,refined,1316,0.0000,
C_n075_026_a50_077,C,75,0.5,026,?,NA,NA,5,4,not_reported,outside paper coverage,1977,1.85176,393.0,NA,1977.0,342.3,1977,0.0000,1,GAP<0.3%,1,0,,NA,0.0,1978,0.0506,40.5,refined,1977,0.0000,
C_n075_026_a75_078,C,75,0.75,026,?,NA,NA,5,4,not_reported,outside paper coverage,2055,0.242718,1056.0,NA,2055.0,303.4,2055,0.0000,True,GAP<0.3%,1,0,,NA,0.0,2055,0.0000,,baseline,2055,0.0000,
C_n075_027_a25_079,C,75,0.25,027,?,NA,NA,5,4,not_reported,outside paper coverage,1618,0.00618,311.0,NA,1618.0,0.3,1618,0.0000,True,UB,1,0,,NA,0.0,1618,0.0000,,baseline,1618,0.0000,
C_n075_027_a50_080,C,75,0.5,027,?,NA,NA,5,4,not_reported,outside paper coverage,2184,0.99728,526.0,NA,2184.0,383.5,2185,0.0458,0,GAP<0.3%,1,0,,NA,0.0,2185,0.0458,79.5,refined,2185,0.0458,
C_n075_027_a75_081,C,75,0.75,027,?,NA,NA,5,4,not_reported,outside paper coverage,2232,0.044783,2353.0,NA,2232.0,302.8,2232,0.0000,True,GAP<0.3%,1,0,,NA,0.0,2232,0.0000,,baseline,2232,0.0000,
C_n075_028_a25_082,C,75,0.25,028,?,NA,NA,5,4,not_reported,outside paper coverage,1829,0.294374,376.0,NA,1829.0,1016.2,1833,0.2182,0,GAP<0.3%,3,0,,NA,0.0,1834,0.2726,113.5,refined,1833,0.2182,
C_n075_028_a50_083,C,75,0.5,028,?,NA,NA,5,4,not_reported,outside paper coverage,2538,0.325963,575.0,NA,2538.0,303.6,2538,0.0000,True,GAP<0.3%,1,0,,NA,0.0,2538,0.0000,,baseline,2538,0.0000,
C_n075_028_a75_084,C,75,0.75,028,?,NA,NA,5,4,not_reported,outside paper coverage,2581,0.077429,2559.0,NA,2582.0,304.3,2582,0.0000,True,GAP<0.3%,1,0,,NA,1.0,2582,0.0000,,baseline,2582,0.0000,
C_n075_029_a25_085,C,75,0.25,029,?,NA,NA,5,4,not_reported,outside paper coverage,2168,0.239278,321.0,NA,2168.0,626.5,2168,0.0000,1,GAP<0.3%,2,0,,NA,0.0,2172,0.1842,25.7,refined,2168,0.0000,
C_n075_029_a50_086,C,75,0.5,029,?,NA,NA,5,4,not_reported,outside paper coverage,3003,0.651735,554.0,NA,3004.0,330.1,3004,0.0000,1,GAP<0.3%,1,0,,NA,1.0,3013,0.2987,26.3,refined,3004,0.0000,
C_n075_029_a75_087,C,75,0.75,029,?,NA,NA,5,4,not_reported,outside paper coverage,3223,0.0,1800.0,NA,3223.0,0.7,3223,0.0000,True,UB,1,0,,NA,0.0,3223,0.0000,,baseline,3223,0.0000,
C_n075_030_a25_088,C,75,0.25,030,?,NA,NA,5,4,not_reported,outside paper coverage,1777,0.033753,251.0,NA,1777.0,0.4,1777,0.0000,True,UB,1,0,,NA,0.0,1777,0.0000,,baseline,1777,0.0000,
C_n075_030_a50_089,C,75,0.5,030,?,NA,NA,5,4,not_reported,outside paper coverage,2568,1.446828,1286.0,NA,2568.0,661.3,2568,0.0000,1,GAP<0.3%,2,0,,NA,0.0,2572,0.1555,57.8,refined,2568,0.0000,
C_n075_030_a75_090,C,75,0.75,030,?,NA,NA,5,4,not_reported,outside paper coverage,2722,0.827048,1535.0,NA,2722.0,303.8,2722,0.0000,True,GAP<0.3%,1,0,,NA,0.0,2722,0.0000,,baseline,2722,0.0000,
C_n080_031_a25_091,C,80,0.25,031,?,NA,NA,5,4,not_reported,outside paper coverage,1515,0.401026,768.0,NA,1515.0,946.6,1515,0.0000,1,GAP<0.3%,3,0,,NA,0.0,1516,0.0660,45.2,refined,1515,0.0000,
C_n080_031_a50_092,C,80,0.5,031,?,NA,NA,5,4,not_reported,outside paper coverage,2287,1.520045,563.0,NA,2287.0,347.8,2287,0.0000,1,GAP<0.3%,1,0,,NA,0.0,2288,0.0437,44.3,refined,2287,0.0000,
C_n080_031_a75_093,C,80,0.75,031,?,NA,NA,5,4,not_reported,outside paper coverage,2365,0.240435,393.0,NA,2365.0,303.1,2365,0.0000,True,GAP<0.3%,1,0,,NA,0.0,2365,0.0000,,baseline,2365,0.0000,
C_n080_032_a25_094,C,80,0.25,032,?,NA,NA,5,4,not_reported,outside paper coverage,1747,0.028612,1089.0,NA,1747.0,0.6,1747,0.0000,True,UB,1,0,,NA,0.0,1747,0.0000,,baseline,1747,0.0000,
C_n080_032_a50_095,C,80,0.5,032,?,NA,NA,5,4,not_reported,outside paper coverage,2404,1.122856,446.0,NA,2403.0,396.2,2404,0.0416,0,GAP<0.3%,1,0,,NA,-1.0,2404,0.0416,90.6,refined,2404,0.0416,
C_n080_032_a75_096,C,80,0.75,032,?,NA,NA,5,4,not_reported,outside paper coverage,2461,0.081202,256.0,NA,2461.0,301.8,2461,0.0000,True,GAP<0.3%,1,0,,NA,0.0,2461,0.0000,,baseline,2461,0.0000,
C_n080_033_a25_097,C,80,0.25,033,?,NA,NA,5,4,not_reported,outside paper coverage,2029,0.28504,1096.0,NA,2029.0,967.9,2033,0.1968,0,GAP<0.3%,3,0,,NA,0.0,2035,0.2948,65.4,refined,2033,0.1968,
C_n080_033_a50_098,C,80,0.5,033,?,NA,NA,5,4,not_reported,outside paper coverage,2748,0.506879,412.0,NA,2748.0,304.1,2748,0.0000,True,GAP<0.3%,1,0,,NA,0.0,2748,0.0000,,baseline,2748,0.0000,
C_n080_033_a75_099,C,80,0.75,033,?,NA,NA,5,4,not_reported,outside paper coverage,2803,0.035663,342.0,NA,2803.0,303.8,2803,0.0000,True,GAP<0.3%,1,0,,NA,0.0,2803,0.0000,,baseline,2803,0.0000,
C_n080_034_a25_100,C,80,0.25,034,?,NA,NA,5,4,not_reported,outside paper coverage,2268,0.206802,655.0,NA,2268.0,634.0,2268,0.0000,1,GAP<0.3%,2,0,,NA,0.0,2272,0.1761,32.9,refined,2268,0.0000,
C_n080_034_a50_101,C,80,0.5,034,?,NA,NA,5,4,not_reported,outside paper coverage,3205,0.94879,464.0,NA,3205.0,635.4,3205,0.0000,1,GAP<0.3%,2,0,,NA,0.0,3207,0.0624,29.4,refined,3205,0.0000,
C_n080_034_a75_102,C,80,0.75,034,?,NA,NA,5,4,not_reported,outside paper coverage,3425,0.029189,379.0,NA,3425.0,301.5,3426,0.0292,0,GAP<0.3%,1,0,,NA,0.0,3425,0.0000,,reverified,3426,0.0292,
C_n080_035_a25_103,C,80,0.25,035,?,NA,NA,5,4,not_reported,outside paper coverage,1897,0.100058,415.0,NA,1897.0,350.0,1898,0.0527,0,GAP<0.3%,1,0,,NA,0.0,1902,0.2629,48.4,refined,1898,0.0527,
C_n080_035_a50_104,C,80,0.5,035,?,NA,NA,5,4,not_reported,outside paper coverage,2778,1.373948,508.0,NA,2778.0,669.2,2779,0.0360,0,GAP<0.3%,2,0,,NA,0.0,2782,0.1438,63.4,refined,2779,0.0360,
C_n080_035_a75_105,C,80,0.75,035,?,NA,NA,5,4,not_reported,outside paper coverage,2934,0.767748,305.0,NA,2934.0,301.9,2934,0.0000,True,GAP<0.3%,1,0,,NA,0.0,2934,0.0000,,baseline,2934,0.0000,
D_n040_001_a25_001,D,40,0.25,001,715,NA,NA,5,4,not_reported,outside paper coverage,715,0.0,113.0,TIE,715.0,0.1,715,0.0000,True,UB,1,0,0.0,TIE,0.0,715,0.0000,,baseline,715,0.0,
D_n040_001_a50_002,D,40,0.5,001,970,NA,NA,5,4,not_reported,outside paper coverage,970,1.552827,324.0,TIE,970.0,300.6,970,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,970,0.0000,,baseline,970,0.0000,
D_n040_001_a75_003,D,40,0.75,001,1203,NA,NA,5,4,not_reported,outside paper coverage,1203,0.0,210.0,TIE,1203.0,1.1,1203,0.0000,True,UB,1,0,0.0,TIE,0.0,1203,0.0000,,baseline,1203,0.0,
D_n040_002_a25_004,D,40,0.25,002,352,NA,NA,5,4,not_reported,outside paper coverage,352,0.0,56.0,TIE,352.0,0.0,352,0.0000,True,UB,1,0,0.0,TIE,0.0,352,0.0000,,baseline,352,0.0,
D_n040_002_a50_005,D,40,0.5,002,894,NA,NA,5,4,not_reported,outside paper coverage,894,0.434347,235.0,TIE,894.0,300.2,894,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,894,0.0000,,baseline,894,0.0000,
D_n040_002_a75_006,D,40,0.75,002,1137,NA,NA,5,4,not_reported,outside paper coverage,1137,0.0,182.0,TIE,1137.0,0.5,1137,0.0000,True,UB,1,0,0.0,TIE,0.0,1137,0.0000,,baseline,1137,0.0,
D_n040_003_a25_007,D,40,0.25,003,563,NA,NA,5,4,not_reported,outside paper coverage,563,1.158708,117.0,TIE,563.0,600.2,563,0.0000,True,GAP<0.3%,2,0,0.0,TIE,0.0,563,0.0000,,baseline,563,0.0000,
