instance,family,n,alpha,group_id,bks,bpc_oa_gap_pct,bpc_n_solved,bpc_group_count,bpc_class,bpc_class_label,bpc_note,master_obj,master_cert_gap_pct,master_rt_s,master_status,alns_obj,alns_runtime_s,best_ub,final_cert_gap_pct,alns_lag_proven_optimal,beta_stop_reason,beta_phases,beta_ec_gain,beta_vs_bks,beta_status,beta_vs_master,baseline_ub,baseline_cert_gap_pct,refine_s,refined_source,selfseed_ub,selfseed_gap_pct,selfseed_refine_s
D_n075_039_a50_116,D,75,0.5,039,?,NA,NA,5,4,not_reported,outside paper coverage,3071,0.711284,2795.0,NA,3071.0,1031.3,3082,0.3569,0,TIERS_EXHAUSTED,3,0,,NA,0.0,3082,0.3569,95.0,refined,3082,0.3569,
D_n075_039_a75_117,D,75,0.75,039,?,NA,NA,5,4,not_reported,outside paper coverage,3114,0.048146,2828.0,NA,3114.0,320.7,3114,0.0000,True,GAP<0.3%,1,0,,NA,0.0,3114,0.0000,,baseline,3114,0.0000,
D_n075_040_a25_118,D,75,0.25,040,?,NA,NA,5,4,not_reported,outside paper coverage,1820,1.097707,1581.0,NA,1820.0,1448.9,1822,0.1098,0,TIERS_EXHAUSTED,3,0,,NA,0.0,1828,0.4376,536.7,refined,1822,0.1098,
D_n075_040_a50_119,D,75,0.5,040,?,NA,NA,5,4,not_reported,outside paper coverage,2568,0.876211,2838.0,NA,2568.0,1280.2,2574,0.2331,0,TIERS_EXHAUSTED,3,0,,NA,0.0,2585,0.6576,339.4,refined,2574,0.2331,
D_n075_040_a75_120,D,75,0.75,040,?,NA,NA,5,4,not_reported,outside paper coverage,2749,0.181554,2485.0,NA,2749.0,341.6,2750,0.0364,0,GAP<0.3%,1,0,,NA,0.0,2750,0.0364,5.1,refined,2750,0.0364,
D_n080_041_a25_121,D,80,0.25,041,?,NA,NA,5,4,not_reported,outside paper coverage,1725,0.086881,1675.0,NA,1725.0,1151.7,1725,0.0000,1,GAP<0.3%,2,0,,NA,0.0,1727,0.1158,537.0,refined,1725,0.0000,
D_n080_041_a50_122,D,80,0.5,041,?,NA,NA,5,4,not_reported,outside paper coverage,2231,0.923705,3921.0,NA,2229.0,936.4,2234,0.2238,0,GAP<0.3%,1,0,,NA,-2.0,2235,0.2685,600.1,refined,2234,0.2238,
D_n080_041_a75_123,D,80,0.75,041,?,NA,NA,5,4,not_reported,outside paper coverage,2269,0.482456,2110.0,NA,2270.0,930.0,2271,0.0440,0,GAP<0.3%,1,0,,NA,1.0,2271,0.0440,600.1,refined,2271,0.0440,
D_n080_042_a25_124,D,80,0.25,042,?,NA,NA,5,4,not_reported,outside paper coverage,1537,1.240121,1629.0,NA,1537.0,1283.1,1541,0.2596,0,TIERS_EXHAUSTED,3,0,,NA,0.0,1547,0.6464,372.6,refined,1541,0.2596,
D_n080_042_a50_125,D,80,0.5,042,?,NA,NA,5,4,not_reported,outside paper coverage,2378,1.784239,2521.0,NA,2378.0,743.6,2381,0.1260,0,GAP<0.3%,1,0,,NA,0.0,2381,0.1260,406.6,refined,2381,0.1260,
D_n080_042_a75_126,D,80,0.75,042,?,NA,NA,5,4,not_reported,outside paper coverage,2468,0.161812,2974.0,NA,2468.0,728.4,2469,0.0405,0,GAP<0.3%,1,0,,NA,0.0,2469,0.0405,392.3,refined,2469,0.0405,
D_n080_043_a25_127,D,80,0.25,043,?,NA,NA,5,4,not_reported,outside paper coverage,2006,0.322981,1836.0,NA,2006.0,1038.6,2006,0.0000,1,GAP<0.3%,3,0,,NA,0.0,2008,0.0996,127.7,refined,2006,0.0000,
D_n080_043_a50_128,D,80,0.5,043,?,NA,NA,5,4,not_reported,outside paper coverage,2723,1.383456,3021.0,NA,2723.0,480.1,2724,0.0367,0,GAP<0.3%,1,0,,NA,0.0,2724,0.0367,142.4,refined,2724,0.0367,
D_n080_043_a75_129,D,80,0.75,043,?,NA,NA,5,4,not_reported,outside paper coverage,2800,0.114155,2277.0,NA,2800.0,330.9,2800,0.0000,True,GAP<0.3%,1,0,,NA,0.0,2800,0.0000,,baseline,2800,0.0000,
D_n080_044_a25_130,D,80,0.25,044,?,NA,NA,5,4,not_reported,outside paper coverage,2265,0.330033,1603.0,NA,2265.0,1132.0,2266,0.0441,0,GAP<0.3%,3,0,,NA,0.0,2268,0.1323,226.0,refined,2266,0.0441,
D_n080_044_a50_131,D,80,0.5,044,?,NA,NA,5,4,not_reported,outside paper coverage,3261,0.760803,2652.0,NA,3252.0,1080.4,3271,0.5809,0,TIERS_EXHAUSTED,3,0,,NA,-9.0,3272,0.6112,131.0,refined,3271,0.5809,
D_n080_044_a75_132,D,80,0.75,044,?,NA,NA,5,4,not_reported,outside paper coverage,3325,0.054106,3001.0,NA,3323.0,517.6,3325,0.0602,0,GAP<0.3%,1,0,,NA,-2.0,3326,0.0902,187.7,refined,3325,0.0602,
D_n080_045_a25_133,D,80,0.25,045,?,NA,NA,5,4,not_reported,outside paper coverage,1910,1.200083,1564.0,NA,1910.0,1485.1,1910,0.0000,1,TIERS_EXHAUSTED,4,0,,NA,0.0,1923,0.6760,266.9,refined,1910,0.0000,
D_n080_045_a50_134,D,80,0.5,045,?,NA,NA,5,4,not_reported,outside paper coverage,2749,0.765288,2632.0,NA,2749.0,1318.0,2757,0.2902,0,TIERS_EXHAUSTED,3,0,,NA,0.0,2771,0.7939,376.5,refined,2757,0.2902,
D_n080_045_a75_135,D,80,0.75,045,?,NA,NA,5,4,not_reported,outside paper coverage,2952,0.152207,3256.0,NA,2952.0,329.3,2953,0.0339,0,GAP<0.3%,1,1,,NA,0.0,2956,0.1353,1.5,refined,2953,0.0339,
EB_n100_001_a25_001,EB,100,0.25,001,1609,0.0,5,5,1,optimal,,1609,1.258055,303.0,TIE,1609.0,377.8,1609,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1611,0.1241,77.5,refined,1609,0.0000,
EB_n100_001_a50_002,EB,100,0.5,001,2822,0.0,4,5,1,optimal,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2822,1.730682,909.0,TIE,2822.0,974.7,2822,0.0000,1,GAP<0.3%,3,0,0.0,TIE,0.0,2824,0.0708,73.1,refined,2822,0.0000,
EB_n100_001_a75_003,EB,100,0.75,001,3115,0.0,5,5,1,optimal,,3114,0.032103,783.0,GAP,3115.0,0.4,3115,0.0000,True,UB,1,0,0.0,TIE,1.0,3115,0.0000,,baseline,3115,0.0,
EB_n100_002_a25_004,EB,100,0.25,002,1859,0.0,5,5,1,optimal,,1859,0.220063,560.0,TIE,1859.0,639.7,1859,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1863,0.2147,38.6,refined,1859,0.0000,
EB_n100_002_a50_005,EB,100,0.5,002,3052,0.0,4,5,1,optimal,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),3052,1.729079,627.0,TIE,3052.0,648.8,3053,0.0328,0,GAP<0.3%,2,0,0.0,TIE,0.0,3053,0.0328,47.0,refined,3053,0.0328,
EB_n100_002_a75_006,EB,100,0.75,002,3327,0.0,5,5,1,optimal,,3327,0.0,905.0,TIE,3327.0,0.2,3327,0.0000,True,UB,1,0,0.0,TIE,0.0,3327,0.0000,,baseline,3327,0.0,
EB_n100_003_a25_007,EB,100,0.25,003,1616,0.0,5,5,1,optimal,,1616,0.172968,324.0,TIE,1616.0,626.5,1616,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1618,0.1236,26.1,refined,1616,0.0000,
EB_n100_003_a50_008,EB,100,0.5,003,2947,0.0,4,5,1,optimal,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2947,1.246565,802.0,TIE,2947.0,626.7,2948,0.0339,0,GAP<0.3%,2,0,0.0,TIE,0.0,2949,0.0678,25.7,refined,2948,0.0339,
EB_n100_003_a75_009,EB,100,0.75,003,3277,0.0,5,5,1,optimal,,3277,0.0,965.0,TIE,3277.0,0.7,3277,0.0000,True,UB,1,0,0.0,TIE,0.0,3277,0.0000,,baseline,3277,0.0,25.8
EB_n100_004_a25_010,EB,100,0.25,004,2417,0.0,5,5,1,optimal,,2417,1.855687,497.0,TIE,2417.0,616.6,2417,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,2418,0.0414,16.0,refined,2417,0.0000,
EB_n100_004_a50_011,EB,100,0.5,004,3719,0.0,4,5,1,optimal,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),3719,1.499099,644.0,TIE,3719.0,619.5,3719,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,3720,0.0269,17.6,refined,3719,0.0000,
EB_n100_004_a75_012,EB,100,0.75,004,4170,0.0,5,5,1,optimal,,4170,0.0,732.0,TIE,4170.0,0.5,4170,0.0000,True,UB,1,0,0.0,TIE,0.0,4170,0.0000,,baseline,4170,0.0,
EB_n100_005_a25_013,EB,100,0.25,005,1917,0.0,5,5,1,optimal,,1917,0.827729,362.0,TIE,1917.0,300.3,1917,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,1917,0.0000,,baseline,1917,0.0000,
EB_n100_005_a50_014,EB,100,0.5,005,3310,0.0,4,5,1,optimal,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),3310,0.003021,895.0,TIE,3310.0,0.3,3310,0.0000,True,UB,1,0,0.0,TIE,0.0,3310,0.0000,,baseline,3310,0.0000,
EB_n100_005_a75_015,EB,100,0.75,005,3501,0.0,5,5,1,optimal,,3501,0.0,890.0,TIE,3501.0,0.4,3501,0.0000,True,UB,1,0,0.0,TIE,0.0,3501,0.0000,,baseline,3501,0.0,12.8
EB_n110_006_a25_016,EB,110,0.25,006,1710,0.0,5,5,1,optimal,,1710,0.105152,296.0,TIE,1710.0,767.1,1710,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1711,0.0584,165.8,refined,1710,0.0000,
EB_n110_006_a50_017,EB,110,0.5,006,3252,0.1,2,5,2,incumbent,WARNING: bpc_n_solved=2 < group_count=5; 3 instance(s) may be Class 3 (no_incumbent),3252,1.983242,902.0,TIE,3252.0,759.6,3252,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,3259,0.2148,158.1,refined,3252,0.0000,
EB_n110_006_a75_018,EB,110,0.75,006,3611,0.0,5,5,1,optimal,,3610,0.094094,955.0,GAP,3611.0,301.7,3611,0.0000,True,GAP<0.3%,1,0,0.0,TIE,1.0,3611,0.0000,,baseline,3611,0.0000,
EB_n110_007_a25_019,EB,110,0.25,007,2068,0.0,5,5,1,optimal,,2068,0.111095,383.0,TIE,2068.0,342.6,2068,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,2070,0.0966,42.5,refined,2068,0.0000,
EB_n110_007_a50_020,EB,110,0.5,007,3461,0.1,2,5,2,incumbent,WARNING: bpc_n_solved=2 < group_count=5; 3 instance(s) may be Class 3 (no_incumbent),3461,0.377076,902.0,TIE,3468.0,1253.0,3472,0.1152,0,GAP<0.3%,4,0,7.0,BEAT,7.0,3474,0.1727,50.9,refined,3472,0.1152,
EB_n110_007_a75_021,EB,110,0.75,007,3778,0.0,5,5,1,optimal,,3778,0.0,1227.0,TIE,3778.0,0.5,3778,0.0000,True,UB,1,0,0.0,TIE,0.0,3778,0.0000,,baseline,3778,0.0,
EB_n110_008_a25_022,EB,110,0.25,008,1825,0.0,5,5,1,optimal,,1825,0.213243,357.0,TIE,1825.0,642.9,1825,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1829,0.2187,42.2,refined,1825,0.0000,
EB_n110_008_a50_023,EB,110,0.5,008,3537,0.1,2,5,2,incumbent,WARNING: bpc_n_solved=2 < group_count=5; 3 instance(s) may be Class 3 (no_incumbent),3536,0.081946,993.0,GAP,3537.0,344.8,3538,0.0283,0,GAP<0.3%,1,0,0.0,TIE,1.0,3538,0.0283,44.0,refined,3538,0.0283,
EB_n110_008_a75_024,EB,110,0.75,008,3808,0.0,5,5,1,optimal,,3808,0.0,1036.0,TIE,3808.0,0.8,3808,0.0000,True,UB,1,0,0.0,TIE,0.0,3808,0.0000,,baseline,3808,0.0,44.5
EB_n110_009_a25_025,EB,110,0.25,009,2697,0.0,5,5,1,optimal,,2697,0.044474,436.0,TIE,2697.0,329.6,2697,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,2698,0.0371,29.5,refined,2697,0.0000,
EB_n110_009_a50_026,EB,110,0.5,009,4219,0.1,2,5,2,incumbent,WARNING: bpc_n_solved=2 < group_count=5; 3 instance(s) may be Class 3 (no_incumbent),4219,1.512676,1007.0,TIE,4219.0,933.0,4220,0.0237,0,GAP<0.3%,3,0,0.0,TIE,0.0,4221,0.0474,31.1,refined,4220,0.0237,
EB_n110_009_a75_027,EB,110,0.75,009,4693,0.0,5,5,1,optimal,,4693,0.0,1039.0,TIE,4693.0,0.6,4693,0.0000,True,UB,1,0,0.0,TIE,0.0,4693,0.0000,,baseline,4693,0.0,
EB_n110_010_a25_028,EB,110,0.25,010,2128,0.0,5,5,1,optimal,,2128,1.184119,448.0,TIE,2128.0,931.2,2133,0.2344,0,GAP<0.3%,3,0,0.0,TIE,0.0,2134,0.2812,30.8,refined,2133,0.2344,
EB_n110_010_a50_029,EB,110,0.5,010,3639,0.1,2,5,2,incumbent,WARNING: bpc_n_solved=2 < group_count=5; 3 instance(s) may be Class 3 (no_incumbent),3639,0.013738,1040.0,TIE,3639.0,1.7,3639,0.0000,True,UB,1,0,0.0,TIE,0.0,3639,0.0000,,baseline,3639,0.0000,
EB_n110_010_a75_030,EB,110,0.75,010,3842,0.0,5,5,1,optimal,,3842,0.0,1110.0,TIE,3842.0,0.9,3842,0.0000,True,UB,1,0,0.0,TIE,0.0,3842,0.0000,,baseline,3842,0.0,32.5
EB_n120_011_a25_031,EB,120,0.25,011,2028,0.0,5,5,1,optimal,,2028,0.329287,387.0,TIE,2028.0,725.5,2032,0.1968,0,GAP<0.3%,1,0,0.0,TIE,0.0,2034,0.2950,425.1,refined,2032,0.1968,
EB_n120_011_a50_032,EB,120,0.5,011,3865,0.1,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),3864,0.273577,856.0,GAP,3865.0,676.7,3865,0.0000,1,GAP<0.3%,1,0,0.0,TIE,1.0,3874,0.2323,375.1,refined,3865,0.0000,
EB_n120_011_a75_033,EB,120,0.75,011,4072,0.0,5,5,1,optimal,,4071,0.04665,655.0,GAP,4071.0,660.5,4072,0.0246,0,GAP<0.3%,1,0,-1.0,GAP,0.0,4072,0.0246,357.5,refined,4072,0.0246,
EB_n120_012_a25_034,EB,120,0.25,012,2496,0.0,5,5,1,optimal,,2496,1.449046,489.0,TIE,2496.0,1077.5,2497,0.0400,0,GAP<0.3%,3,0,0.0,TIE,0.0,2501,0.1999,175.0,refined,2497,0.0400,
EB_n120_012_a50_035,EB,120,0.5,012,4022,0.1,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),4031,1.278409,1000.0,BEAT,4032.0,1393.1,4043,0.2721,0,GAP<0.3%,4,0,10.0,BEAT,1.0,4044,0.2967,185.4,refined,4043,0.2721,
EB_n120_012_a75_036,EB,120,0.75,012,4220,0.0,5,5,1,optimal,,4220,0.0,1006.0,TIE,4220.0,0.4,4220,0.0000,True,UB,1,0,0.0,TIE,0.0,4220,0.0000,,baseline,4220,0.0,
EB_n120_013_a25_037,EB,120,0.25,013,2688,0.0,5,5,1,optimal,,2688,1.686112,485.0,TIE,2688.0,974.9,2692,0.1486,0,GAP<0.3%,3,0,0.0,TIE,0.0,2693,0.1857,73.6,refined,2692,0.1486,
EB_n120_013_a50_038,EB,120,0.5,013,4040,0.1,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),4039,0.093994,1298.0,GAP,4040.0,371.4,4040,0.0000,1,GAP<0.3%,1,0,0.0,TIE,1.0,4041,0.0247,69.2,refined,4040,0.0000,
EB_n120_013_a75_039,EB,120,0.75,013,4147,0.0,5,5,1,optimal,,4147,0.002411,595.0,TIE,4147.0,0.5,4147,0.0000,True,UB,1,0,0.0,TIE,0.0,4147,0.0000,,baseline,4147,0.0000,
EB_n120_014_a25_040,EB,120,0.25,014,2707,0.0,5,5,1,optimal,,2707,0.864279,469.0,TIE,2707.0,1258.9,2717,0.3681,0,TIERS_EXHAUSTED,4,0,0.0,TIE,0.0,2721,0.5145,57.1,refined,2717,0.3681,
EB_n120_014_a50_041,EB,120,0.5,014,4549,0.1,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),4548,1.111087,742.0,GAP,4549.0,602.5,4549,0.0000,True,GAP<0.3%,2,0,0.0,TIE,1.0,4549,0.0000,,baseline,4549,0.0000,
EB_n120_014_a75_042,EB,120,0.75,014,5034,0.0,5,5,1,optimal,,5034,0.003973,573.0,TIE,5034.0,1.0,5034,0.0000,True,UB,1,0,0.0,TIE,0.0,5034,0.0000,,baseline,5034,0.0000,
EB_n120_015_a25_043,EB,120,0.25,015,2247,0.0,5,5,1,optimal,,2247,1.920559,343.0,TIE,2247.0,652.7,2247,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,2251,0.1777,52.2,refined,2247,0.0000,
EB_n120_015_a50_044,EB,120,0.5,015,?,0.1,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),3857,1.026431,672.0,NA,3857.0,952.0,3858,0.0259,0,GAP<0.3%,3,0,,NA,0.0,3858,0.0259,50.2,refined,3858,0.0259,
EB_n120_015_a75_045,EB,120,0.75,015,4268,0.0,5,5,1,optimal,,4268,0.0,740.0,TIE,4268.0,1.0,4268,0.0000,True,UB,1,0,0.0,TIE,0.0,4268,0.0000,,baseline,4268,0.0,55.5
EB_n130_016_a25_046,EB,130,0.25,016,2237,0.0,5,5,1,optimal,,2237,0.427312,290.0,TIE,2237.0,1649.5,2241,0.1785,0,GAP<0.3%,4,0,0.0,TIE,0.0,2242,0.2230,446.0,refined,2241,0.1785,
EB_n130_016_a50_047,EB,130,0.5,016,4096,0.2,2,5,2,incumbent,WARNING: bpc_n_solved=2 < group_count=5; 3 instance(s) may be Class 3 (no_incumbent),4095,0.326161,517.0,GAP,4095.0,670.8,4096,0.0244,0,GAP<0.3%,1,0,-1.0,GAP,0.0,4096,0.0244,366.3,refined,4096,0.0244,
EB_n130_016_a75_048,EB,130,0.75,016,4308,0.2,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),4329,0.241963,1667.0,BEAT,4329.0,756.6,4332,0.0693,0,GAP<0.3%,1,0,21.0,BEAT,0.0,4339,0.2305,454.4,refined,4332,0.0693,
EB_n130_017_a25_049,EB,130,0.25,017,2678,0.0,5,5,1,optimal,,2676,1.134222,276.0,GAP,2678.0,995.9,2679,0.0373,0,GAP<0.3%,2,0,0.0,TIE,2.0,2683,0.1864,393.2,refined,2679,0.0373,
EB_n130_017_a50_050,EB,130,0.5,017,4402,0.2,2,5,2,incumbent,WARNING: bpc_n_solved=2 < group_count=5; 3 instance(s) may be Class 3 (no_incumbent),4420,1.37671,704.0,BEAT,4421.0,1611.4,4443,0.4952,0,TIERS_EXHAUSTED,4,0,19.0,BEAT,1.0,4446,0.5623,401.7,refined,4443,0.4952,
EB_n130_017_a75_051,EB,130,0.75,017,4644,0.2,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),4644,0.0,2433.0,TIE,4644.0,0.7,4644,0.0000,True,UB,1,0,0.0,TIE,0.0,4644,0.0000,,baseline,4644,0.0,
EB_n130_018_a25_052,EB,130,0.25,018,3020,0.0,5,5,1,optimal,,3020,0.422052,310.0,TIE,3020.0,686.7,3024,0.1323,0,GAP<0.3%,2,0,0.0,TIE,0.0,3026,0.1983,86.0,refined,3024,0.1323,
EB_n130_018_a50_053,EB,130,0.5,018,4465,0.2,2,5,2,incumbent,WARNING: bpc_n_solved=2 < group_count=5; 3 instance(s) may be Class 3 (no_incumbent),4465,0.085034,546.0,TIE,4465.0,427.1,4466,0.0224,0,GAP<0.3%,1,0,0.0,TIE,0.0,4468,0.0671,125.2,refined,4466,0.0224,
EB_n130_018_a75_054,EB,130,0.75,018,4559,0.2,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),4577,0.152705,3410.0,BEAT,4577.0,447.6,4578,0.0218,0,GAP<0.3%,1,0,18.0,BEAT,0.0,4584,0.1527,146.0,refined,4578,0.0218,
EB_n130_019_a25_055,EB,130,0.25,019,2807,0.0,5,5,1,optimal,,2807,0.689899,266.0,TIE,2807.0,1294.4,2816,0.3196,0,TIERS_EXHAUSTED,4,0,0.0,TIE,0.0,2819,0.4257,93.1,refined,2816,0.3196,
EB_n130_019_a50_056,EB,130,0.5,019,4769,0.2,2,5,2,incumbent,WARNING: bpc_n_solved=2 < group_count=5; 3 instance(s) may be Class 3 (no_incumbent),4769,1.068354,455.0,TIE,4769.0,972.2,4769,0.0000,1,GAP<0.3%,3,0,0.0,TIE,0.0,4770,0.0210,68.7,refined,4769,0.0000,
EB_n130_019_a75_057,EB,130,0.75,019,5291,0.2,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),5291,0.169811,1695.0,TIE,5291.0,390.2,5291,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,5300,0.1698,86.8,refined,5291,0.0000,
EB_n130_020_a25_058,EB,130,0.25,020,2348,0.0,5,5,1,optimal,,2348,0.170068,223.0,TIE,2348.0,365.4,2348,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,2352,0.1701,65.2,refined,2348,0.0000,
EB_n130_020_a50_059,EB,130,0.5,020,4051,0.2,2,5,2,incumbent,WARNING: bpc_n_solved=2 < group_count=5; 3 instance(s) may be Class 3 (no_incumbent),4058,1.41153,883.0,BEAT,4058.0,965.3,4060,0.0493,0,GAP<0.3%,3,0,7.0,BEAT,0.0,4067,0.2213,62.8,refined,4060,0.0493,
EB_n130_020_a75_060,EB,130,0.75,020,4584,0.2,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),4584,0.206814,1934.0,TIE,4584.0,371.7,4584,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,4593,0.1960,70.2,refined,4584,0.0000,
EB_n140_021_a25_061,EB,140,0.25,021,2538,NA,NA,5,4,not_reported,outside paper coverage,2538,0.404191,924.0,TIE,2538.0,1703.9,2543,0.1966,0,GAP<0.3%,4,0,0.0,TIE,0.0,2544,0.2358,499.3,refined,2543,0.1966,
EB_n140_021_a50_062,EB,140,0.5,021,4493,NA,NA,5,4,not_reported,outside paper coverage,4490,1.718288,2564.0,GAP,4493.0,1314.5,4493,0.0000,1,GAP<0.3%,3,0,0.0,TIE,3.0,4505,0.2664,404.3,refined,4493,0.0000,
EB_n140_021_a75_063,EB,140,0.75,021,4834,NA,NA,5,4,not_reported,outside paper coverage,4846,0.288066,2379.0,BEAT,4847.0,755.0,4852,0.1031,0,GAP<0.3%,1,1,13.0,BEAT,1.0,4860,0.2675,448.4,refined,4852,0.1031,
EB_n140_022_a25_064,EB,140,0.25,022,2767,NA,NA,5,4,not_reported,outside paper coverage,2766,1.01986,1027.0,GAP,2767.0,1347.3,2772,0.1804,0,TIERS_EXHAUSTED,3,0,0.0,TIE,1.0,2779,0.4318,441.1,refined,2772,0.1804,
EB_n140_022_a50_065,EB,140,0.5,022,4503,NA,NA,5,4,not_reported,outside paper coverage,4898,1.75509,3926.0,BEAT,4900.0,1778.3,4922,0.4470,0,TIERS_EXHAUSTED,4,0,397.0,BEAT,2.0,4925,0.5076,566.4,refined,4922,0.4470,
EB_n140_022_a75_066,EB,140,0.75,022,5175,NA,NA,5,4,not_reported,outside paper coverage,5171,0.086948,2938.0,GAP,5175.0,0.7,5175,0.0000,True,UB,1,0,0.0,TIE,4.0,5175,0.0000,,baseline,5175,0.0000,
EB_n140_023_a25_067,EB,140,0.25,023,3339,NA,NA,5,4,not_reported,outside paper coverage,3339,1.037344,1397.0,TIE,3339.0,734.5,3340,0.0299,0,GAP<0.3%,2,0,0.0,TIE,0.0,3343,0.1197,132.4,refined,3340,0.0299,
EB_n140_023_a50_068,EB,140,0.5,023,4602,NA,NA,5,4,not_reported,outside paper coverage,4909,1.316715,2994.0,BEAT,4919.0,1102.7,4920,0.0203,0,GAP<0.3%,3,0,317.0,BEAT,10.0,4928,0.1826,197.2,refined,4920,0.0203,
EB_n140_023_a75_069,EB,140,0.75,023,5094,NA,NA,5,4,not_reported,outside paper coverage,5093,0.176401,2975.0,GAP,5093.0,560.2,5094,0.0196,0,GAP<0.3%,1,0,-1.0,GAP,0.0,5102,0.1764,256.4,refined,5094,0.0196,
EB_n140_024_a25_070,EB,140,0.25,024,3611,NA,NA,5,4,not_reported,outside paper coverage,3610,0.212842,1951.0,GAP,3611.0,400.2,3613,0.0554,0,GAP<0.3%,1,0,0.0,TIE,1.0,3617,0.1659,99.7,refined,3613,0.0554,
EB_n140_024_a50_071,EB,140,0.5,024,5034,NA,NA,5,4,not_reported,outside paper coverage,5515,0.960761,2401.0,BEAT,5525.0,737.8,5535,0.1807,0,GAP<0.3%,2,0,491.0,BEAT,10.0,5538,0.2347,133.2,refined,5535,0.1807,
EB_n140_024_a75_072,EB,140,0.75,024,5661,NA,NA,5,4,not_reported,outside paper coverage,5661,0.02649,2686.0,TIE,5661.0,417.6,5661,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,5662,0.0177,116.2,refined,5661,0.0000,
EB_n140_025_a25_073,EB,140,0.25,025,2753,NA,NA,5,4,not_reported,outside paper coverage,2753,0.02542,1428.0,TIE,2753.0,30.5,2753,0.0000,True,UB,1,0,0.0,TIE,0.0,2753,0.0000,,baseline,2753,0.0000,
EB_n140_025_a50_074,EB,140,0.5,025,?,NA,NA,5,4,not_reported,outside paper coverage,4594,0.991379,1718.0,NA,4596.0,1001.8,4605,0.1954,0,GAP<0.3%,3,0,,NA,2.0,4606,0.2171,97.4,refined,4605,0.1954,
EB_n140_025_a75_075,EB,140,0.75,025,4940,NA,NA,5,4,not_reported,outside paper coverage,4939,0.101133,1837.0,GAP,4940.0,302.4,4940,0.0000,True,GAP<0.3%,1,0,0.0,TIE,1.0,4940,0.0000,,baseline,4940,0.0000,
EB_n150_026_a25_076,EB,150,0.25,026,2550,NA,NA,5,4,not_reported,outside paper coverage,2550,0.747314,890.0,TIE,2550.0,1576.7,2554,0.1566,0,TIERS_EXHAUSTED,4,0,0.0,TIE,0.0,2560,0.3906,369.8,refined,2554,0.1566,
EB_n150_026_a50_077,EB,150,0.5,026,4811,NA,NA,5,4,not_reported,outside paper coverage,4810,1.816697,1991.0,GAP,4811.0,1322.5,4811,0.0000,1,GAP<0.3%,3,0,0.0,TIE,1.0,4822,0.2281,413.7,refined,4811,0.0000,
EB_n150_026_a75_078,EB,150,0.75,026,5009,NA,NA,5,4,not_reported,outside paper coverage,5176,0.365736,2285.0,BEAT,5175.0,1065.5,5182,0.1351,0,GAP<0.3%,2,0,166.0,BEAT,-1.0,5183,0.1544,457.9,refined,5182,0.1351,
