instance,family,mode,csv_obj,primal_obj,csv_obj_match,csv_ub,recomputed_ub,lagrangian_value,csv_gap_pct,recomputed_gap_pct,pass_primal,pass_bound,pass_ub_match,pass_gap,pass_all,note
D_n045_010_a25_028,D,rederive,957.0,957.0,match,957.0,957,957.2165,0.0,0.0,True,True,,,True,
D_n045_010_a50_029,D,rederive,1462.0,1462.0,match,1464.0,1473,1473.6846,0.1366,0.7468,True,True,,,True,
D_n045_010_a75_030,D,rederive,1613.0,1613.0,match,1613.0,1613,1613.0,0.0,0.0,True,True,,,True,
D_n050_011_a25_031,D,rederive,952.0,952.0,match,952.0,952,952.0014,0.0,0.0,True,True,,,True,
D_n050_011_a50_032,D,rederive,1418.0,1418.0,match,1418.0,1418,1418.0,0.0,0.0,True,True,,,True,
D_n050_011_a75_033,D,rederive,1464.0,1464.0,match,1464.0,1464,1464.0,0.0,0.0,True,True,,,True,
D_n050_012_a25_034,D,rederive,753.0,753.0,match,754.0,753,753.3617,0.1326,0.0,True,True,,,True,
D_n050_012_a50_035,D,rederive,1216.0,1216.0,match,1216.0,1235,1235.1484,0.0,1.5385,True,True,,,True,
D_n050_012_a75_036,D,rederive,1478.0,1478.0,match,1478.0,1478,1478.665,0.0,0.0,True,True,,,True,
D_n050_013_a25_037,D,rederive,963.0,963.0,match,963.0,963,963.2701,0.0,0.0,True,True,,,True,
D_n050_013_a50_038,D,rederive,1349.0,1349.0,match,1352.0,1356,1356.718,0.2219,0.5162,True,True,,,True,
D_n050_013_a75_039,D,rederive,1593.0,1593.0,match,1593.0,1593,1593.0,0.0,0.0,True,True,,,True,
D_n050_014_a25_040,D,rederive,1136.0,1136.0,match,1138.0,1154,1154.7958,0.1757,1.5598,True,True,,,True,
D_n050_014_a50_041,D,rederive,1809.0,1809.0,match,1813.0,1818,1818.895,0.2206,0.495,True,True,,,True,
D_n050_014_a75_042,D,rederive,2061.0,2061.0,match,2061.0,2061,2061.0,0.0,0.0,True,True,,,True,
D_n050_015_a25_043,D,rederive,968.0,968.0,match,969.0,976,976.3224,0.1032,0.8197,True,True,,,True,
D_n050_015_a50_044,D,rederive,1591.0,1591.0,match,1591.0,1591,1591.0,0.0,0.0,True,True,,,True,
D_n050_015_a75_045,D,rederive,1635.0,1635.0,match,1635.0,1635,1635.0,0.0,0.0,True,True,,,True,
D_n055_016_a25_046,D,rederive,984.0,984.0,match,985.0,988,988.95,0.1015,0.4049,True,True,,,True,
D_n055_016_a50_047,D,rederive,1449.0,1449.0,match,1449.0,1449,1449.3709,0.0,0.0,True,True,,,True,
D_n055_016_a75_048,D,rederive,1491.0,1491.0,match,1491.0,1491,1491.0,0.0,0.0,True,True,,,True,
D_n055_017_a25_049,D,rederive,773.0,773.0,match,773.0,773,773.233,0.0,0.0,True,True,,,True,
D_n055_017_a50_050,D,rederive,1337.0,1337.0,match,1337.0,1356,1356.3871,0.0,1.4012,True,True,,,True,
D_n055_017_a75_051,D,rederive,1609.0,1609.0,match,1609.0,1609,1609.6697,0.0,0.0,True,True,,,True,
D_n055_018_a25_052,D,rederive,973.0,973.0,match,973.0,973,973.4612,0.0,0.0,True,True,,,True,
D_n055_018_a50_053,D,rederive,1368.0,1368.0,match,1370.0,1373,1373.5674,0.146,0.3642,True,True,,,True,
D_n055_018_a75_054,D,rederive,1614.0,1614.0,match,1614.0,1614,1614.0001,0.0,0.0,True,True,,,True,
D_n055_019_a25_055,D,rederive,1147.0,1147.0,match,1157.0,1171,1171.6693,0.8643,2.0495,True,True,,,True,
D_n055_019_a50_056,D,rederive,1920.0,1920.0,match,1925.0,1934,1934.348,0.2597,0.7239,True,True,,,True,
D_n055_019_a75_057,D,rederive,2173.0,2173.0,match,2173.0,2173,2173.0,0.0,0.0,True,True,,,True,
D_n055_020_a25_058,D,rederive,1157.0,1157.0,match,1159.0,1169,1169.152,0.1726,1.0265,True,True,,,True,
D_n055_020_a50_059,D,rederive,1891.0,1891.0,match,1891.0,1891,1891.2914,0.0,0.0,True,True,,,True,
D_n055_020_a75_060,D,rederive,1958.0,1958.0,match,1958.0,1957,1958.0,0.0,-0.0511,True,True,,,True,
D_n060_021_a25_061,D,rederive,1084.0,1084.0,match,1085.0,1086,1086.5936,0.0922,0.1842,True,True,,,True,
D_n060_021_a50_062,D,rederive,1646.0,1646.0,match,1646.0,1646,1646.5129,0.0,0.0,True,True,,,True,
D_n060_021_a75_063,D,rederive,1700.0,1700.0,match,1700.0,1700,1700.0243,0.0,0.0,True,True,,,True,
D_n060_022_a25_064,D,rederive,1083.0,1083.0,match,1084.0,1100,1100.7907,0.0923,1.5455,True,True,,,True,
D_n060_022_a50_065,D,rederive,1777.0,1777.0,match,1790.0,1795,1795.307,0.7263,1.0028,True,True,,,True,
D_n060_022_a75_066,D,rederive,1956.0,1956.0,match,1956.0,1956,1956.0,0.0,0.0,True,True,,,True,
D_n060_023_a25_067,D,rederive,1263.0,1263.0,match,1265.0,1268,1268.7784,0.1581,0.3943,True,True,,,True,
D_n060_023_a50_068,D,rederive,1767.0,1767.0,match,1771.0,1776,1776.5102,0.2259,0.5068,True,True,,,True,
D_n060_023_a75_069,D,rederive,2015.0,2015.0,match,2018.0,2016,2016.054,0.1487,0.0496,True,True,,,True,
D_n060_024_a25_070,D,rederive,1583.0,1583.0,match,1584.0,1583,1583.2275,0.0631,0.0,True,True,,,True,
D_n060_024_a50_071,D,rederive,2249.0,2249.0,match,2249.0,2252,2252.8892,0.0,0.1332,True,True,,,True,
D_n060_024_a75_072,D,rederive,2387.0,2387.0,match,2387.0,2387,2387.0,0.0,0.0,True,True,,,True,
D_n060_025_a25_073,D,rederive,1559.0,1559.0,match,1563.0,1566,1566.0359,0.2559,0.447,True,True,,,True,
D_n060_025_a50_074,D,rederive,2114.0,2114.0,match,2114.0,2117,2117.4136,0.0,0.1417,True,True,,,True,
D_n060_025_a75_075,D,rederive,2269.0,2269.0,match,2269.0,2269,2269.0,0.0,0.0,True,True,,,True,
D_n065_026_a25_076,D,rederive,1185.0,1185.0,match,1186.0,1188,1188.1748,0.0843,0.2525,True,True,,,True,
D_n065_026_a50_077,D,rederive,1848.0,1848.0,match,1848.0,1848,1848.5695,0.0,0.0,True,True,,,True,
D_n065_026_a75_078,D,rederive,1902.0,1902.0,match,1902.0,1902,1902.044,0.0,0.0,True,True,,,True,
D_n065_027_a25_079,D,rederive,1094.0,1094.0,match,1096.0,1113,1113.1224,0.1825,1.7071,True,True,,,True,
D_n065_027_a50_080,D,rederive,1788.0,1788.0,match,1801.0,1809,1809.7881,0.7218,1.1609,True,True,,,True,
D_n065_027_a75_081,D,rederive,1984.0,1984.0,match,1985.0,1985,1985.1495,0.0504,0.0504,True,True,,,True,
D_n065_028_a25_082,D,rederive,1383.0,1383.0,match,1388.0,1390,1390.0912,0.3602,0.5036,True,True,,,True,
D_n065_028_a50_083,D,rederive,1970.0,1970.0,match,1971.0,1987,1987.1361,0.0507,0.8556,True,True,,,True,
D_n065_028_a75_084,D,rederive,2146.0,2146.0,match,2146.0,2146,2147.0,0.0,0.0,True,True,,,True,
D_n065_029_a25_085,D,rederive,1663.0,1663.0,match,1668.0,1682,1682.8189,0.2998,1.1296,True,True,,,True,
D_n065_029_a50_086,D,rederive,2449.0,2449.0,match,2450.0,2453,2453.1886,0.0408,0.1631,True,True,,,True,
D_n065_029_a75_087,D,rederive,2598.0,2598.0,match,2598.0,2598,2598.0,0.0,0.0,True,True,,,True,
D_n065_030_a25_088,D,rederive,1698.0,1698.0,match,1707.0,1722,1722.6113,0.5272,1.3937,True,True,,,True,
D_n065_030_a50_089,D,rederive,2337.0,2337.0,match,2350.0,2374,2374.3198,0.5532,1.5586,True,True,,,True,
D_n065_030_a75_090,D,rederive,2507.0,2507.0,match,2507.0,2507,2507.0,0.0,0.0,True,True,,,True,
D_n070_031_a25_091,D,rederive,1276.0,1276.0,match,1276.0,1281,1281.2652,0.0,0.3903,True,True,,,True,
D_n070_031_a50_092,D,rederive,1870.0,1870.0,match,1872.0,1872,1872.0296,0.1068,0.1068,True,True,,,True,
D_n070_031_a75_093,D,rederive,1932.0,1932.0,match,1934.0,1934,1934.22,0.1034,0.1034,True,True,,,True,
D_n070_032_a25_094,D,rederive,1196.0,1196.0,match,1202.0,1222,1222.8389,0.4992,2.1277,True,True,,,True,
D_n070_032_a50_095,D,rederive,1908.0,1908.0,match,1919.0,1926,1926.2126,0.5732,0.9346,True,True,,,True,
D_n070_032_a75_096,D,rederive,2098.0,2098.0,match,2106.0,2106,2106.5798,0.3799,0.3799,True,True,,,True,
D_n070_033_a25_097,D,rederive,1615.0,1615.0,match,1618.0,1629,1629.4014,0.1854,0.8594,True,True,,,True,
D_n070_033_a50_098,D,rederive,2301.0,2301.0,match,2301.0,2301,2301.0106,0.0,0.0,True,True,,,True,
D_n070_033_a75_099,D,rederive,2351.0,2351.0,match,2351.0,2351,2351.0524,0.0,0.0,True,True,,,True,
D_n070_034_a25_100,D,rederive,1845.0,1845.0,match,1845.0,1845,1845.0058,0.0,0.0,True,True,,,True,
D_n070_034_a50_101,D,rederive,2738.0,2738.0,match,2739.0,2739,2739.4541,0.0365,0.0365,True,True,,,True,
D_n070_034_a75_102,D,rederive,2907.0,2907.0,match,2909.0,2909,2909.1371,0.0688,0.0688,True,True,,,True,
D_n070_035_a25_103,D,rederive,1701.0,1701.0,match,1708.0,1728,1728.424,0.4098,1.5625,True,True,,,True,
D_n070_035_a50_104,D,rederive,2350.0,2350.0,match,2368.0,2392,2392.1119,0.7601,1.7559,True,True,,,True,
D_n070_035_a75_105,D,rederive,2529.0,2529.0,match,2529.0,2529,2530.0,0.0,0.0,True,True,,,True,
D_n075_036_a25_106,D,rederive,1378.0,1378.0,match,1383.0,1403,1403.4246,0.3615,1.7819,True,True,,,True,
D_n075_036_a50_107,D,rederive,2101.0,2101.0,match,2102.0,2102,2102.1809,0.0476,0.0476,True,True,,,True,
D_n075_036_a75_108,D,rederive,2145.0,2145.0,match,2147.0,2147,2147.4251,0.0932,0.0932,True,True,,,True,
D_n075_037_a25_109,D,rederive,1515.0,1515.0,match,1516.0,1528,1528.7274,0.066,0.8508,True,True,,,True,
D_n075_037_a50_110,D,rederive,2229.0,2229.0,match,2230.0,2230,2230.2991,0.0448,0.0448,True,True,,,True,
D_n075_037_a75_111,D,rederive,2337.0,2337.0,match,2338.0,2338,2338.1333,0.0428,0.0428,True,True,,,True,
D_n075_038_a25_112,D,rederive,1815.0,1815.0,match,1818.0,1832,1832.1944,0.165,0.9279,True,True,,,True,
D_n075_038_a50_113,D,rederive,2522.0,2522.0,match,2522.0,2522,2522.0522,0.0,0.0,True,True,,,True,
D_n075_038_a75_114,D,rederive,2579.0,2579.0,match,2579.0,2579,2579.0,0.0,0.0,True,True,,,True,
D_n075_039_a25_115,D,rederive,2266.0,2266.0,match,2268.0,2271,2271.4488,0.0882,0.2202,True,True,,,True,
D_n075_039_a50_116,D,rederive,3071.0,3071.0,match,3082.0,3082,3082.3413,0.3569,0.3569,True,True,,,True,
D_n075_039_a75_117,D,rederive,3114.0,3114.0,match,3114.0,3114,3114.0,0.0,0.0,True,True,,,True,
D_n075_040_a25_118,D,rederive,1820.0,1820.0,match,1828.0,1848,1848.0903,0.4376,1.5152,True,True,,,True,
D_n075_040_a50_119,D,rederive,2568.0,2568.0,match,2585.0,2607,2607.8902,0.6576,1.496,True,True,,,True,
D_n075_040_a75_120,D,rederive,2749.0,2749.0,match,2750.0,2750,2751.0,0.0364,0.0364,True,True,,,True,
D_n080_041_a25_121,D,rederive,1725.0,1725.0,match,1727.0,1734,1734.859,0.1158,0.519,True,True,,,True,
D_n080_041_a50_122,D,rederive,2229.0,2229.0,match,2235.0,2235,2235.3299,0.2685,0.2685,True,True,,,True,
D_n080_041_a75_123,D,rederive,2270.0,2270.0,match,2271.0,2271,2271.4016,0.044,0.044,True,True,,,True,
D_n080_042_a25_124,D,rederive,1537.0,1537.0,match,1547.0,1569,1569.7033,0.6464,2.0395,True,True,,,True,
D_n080_042_a50_125,D,rederive,2378.0,2378.0,match,2381.0,2381,2381.5167,0.126,0.126,True,True,,,True,
D_n080_042_a75_126,D,rederive,2468.0,2468.0,match,2469.0,2469,2469.0695,0.0405,0.0405,True,True,,,True,
D_n080_043_a25_127,D,rederive,2006.0,2006.0,match,2008.0,2019,2019.4953,0.0996,0.6439,True,True,,,True,
D_n080_043_a50_128,D,rederive,2723.0,2723.0,match,2724.0,2724,2724.4471,0.0367,0.0367,True,True,,,True,
D_n080_043_a75_129,D,rederive,2800.0,2800.0,match,2800.0,2800,2800.0,0.0,0.0,True,True,,,True,
D_n080_044_a25_130,D,rederive,2265.0,2265.0,match,2268.0,2276,2276.303,0.1323,0.4833,True,True,,,True,
D_n080_044_a50_131,D,rederive,3252.0,3252.0,match,3272.0,3273,3273.1337,0.6112,0.6416,True,True,,,True,
D_n080_044_a75_132,D,rederive,3323.0,3323.0,match,3326.0,3325,3325.4852,0.0902,0.0602,True,True,,,True,
D_n080_045_a25_133,D,rederive,1910.0,1910.0,match,1923.0,1939,1939.32,0.676,1.4956,True,True,,,True,
D_n080_045_a50_134,D,rederive,2749.0,2749.0,match,2771.0,2791,2791.6644,0.7939,1.5048,True,True,,,True,
D_n080_045_a75_135,D,rederive,2952.0,2952.0,match,2956.0,2953,2953.0,0.1353,0.0339,True,True,,,True,
EB_n100_001_a25_001,EB,rederive,1609.0,1609.0,match,1611.0,1610,1610.3235,0.1241,0.0621,True,True,,,True,
EB_n100_001_a50_002,EB,rederive,2822.0,2822.0,match,2824.0,2843,2843.8217,0.0708,0.7387,True,True,,,True,
EB_n100_001_a75_003,EB,rederive,3115.0,3115.0,match,3115.0,3115,3115.0,0.0,0.0,True,True,,,True,
EB_n100_002_a25_004,EB,rederive,1859.0,1859.0,match,1863.0,1868,1868.1155,0.2147,0.4818,True,True,,,True,
EB_n100_002_a50_005,EB,rederive,3052.0,3052.0,match,3053.0,3057,3057.962,0.0328,0.1636,True,True,,,True,
EB_n100_002_a75_006,EB,rederive,3327.0,3327.0,match,3327.0,3327,3327.0,0.0,0.0,True,True,,,True,
EB_n100_003_a25_007,EB,rederive,1616.0,1616.0,match,1618.0,1620,1620.8669,0.1236,0.2469,True,True,,,True,
EB_n100_003_a50_008,EB,rederive,2947.0,2947.0,match,2949.0,2951,2951.7795,0.0678,0.1355,True,True,,,True,
EB_n100_003_a75_009,EB,rederive,3277.0,3277.0,match,3277.0,3277,3277.0002,0.0,0.0,True,True,,,True,
EB_n100_004_a25_010,EB,rederive,2417.0,2417.0,match,2418.0,2424,2424.7228,0.0414,0.2888,True,True,,,True,
EB_n100_004_a50_011,EB,rederive,3719.0,3719.0,match,3720.0,3725,3725.7293,0.0269,0.1611,True,True,,,True,
EB_n100_004_a75_012,EB,rederive,4170.0,4170.0,match,4170.0,4170,4170.0002,0.0,0.0,True,True,,,True,
EB_n100_005_a25_013,EB,rederive,1917.0,1917.0,match,1917.0,1917,1917.0138,0.0,0.0,True,True,,,True,
EB_n100_005_a50_014,EB,rederive,3310.0,3310.0,match,3310.0,3310,3310.0001,0.0,0.0,True,True,,,True,
EB_n100_005_a75_015,EB,rederive,3501.0,3501.0,match,3501.0,3501,3501.0,0.0,0.0,True,True,,,True,
EB_n110_006_a25_016,EB,rederive,1710.0,1710.0,match,1711.0,1714,1714.4497,0.0584,0.2334,True,True,,,True,
EB_n110_006_a50_017,EB,rederive,3252.0,3252.0,match,3259.0,3271,3271.1911,0.2148,0.5809,True,True,,,True,
EB_n110_006_a75_018,EB,rederive,3611.0,3611.0,match,3611.0,3611,3611.308,0.0,0.0,True,True,,,True,
EB_n110_007_a25_019,EB,rederive,2068.0,2068.0,match,2070.0,2075,2075.0285,0.0966,0.3373,True,True,,,True,
EB_n110_007_a50_020,EB,rederive,3468.0,3468.0,match,3474.0,3479,3479.5264,0.1727,0.3162,True,True,,,True,
EB_n110_007_a75_021,EB,rederive,3778.0,3778.0,match,3778.0,3778,3778.0,0.0,0.0,True,True,,,True,
EB_n110_008_a25_022,EB,rederive,1825.0,1825.0,match,1829.0,1832,1832.0402,0.2187,0.3821,True,True,,,True,
EB_n110_008_a50_023,EB,rederive,3537.0,3537.0,match,3538.0,3538,3538.1919,0.0283,0.0283,True,True,,,True,
EB_n110_008_a75_024,EB,rederive,3808.0,3808.0,match,3808.0,3808,3808.0,0.0,0.0,True,True,,,True,
EB_n110_009_a25_025,EB,rederive,2697.0,2697.0,match,2698.0,2701,2701.241,0.0371,0.1481,True,True,,,True,
EB_n110_009_a50_026,EB,rederive,4219.0,4219.0,match,4221.0,4226,4226.5101,0.0474,0.1656,True,True,,,True,
EB_n110_009_a75_027,EB,rederive,4693.0,4693.0,match,4693.0,4693,4693.0,0.0,0.0,True,True,,,True,
EB_n110_010_a25_028,EB,rederive,2128.0,2128.0,match,2134.0,2134,2134.3339,0.2812,0.2812,True,True,,,True,
EB_n110_010_a50_029,EB,rederive,3639.0,3639.0,match,3639.0,3639,3639.0097,0.0,0.0,True,True,,,True,
EB_n110_010_a75_030,EB,rederive,3842.0,3842.0,match,3842.0,3842,3842.0,0.0,0.0,True,True,,,True,
EB_n120_011_a25_031,EB,rederive,2028.0,2028.0,match,2034.0,2038,2038.7087,0.295,0.4907,True,True,,,True,
EB_n120_011_a50_032,EB,rederive,3865.0,3865.0,match,3874.0,3865,3865.0222,0.2323,0.0,True,True,,,True,
EB_n120_011_a75_033,EB,rederive,4071.0,4071.0,match,4072.0,4072,4072.1696,0.0246,0.0246,True,True,,,True,
EB_n120_012_a25_034,EB,rederive,2496.0,2496.0,match,2501.0,2504,2504.2671,0.1999,0.3195,True,True,,,True,
EB_n120_012_a50_035,EB,rederive,4032.0,4032.0,match,4044.0,4045,4045.1445,0.2967,0.3214,True,True,,,True,
EB_n120_012_a75_036,EB,rederive,4220.0,4220.0,match,4220.0,4220,4220.0,0.0,0.0,True,True,,,True,
EB_n120_013_a25_037,EB,rederive,2688.0,2688.0,match,2693.0,2695,2695.7475,0.1857,0.2597,True,True,,,True,
EB_n120_013_a50_038,EB,rederive,4040.0,4040.0,match,4041.0,4040,4040.5496,0.0247,0.0,True,True,,,True,
EB_n120_013_a75_039,EB,rederive,4147.0,4147.0,match,4147.0,4147,4147.0,0.0,0.0,True,True,,,True,
EB_n120_014_a25_040,EB,rederive,2707.0,2707.0,match,2721.0,2738,2738.4124,0.5145,1.1322,True,True,,,True,
EB_n120_014_a50_041,EB,rederive,4549.0,4549.0,match,4549.0,4551,4551.502,0.0,0.0439,True,True,,,True,
EB_n120_014_a75_042,EB,rederive,5034.0,5034.0,match,5034.0,5034,5034.0439,0.0,0.0,True,True,,,True,
EB_n120_015_a25_043,EB,rederive,2247.0,2247.0,match,2251.0,2248,2248.6816,0.1777,0.0445,True,True,,,True,
EB_n120_015_a50_044,EB,rederive,3857.0,3857.0,match,3858.0,3862,3862.646,0.0259,0.1295,True,True,,,True,
EB_n120_015_a75_045,EB,rederive,4268.0,4268.0,match,4268.0,4268,4268.0,0.0,0.0,True,True,,,True,
EB_n130_016_a25_046,EB,rederive,2237.0,2237.0,match,2242.0,2252,2252.7978,0.223,0.6661,True,True,,,True,
EB_n130_016_a50_047,EB,rederive,4095.0,4095.0,match,4096.0,4096,4096.4541,0.0244,0.0244,True,True,,,True,
EB_n130_016_a75_048,EB,rederive,4329.0,4329.0,match,4339.0,4332,4332.3847,0.2305,0.0693,True,True,,,True,
EB_n130_017_a25_049,EB,rederive,2678.0,2678.0,match,2683.0,2688,2688.4207,0.1864,0.372,True,True,,,True,
EB_n130_017_a50_050,EB,rederive,4421.0,4421.0,match,4446.0,4451,4451.0789,0.5623,0.674,True,True,,,True,
EB_n130_017_a75_051,EB,rederive,4644.0,4644.0,match,4644.0,4644,4644.0,0.0,0.0,True,True,,,True,
EB_n130_018_a25_052,EB,rederive,3020.0,3020.0,match,3026.0,3025,3025.2552,0.1983,0.1653,True,True,,,True,
EB_n130_018_a50_053,EB,rederive,4465.0,4465.0,match,4468.0,4466,4466.391,0.0671,0.0224,True,True,,,True,
EB_n130_018_a75_054,EB,rederive,4577.0,4577.0,match,4584.0,4578,4578.0761,0.1527,0.0218,True,True,,,True,
EB_n130_019_a25_055,EB,rederive,2807.0,2807.0,match,2819.0,2834,2834.0372,0.4257,0.9527,True,True,,,True,
EB_n130_019_a50_056,EB,rederive,4769.0,4769.0,match,4770.0,4772,4772.8045,0.021,0.0629,True,True,,,True,
EB_n130_019_a75_057,EB,rederive,5291.0,5291.0,match,5300.0,5291,5291.0158,0.1698,0.0,True,True,,,True,
EB_n130_020_a25_058,EB,rederive,2348.0,2348.0,match,2352.0,2354,2354.9289,0.1701,0.2549,True,True,,,True,
EB_n130_020_a50_059,EB,rederive,4058.0,4058.0,match,4067.0,4075,4075.5249,0.2213,0.4172,True,True,,,True,
EB_n130_020_a75_060,EB,rederive,4584.0,4584.0,match,4593.0,4584,4584.0939,0.196,0.0,True,True,,,True,
EB_n140_021_a25_061,EB,rederive,2538.0,2538.0,match,2544.0,2553,2553.4251,0.2358,0.5875,True,True,,,True,
EB_n140_021_a50_062,EB,rederive,4493.0,4493.0,match,4505.0,4526,4526.622,0.2664,0.7291,True,True,,,True,
EB_n140_021_a75_063,EB,rederive,4847.0,4847.0,match,4860.0,4852,4852.51,0.2675,0.1031,True,True,,,True,
EB_n140_022_a25_064,EB,rederive,2767.0,2767.0,match,2779.0,2795,2795.1342,0.4318,1.0018,True,True,,,True,
EB_n140_022_a50_065,EB,rederive,4900.0,4900.0,match,4925.0,4926,4926.0818,0.5076,0.5278,True,True,,,True,
EB_n140_022_a75_066,EB,rederive,5175.0,5175.0,match,5175.0,5175,5175.0,0.0,0.0,True,True,,,True,
EB_n140_023_a25_067,EB,rederive,3339.0,3339.0,match,3343.0,3340,3340.8695,0.1197,0.0299,True,True,,,True,
EB_n140_023_a50_068,EB,rederive,4919.0,4919.0,match,4928.0,4937,4937.9807,0.1826,0.3646,True,True,,,True,
EB_n140_023_a75_069,EB,rederive,5093.0,5093.0,match,5102.0,5094,5094.1472,0.1764,0.0196,True,True,,,True,
EB_n140_024_a25_070,EB,rederive,3611.0,3611.0,match,3617.0,3625,3625.0446,0.1659,0.3862,True,True,,,True,
EB_n140_024_a50_071,EB,rederive,5525.0,5525.0,match,5538.0,5537,5537.199,0.2347,0.2167,True,True,,,True,
EB_n140_024_a75_072,EB,rederive,5661.0,5661.0,match,5662.0,5661,5661.0,0.0177,0.0,True,True,,,True,
EB_n140_025_a25_073,EB,rederive,2753.0,2753.0,match,2753.0,2756,2756.7831,0.0,0.1089,True,True,,,True,
EB_n140_025_a50_074,EB,rederive,4596.0,4596.0,match,4606.0,4609,4609.2642,0.2171,0.2821,True,True,,,True,
EB_n140_025_a75_075,EB,rederive,4940.0,4940.0,match,4940.0,4940,4940.0029,0.0,0.0,True,True,,,True,
EB_n150_026_a25_076,EB,rederive,2550.0,2550.0,match,2560.0,2576,2576.8671,0.3906,1.0093,True,True,,,True,
EB_n150_026_a50_077,EB,rederive,4811.0,4811.0,match,4822.0,4843,4843.6323,0.2281,0.6607,True,True,,,True,
EB_n150_026_a75_078,EB,rederive,5175.0,5175.0,match,5183.0,5183,5183.1013,0.1544,0.1544,True,True,,,True,
EB_n150_027_a25_079,EB,rederive,2771.0,2771.0,match,2792.0,2809,2809.4658,0.7521,1.3528,True,True,,,True,
EB_n150_027_a50_080,EB,rederive,5040.0,5040.0,match,5047.0,5054,5054.8276,0.1387,0.277,True,True,,,True,
EB_n150_027_a75_081,EB,rederive,5408.0,5408.0,match,5414.0,5408,5408.0002,0.1108,0.0,True,True,,,True,
EB_n150_028_a25_082,EB,rederive,3448.0,3448.0,match,3451.0,3449,3449.753,0.0869,0.029,True,True,,,True,
EB_n150_028_a50_083,EB,rederive,5045.0,5045.0,match,5060.0,5069,5069.7921,0.2964,0.4735,True,True,,,True,
EB_n150_028_a75_084,EB,rederive,5329.0,5329.0,match,5337.0,5329,5329.0001,0.1499,0.0,True,True,,,True,
EB_n150_029_a25_085,EB,rederive,4054.0,4054.0,match,4063.0,4084,4084.7654,0.2215,0.7346,True,True,,,True,
EB_n150_029_a50_086,EB,rederive,6066.0,6066.0,match,6078.0,6077,6077.6039,0.1974,0.181,True,True,,,True,
EB_n150_029_a75_087,EB,rederive,6185.0,6185.0,match,6186.0,6185,6185.0,0.0162,0.0,True,True,,,True,
EB_n150_030_a25_088,EB,rederive,2970.0,2970.0,match,2971.0,2974,2974.6178,0.0337,0.1345,True,True,,,True,
EB_n150_030_a50_089,EB,rederive,4920.0,4920.0,match,4932.0,4938,4938.0381,0.2433,0.3645,True,True,,,True,
EB_n150_030_a75_090,EB,rederive,5278.0,5278.0,match,5285.0,5281,5281.3781,0.1325,0.0568,True,True,,,True,
EC_n050_001_a25_001,EC,rederive,421.0,421.0,match,421.0,421,421.0,0.0,0.0,True,True,,,True,
EC_n050_001_a50_002,EC,rederive,1103.0,1103.0,match,1103.0,1104,1104.5611,0.0,0.0906,True,True,,,True,
EC_n050_001_a75_003,EC,rederive,1444.0,1444.0,match,1445.0,1444,1444.0106,0.0692,0.0,True,True,,,True,
EC_n050_002_a25_004,EC,rederive,355.0,355.0,match,355.0,355,355.0,0.0,0.0,True,True,,,True,
EC_n050_002_a50_005,EC,rederive,1136.0,1136.0,match,1136.0,1136,1136.0593,0.0,0.0,True,True,,,True,
EC_n050_002_a75_006,EC,rederive,1482.0,1482.0,match,1482.0,1482,1482.4128,0.0,0.0,True,True,,,True,
EC_n050_003_a25_007,EC,rederive,773.0,773.0,match,773.0,773,773.4578,0.0,0.0,True,True,,,True,
EC_n050_003_a50_008,EC,rederive,1350.0,1350.0,match,1353.0,1351,1351.3257,0.2217,0.074,True,True,,,True,
EC_n050_003_a75_009,EC,rederive,1584.0,1584.0,match,1584.0,1583,1584.0,0.0,-0.0632,True,True,,,True,
EC_n050_004_a25_010,EC,rederive,844.0,844.0,match,844.0,844,844.0,0.0,0.0,True,True,,,True,
EC_n050_004_a50_011,EC,rederive,1885.0,1885.0,match,1886.0,1885,1885.5387,0.053,0.0,True,True,,,True,
EC_n050_004_a75_012,EC,rederive,2060.0,2060.0,match,2060.0,2060,2060.0,0.0,0.0,True,True,,,True,
EC_n050_005_a25_013,EC,rederive,826.0,826.0,match,826.0,826,826.0025,0.0,0.0,True,True,,,True,
EC_n050_005_a50_014,EC,rederive,1581.0,1581.0,match,1581.0,1583,1583.1981,0.0,0.1263,True,True,,,True,
EC_n050_005_a75_015,EC,rederive,1727.0,1727.0,match,1727.0,1727,1727.0012,0.0,0.0,True,True,,,True,
EC_n055_006_a25_016,EC,rederive,634.0,634.0,match,634.0,634,634.0013,0.0,0.0,True,True,,,True,
EC_n055_006_a50_017,EC,rederive,1508.0,1508.0,match,1509.0,1509,1509.0727,0.0663,0.0663,True,True,,,True,
EC_n055_006_a75_018,EC,rederive,1587.0,1587.0,match,1587.0,1587,1587.008,0.0,0.0,True,True,,,True,
EC_n055_007_a25_019,EC,rederive,375.0,375.0,match,375.0,375,375.0,0.0,0.0,True,True,,,True,
EC_n055_007_a50_020,EC,rederive,1258.0,1258.0,match,1258.0,1258,1258.0294,0.0,0.0,True,True,,,True,
EC_n055_007_a75_021,EC,rederive,1612.0,1612.0,match,1612.0,1612,1612.4363,0.0,0.0,True,True,,,True,
EC_n055_008_a25_022,EC,rederive,773.0,773.0,match,773.0,773,773.8775,0.0,0.0,True,True,,,True,
EC_n055_008_a50_023,EC,rederive,1360.0,1360.0,match,1363.0,1361,1361.1432,0.2201,0.0735,True,True,,,True,
EC_n055_008_a75_024,EC,rederive,1606.0,1606.0,match,1606.0,1606,1606.0,0.0,0.0,True,True,,,True,
