instance,family,mode,csv_obj,primal_obj,csv_obj_match,csv_ub,recomputed_ub,lagrangian_value,csv_gap_pct,recomputed_gap_pct,pass_primal,pass_bound,pass_ub_match,pass_gap,pass_all,note
EC_n055_009_a25_025,EC,rederive,944.0,944.0,match,944.0,944,944.667,0.0,0.0,True,True,,,True,
EC_n055_009_a50_026,EC,rederive,1996.0,1996.0,match,1998.0,1997,1997.1171,0.1001,0.0501,True,True,,,True,
EC_n055_009_a75_027,EC,rederive,2370.0,2370.0,match,2370.0,2370,2370.0,0.0,0.0,True,True,,,True,
EC_n055_010_a25_028,EC,rederive,925.0,925.0,match,925.0,925,925.0024,0.0,0.0,True,True,,,True,
EC_n055_010_a50_029,EC,rederive,1791.0,1791.0,match,1791.0,1793,1793.3026,0.0,0.1115,True,True,,,True,
EC_n055_010_a75_030,EC,rederive,2038.0,2038.0,match,2038.0,2038,2038.0012,0.0,0.0,True,True,,,True,
EC_n060_011_a25_031,EC,rederive,867.0,867.0,match,869.0,867,867.9731,0.2301,0.0,True,True,,,True,
EC_n060_011_a50_032,EC,rederive,1662.0,1662.0,match,1662.0,1662,1662.001,0.0,0.0,True,True,,,True,
EC_n060_011_a75_033,EC,rederive,1712.0,1712.0,match,1713.0,1713,1713.0,0.0584,0.0584,True,True,,,True,
EC_n060_012_a25_034,EC,rederive,894.0,894.0,match,894.0,894,894.0088,0.0,0.0,True,True,,,True,
EC_n060_012_a50_035,EC,rederive,1710.0,1710.0,match,1710.0,1709,1710.0,0.0,-0.0585,True,True,,,True,
EC_n060_012_a75_036,EC,rederive,1757.0,1757.0,match,1757.0,1757,1757.0,0.0,0.0,True,True,,,True,
EC_n060_013_a25_037,EC,rederive,1082.0,1082.0,match,1082.0,1082,1082.0,0.0,0.0,True,True,,,True,
EC_n060_013_a50_038,EC,rederive,1744.0,1744.0,match,1746.0,1744,1744.6387,0.1145,0.0,True,True,,,True,
EC_n060_013_a75_039,EC,rederive,2017.0,2017.0,match,2017.0,2017,2017.0,0.0,0.0,True,True,,,True,
EC_n060_014_a25_040,EC,rederive,1037.0,1037.0,match,1037.0,1037,1037.0,0.0,0.0,True,True,,,True,
EC_n060_014_a50_041,EC,rederive,2215.0,2215.0,match,2221.0,2216,2216.1689,0.2701,0.0451,True,True,,,True,
EC_n060_014_a75_042,EC,rederive,2474.0,2474.0,match,2477.0,2475,2476.0,0.1211,0.0404,True,True,,,True,
EC_n060_015_a25_043,EC,rederive,1075.0,1075.0,match,1075.0,1075,1075.0066,0.0,0.0,True,True,,,True,
EC_n060_015_a50_044,EC,rederive,2102.0,2102.0,match,2102.0,2102,2102.0,0.0,0.0,True,True,,,True,
EC_n060_015_a75_045,EC,rederive,2187.0,2187.0,match,2188.0,2188,2188.0806,0.0457,0.0457,True,True,,,True,
EC_n065_016_a25_046,EC,rederive,867.0,867.0,match,867.0,868,868.0723,0.0,0.1152,True,True,,,True,
EC_n065_016_a50_047,EC,rederive,1853.0,1853.0,match,1854.0,1853,1853.0807,0.0539,0.0,True,True,,,True,
EC_n065_016_a75_048,EC,rederive,1921.0,1921.0,match,1922.0,1922,1922.0792,0.052,0.052,True,True,,,True,
EC_n065_017_a25_049,EC,rederive,993.0,993.0,match,993.0,993,993.0028,0.0,0.0,True,True,,,True,
EC_n065_017_a50_050,EC,rederive,1900.0,1900.0,match,1909.0,1909,1909.2587,0.4715,0.4715,True,True,,,True,
EC_n065_017_a75_051,EC,rederive,1967.0,1967.0,match,1968.0,1968,1968.1589,0.0508,0.0508,True,True,,,True,
EC_n065_018_a25_052,EC,rederive,1183.0,1183.0,match,1186.0,1184,1184.2692,0.253,0.0845,True,True,,,True,
EC_n065_018_a50_053,EC,rederive,1883.0,1883.0,match,1888.0,1889,1889.4684,0.2648,0.3176,True,True,,,True,
EC_n065_018_a75_054,EC,rederive,2146.0,2146.0,match,2146.0,2146,2146.0,0.0,0.0,True,True,,,True,
EC_n065_019_a25_055,EC,rederive,1372.0,1372.0,match,1372.0,1372,1372.001,0.0,0.0,True,True,,,True,
EC_n065_019_a50_056,EC,rederive,2352.0,2352.0,match,2352.0,2353,2353.9108,0.0,0.0425,True,True,,,True,
EC_n065_019_a75_057,EC,rederive,2599.0,2599.0,match,2599.0,2599,2599.0,0.0,0.0,True,True,,,True,
EC_n065_020_a25_058,EC,rederive,1075.0,1075.0,match,1076.0,1075,1075.1462,0.0929,0.0,True,True,,,True,
EC_n065_020_a50_059,EC,rederive,2299.0,2299.0,match,2301.0,2301,2301.0942,0.0869,0.0869,True,True,,,True,
EC_n065_020_a75_060,EC,rederive,2487.0,2487.0,match,2487.0,2487,2487.0,0.0,0.0,True,True,,,True,
EC_n070_021_a25_061,EC,rederive,868.0,868.0,match,869.0,875,875.9863,0.1151,0.8,True,True,,,True,
EC_n070_021_a50_062,EC,rederive,1953.0,1953.0,match,1956.0,1953,1953.4607,0.1534,0.0,True,True,,,True,
EC_n070_021_a75_063,EC,rederive,2031.0,2031.0,match,2033.0,2033,2033.0751,0.0984,0.0984,True,True,,,True,
EC_n070_022_a25_064,EC,rederive,1093.0,1093.0,match,1094.0,1093,1093.4313,0.0914,0.0,True,True,,,True,
EC_n070_022_a50_065,EC,rederive,2018.0,2018.0,match,2019.0,2019,2019.1827,0.0495,0.0495,True,True,,,True,
EC_n070_022_a75_066,EC,rederive,2099.0,2099.0,match,2099.0,2099,2099.0,0.0,0.0,True,True,,,True,
EC_n070_023_a25_067,EC,rederive,1496.0,1496.0,match,1501.0,1503,1503.9196,0.3331,0.4657,True,True,,,True,
EC_n070_023_a50_068,EC,rederive,2206.0,2206.0,match,2217.0,2225,2225.1425,0.4962,0.8539,True,True,,,True,
EC_n070_023_a75_069,EC,rederive,2359.0,2359.0,match,2359.0,2359,2359.0,0.0,0.0,True,True,,,True,
EC_n070_024_a25_070,EC,rederive,1671.0,1671.0,match,1671.0,1671,1671.0002,0.0,0.0,True,True,,,True,
EC_n070_024_a50_071,EC,rederive,2752.0,2752.0,match,2754.0,2752,2752.2364,0.0726,0.0,True,True,,,True,
EC_n070_024_a75_072,EC,rederive,3007.0,3007.0,match,3008.0,3008,3008.0769,0.0332,0.0332,True,True,,,True,
EC_n070_025_a25_073,EC,rederive,1374.0,1374.0,match,1376.0,1374,1374.6577,0.1453,0.0,True,True,,,True,
EC_n070_025_a50_074,EC,rederive,2346.0,2346.0,match,2349.0,2353,2353.8698,0.1277,0.2975,True,True,,,True,
EC_n070_025_a75_075,EC,rederive,2599.0,2599.0,match,2599.0,2599,2599.0,0.0,0.0,True,True,,,True,
EC_n075_026_a25_076,EC,rederive,879.0,879.0,match,880.0,887,887.527,0.1136,0.9019,True,True,,,True,
EC_n075_026_a50_077,EC,rederive,1970.0,1970.0,match,1974.0,1970,1970.933,0.2026,0.0,True,True,,,True,
EC_n075_026_a75_078,EC,rederive,2053.0,2053.0,match,2059.0,2055,2055.0191,0.2914,0.0973,True,True,,,True,
EC_n075_027_a25_079,EC,rederive,1304.0,1304.0,match,1307.0,1310,1310.3179,0.2295,0.458,True,True,,,True,
EC_n075_027_a50_080,EC,rederive,2145.0,2145.0,match,2146.0,2145,2145.8055,0.0466,0.0,True,True,,,True,
EC_n075_027_a75_081,EC,rederive,2221.0,2221.0,match,2222.0,2222,2222.1435,0.045,0.045,True,True,,,True,
EC_n075_028_a25_082,EC,rederive,1697.0,1697.0,match,1703.0,1707,1707.2002,0.3523,0.5858,True,True,,,True,
EC_n075_028_a50_083,EC,rederive,2435.0,2435.0,match,2439.0,2460,2460.5593,0.164,1.0163,True,True,,,True,
EC_n075_028_a75_084,EC,rederive,2581.0,2581.0,match,2581.0,2581,2581.0,0.0,0.0,True,True,,,True,
EC_n075_029_a25_085,EC,rederive,1755.0,1755.0,match,1755.0,1758,1758.05,0.0,0.1706,True,True,,,True,
EC_n075_029_a50_086,EC,rederive,2982.0,2982.0,match,2985.0,2983,2983.6763,0.1005,0.0335,True,True,,,True,
EC_n075_029_a75_087,EC,rederive,3221.0,3221.0,match,3222.0,3221,3221.0,0.031,0.0,True,True,,,True,
EC_n075_030_a25_088,EC,rederive,1484.0,1484.0,match,1484.0,1484,1484.8378,0.0,0.0,True,True,,,True,
EC_n075_030_a50_089,EC,rederive,2456.0,2456.0,match,2465.0,2470,2470.8711,0.3651,0.5668,True,True,,,True,
EC_n075_030_a75_090,EC,rederive,2720.0,2720.0,match,2720.0,2720,2720.0012,0.0,0.0,True,True,,,True,
EC_n080_031_a25_091,EC,rederive,1068.0,1068.0,match,1070.0,1077,1077.2674,0.1869,0.8357,True,True,,,True,
EC_n080_031_a50_092,EC,rederive,2180.0,2180.0,match,2181.0,2180,2180.8541,0.0459,0.0,True,True,,,True,
EC_n080_031_a75_093,EC,rederive,2364.0,2364.0,match,2370.0,2365,2365.0778,0.2532,0.0423,True,True,,,True,
EC_n080_032_a25_094,EC,rederive,1423.0,1423.0,match,1427.0,1433,1433.1766,0.2803,0.6978,True,True,,,True,
EC_n080_032_a50_095,EC,rederive,2275.0,2275.0,match,2286.0,2304,2304.8668,0.4812,1.2587,True,True,,,True,
EC_n080_032_a75_096,EC,rederive,2450.0,2450.0,match,2450.0,2450,2450.0957,0.0,0.0,True,True,,,True,
EC_n080_033_a25_097,EC,rederive,1806.0,1806.0,match,1812.0,1817,1817.3951,0.3311,0.6054,True,True,,,True,
EC_n080_033_a50_098,EC,rederive,2646.0,2646.0,match,2651.0,2673,2673.4692,0.1886,1.0101,True,True,,,True,
EC_n080_033_a75_099,EC,rederive,2802.0,2802.0,match,2804.0,2802,2802.0,0.0713,0.0,True,True,,,True,
EC_n080_034_a25_100,EC,rederive,1858.0,1858.0,match,1858.0,1859,1859.1222,0.0,0.0538,True,True,,,True,
EC_n080_034_a50_101,EC,rederive,3174.0,3174.0,match,3177.0,3175,3175.8769,0.0944,0.0315,True,True,,,True,
EC_n080_034_a75_102,EC,rederive,3424.0,3424.0,match,3425.0,3424,3424.0,0.0292,0.0,True,True,,,True,
EC_n080_035_a25_103,EC,rederive,1585.0,1585.0,match,1589.0,1592,1592.9102,0.2517,0.4397,True,True,,,True,
EC_n080_035_a50_104,EC,rederive,2667.0,2667.0,match,2678.0,2684,2684.1754,0.4108,0.6334,True,True,,,True,
EC_n080_035_a75_105,EC,rederive,2932.0,2932.0,match,2932.0,2932,2932.0011,0.0,0.0,True,True,,,True,
ED_n040_001_a25_001,ED,rederive,412.0,412.0,match,412.0,411,412.0,0.0,-0.2433,True,True,,,True,
ED_n040_001_a50_002,ED,rederive,948.0,948.0,match,948.0,948,948.0438,0.0,0.0,True,True,,,True,
ED_n040_001_a75_003,ED,rederive,1201.0,1201.0,match,1201.0,1201,1201.0,0.0,0.0,True,True,,,True,
ED_n040_002_a25_004,ED,rederive,212.0,212.0,match,212.0,212,212.0,0.0,0.0,True,True,,,True,
ED_n040_002_a50_005,ED,rederive,772.0,772.0,match,772.0,774,774.782,0.0,0.2584,True,True,,,True,
ED_n040_002_a75_006,ED,rederive,1026.0,1026.0,match,1029.0,1026,1026.0066,0.2915,0.0,True,True,,,True,
ED_n040_003_a25_007,ED,rederive,352.0,352.0,match,352.0,352,352.0,0.0,0.0,True,True,,,True,
ED_n040_003_a50_008,ED,rederive,994.0,994.0,match,994.0,994,994.0299,0.0,0.0,True,True,,,True,
ED_n040_003_a75_009,ED,rederive,1138.0,1138.0,match,1138.0,1138,1138.0,0.0,0.0,True,True,,,True,
ED_n040_004_a25_010,ED,rederive,422.0,422.0,match,422.0,422,422.0,0.0,0.0,True,True,,,True,
ED_n040_004_a50_011,ED,rederive,1154.0,1154.0,match,1165.0,1165,1165.2632,0.9442,0.9442,True,True,,,True,
ED_n040_004_a75_012,ED,rederive,1526.0,1526.0,match,1526.0,1525,1526.0,0.0,-0.0656,True,True,,,True,
ED_n040_005_a25_013,ED,rederive,445.0,445.0,match,445.0,445,445.0969,0.0,0.0,True,True,,,True,
ED_n040_005_a50_014,ED,rederive,1161.0,1161.0,match,1162.0,1167,1167.3326,0.0861,0.5141,True,True,,,True,
ED_n040_005_a75_015,ED,rederive,1466.0,1466.0,match,1466.0,1466,1466.0,0.0,0.0,True,True,,,True,
ED_n045_006_a25_016,ED,rederive,523.0,523.0,match,523.0,523,523.0,0.0,0.0,True,True,,,True,
ED_n045_006_a50_017,ED,rederive,1099.0,1099.0,match,1099.0,1099,1099.0,0.0,0.0,True,True,,,True,
ED_n045_006_a75_018,ED,rederive,1244.0,1244.0,match,1244.0,1244,1244.0,0.0,0.0,True,True,,,True,
ED_n045_007_a25_019,ED,rederive,253.0,253.0,match,253.0,253,253.0,0.0,0.0,True,True,,,True,
ED_n045_007_a50_020,ED,rederive,914.0,914.0,match,915.0,914,914.2609,0.1093,0.0,True,True,,,True,
ED_n045_007_a75_021,ED,rederive,1278.0,1278.0,match,1278.0,1279,1279.9117,0.0,0.0782,True,True,,,True,
ED_n045_008_a25_022,ED,rederive,732.0,732.0,match,732.0,732,732.0764,0.0,0.0,True,True,,,True,
ED_n045_008_a50_023,ED,rederive,1326.0,1326.0,match,1326.0,1326,1326.1017,0.0,0.0,True,True,,,True,
ED_n045_008_a75_024,ED,rederive,1471.0,1471.0,match,1471.0,1471,1472.0,0.0,0.0,True,True,,,True,
ED_n045_009_a25_025,ED,rederive,843.0,843.0,match,843.0,843,843.0031,0.0,0.0,True,True,,,True,
ED_n045_009_a50_026,ED,rederive,1487.0,1487.0,match,1488.0,1490,1490.9851,0.0672,0.2013,True,True,,,True,
ED_n045_009_a75_027,ED,rederive,1650.0,1650.0,match,1650.0,1650,1650.0,0.0,0.0,True,True,,,True,
ED_n045_010_a25_028,ED,rederive,813.0,813.0,match,813.0,813,813.0057,0.0,0.0,True,True,,,True,
ED_n045_010_a50_029,ED,rederive,1449.0,1449.0,match,1449.0,1449,1449.2678,0.0,0.0,True,True,,,True,
ED_n045_010_a75_030,ED,rederive,1596.0,1596.0,match,1596.0,1596,1596.0,0.0,0.0,True,True,,,True,
ED_n050_011_a25_031,ED,rederive,623.0,623.0,match,623.0,623,623.0,0.0,0.0,True,True,,,True,
ED_n050_011_a50_032,ED,rederive,1306.0,1306.0,match,1307.0,1306,1306.0,0.0765,0.0,True,True,,,True,
ED_n050_011_a75_033,ED,rederive,1464.0,1464.0,match,1464.0,1464,1464.0,0.0,0.0,True,True,,,True,
ED_n050_012_a25_034,ED,rederive,354.0,354.0,match,354.0,354,354.0,0.0,0.0,True,True,,,True,
ED_n050_012_a50_035,ED,rederive,1014.0,1014.0,match,1015.0,1015,1015.362,0.0985,0.0985,True,True,,,True,
ED_n050_012_a75_036,ED,rederive,1378.0,1378.0,match,1381.0,1388,1388.0422,0.2172,0.7205,True,True,,,True,
ED_n050_013_a25_037,ED,rederive,742.0,742.0,match,742.0,742,742.3124,0.0,0.0,True,True,,,True,
ED_n050_013_a50_038,ED,rederive,1337.0,1337.0,match,1340.0,1338,1338.3119,0.2239,0.0747,True,True,,,True,
ED_n050_013_a75_039,ED,rederive,1582.0,1582.0,match,1582.0,1581,1582.0,0.0,-0.0633,True,True,,,True,
ED_n050_014_a25_040,ED,rederive,1034.0,1034.0,match,1034.0,1034,1034.0,0.0,0.0,True,True,,,True,
ED_n050_014_a50_041,ED,rederive,1787.0,1787.0,match,1797.0,1797,1797.7878,0.5565,0.5565,True,True,,,True,
ED_n050_014_a75_042,ED,rederive,2058.0,2058.0,match,2058.0,2058,2058.0,0.0,0.0,True,True,,,True,
ED_n050_015_a25_043,ED,rederive,852.0,852.0,match,853.0,853,853.432,0.1172,0.1172,True,True,,,True,
ED_n050_015_a50_044,ED,rederive,1482.0,1482.0,match,1484.0,1493,1493.3991,0.1348,0.7368,True,True,,,True,
ED_n050_015_a75_045,ED,rederive,1626.0,1626.0,match,1626.0,1626,1626.0,0.0,0.0,True,True,,,True,
ED_n055_016_a25_046,ED,rederive,845.0,845.0,match,846.0,845,845.3759,0.1182,0.0,True,True,,,True,
ED_n055_016_a50_047,ED,rederive,1447.0,1447.0,match,1447.0,1447,1447.107,0.0,0.0,True,True,,,True,
ED_n055_016_a75_048,ED,rederive,1488.0,1488.0,match,1488.0,1488,1488.0436,0.0,0.0,True,True,,,True,
ED_n055_017_a25_049,ED,rederive,364.0,364.0,match,364.0,363,364.0,0.0,-0.2755,True,True,,,True,
ED_n055_017_a50_050,ED,rederive,1135.0,1135.0,match,1136.0,1136,1136.1681,0.088,0.088,True,True,,,True,
ED_n055_017_a75_051,ED,rederive,1489.0,1489.0,match,1490.0,1508,1508.7899,0.0671,1.2599,True,True,,,True,
ED_n055_018_a25_052,ED,rederive,742.0,742.0,match,744.0,742,742.7113,0.2688,0.0,True,True,,,True,
ED_n055_018_a50_053,ED,rederive,1348.0,1348.0,match,1351.0,1348,1348.9166,0.2221,0.0,True,True,,,True,
ED_n055_018_a75_054,ED,rederive,1601.0,1601.0,match,1602.0,1602,1602.073,0.0624,0.0624,True,True,,,True,
ED_n055_019_a25_055,ED,rederive,1036.0,1036.0,match,1038.0,1035,1036.0,0.1927,-0.0966,True,True,,,True,
ED_n055_019_a50_056,ED,rederive,1897.0,1897.0,match,1907.0,1908,1908.2131,0.5244,0.5765,True,True,,,True,
ED_n055_019_a75_057,ED,rederive,2169.0,2169.0,match,2170.0,2170,2170.0915,0.0461,0.0461,True,True,,,True,
ED_n055_020_a25_058,ED,rederive,963.0,963.0,match,964.0,964,964.1349,0.1037,0.1037,True,True,,,True,
ED_n055_020_a50_059,ED,rederive,1790.0,1790.0,match,1790.0,1797,1797.1285,0.0,0.3895,True,True,,,True,
ED_n055_020_a75_060,ED,rederive,1954.0,1954.0,match,1956.0,1955,1955.0,0.1022,0.0512,True,True,,,True,
ED_n060_021_a25_061,ED,rederive,846.0,846.0,match,846.0,848,848.061,0.0,0.2358,True,True,,,True,
ED_n060_021_a50_062,ED,rederive,1637.0,1637.0,match,1638.0,1637,1637.5103,0.0611,0.0,True,True,,,True,
ED_n060_021_a75_063,ED,rederive,1698.0,1698.0,match,1699.0,1699,1699.1613,0.0589,0.0589,True,True,,,True,
ED_n060_022_a25_064,ED,rederive,864.0,864.0,match,864.0,864,864.0544,0.0,0.0,True,True,,,True,
ED_n060_022_a50_065,ED,rederive,1737.0,1737.0,match,1766.0,1767,1767.8421,1.6421,1.6978,True,True,,,True,
ED_n060_022_a75_066,ED,rederive,1944.0,1944.0,match,1954.0,1954,1954.7241,0.5118,0.5118,True,True,,,True,
ED_n060_023_a25_067,ED,rederive,1050.0,1050.0,match,1051.0,1050,1051.0,0.0951,0.0,True,True,,,True,
ED_n060_023_a50_068,ED,rederive,1736.0,1736.0,match,1739.0,1738,1738.5215,0.1725,0.1151,True,True,,,True,
ED_n060_023_a75_069,ED,rederive,2002.0,2002.0,match,2002.0,2002,2002.0,0.0,0.0,True,True,,,True,
ED_n060_024_a25_070,ED,rederive,1253.0,1253.0,match,1260.0,1273,1273.2887,0.5556,1.5711,True,True,,,True,
ED_n060_024_a50_071,ED,rederive,2138.0,2138.0,match,2144.0,2139,2139.9492,0.2799,0.0468,True,True,,,True,
ED_n060_024_a75_072,ED,rederive,2383.0,2383.0,match,2387.0,2386,2386.1961,0.1676,0.1257,True,True,,,True,
ED_n060_025_a25_073,ED,rederive,1346.0,1346.0,match,1348.0,1346,1346.7458,0.1484,0.0,True,True,,,True,
ED_n060_025_a50_074,ED,rederive,2014.0,2014.0,match,2034.0,2049,2049.7755,0.9833,1.7082,True,True,,,True,
ED_n060_025_a75_075,ED,rederive,2268.0,2268.0,match,2269.0,2268,2268.0,0.0441,0.0,True,True,,,True,
ED_n065_026_a25_076,ED,rederive,858.0,858.0,match,859.0,860,860.6505,0.1164,0.2326,True,True,,,True,
ED_n065_026_a50_077,ED,rederive,1838.0,1838.0,match,1839.0,1838,1838.5332,0.0544,0.0,True,True,,,True,
ED_n065_026_a75_078,ED,rederive,1900.0,1900.0,match,1901.0,1901,1901.1537,0.0526,0.0526,True,True,,,True,
ED_n065_027_a25_079,ED,rederive,874.0,874.0,match,874.0,874,874.1111,0.0,0.0,True,True,,,True,
ED_n065_027_a50_080,ED,rederive,1747.0,1747.0,match,1766.0,1768,1768.7469,1.0759,1.1878,True,True,,,True,
ED_n065_027_a75_081,ED,rederive,1972.0,1972.0,match,1982.0,1982,1982.9449,0.5045,0.5045,True,True,,,True,
ED_n065_028_a25_082,ED,rederive,1152.0,1152.0,match,1157.0,1159,1159.4583,0.4322,0.604,True,True,,,True,
ED_n065_028_a50_083,ED,rederive,1948.0,1948.0,match,1950.0,1964,1964.4049,0.1026,0.8147,True,True,,,True,
ED_n065_028_a75_084,ED,rederive,2143.0,2143.0,match,2147.0,2144,2144.1719,0.1863,0.0466,True,True,,,True,
ED_n065_029_a25_085,ED,rederive,1343.0,1343.0,match,1351.0,1369,1369.0398,0.5922,1.8992,True,True,,,True,
ED_n065_029_a50_086,ED,rederive,2340.0,2340.0,match,2341.0,2341,2341.9787,0.0427,0.0427,True,True,,,True,
ED_n065_029_a75_087,ED,rederive,2596.0,2596.0,match,2599.0,2597,2597.1566,0.1154,0.0385,True,True,,,True,
ED_n065_030_a25_088,ED,rederive,1478.0,1478.0,match,1488.0,1498,1498.8997,0.672,1.3351,True,True,,,True,
ED_n065_030_a50_089,ED,rederive,2334.0,2334.0,match,2340.0,2340,2340.4787,0.2564,0.2564,True,True,,,True,
ED_n065_030_a75_090,ED,rederive,2496.0,2496.0,match,2497.0,2497,2497.0,0.04,0.04,True,True,,,True,
ED_n070_031_a25_091,ED,rederive,878.0,878.0,match,878.0,880,880.2776,0.0,0.2273,True,True,,,True,
ED_n070_031_a50_092,ED,rederive,1858.0,1858.0,match,1859.0,1859,1859.1385,0.0538,0.0538,True,True,,,True,
ED_n070_031_a75_093,ED,rederive,1929.0,1929.0,match,1932.0,1932,1932.6519,0.1553,0.1553,True,True,,,True,
ED_n070_032_a25_094,ED,rederive,974.0,974.0,match,974.0,974,974.5297,0.0,0.0,True,True,,,True,
ED_n070_032_a50_095,ED,rederive,1867.0,1867.0,match,1877.0,1879,1879.5397,0.5328,0.6386,True,True,,,True,
ED_n070_032_a75_096,ED,rederive,2083.0,2083.0,match,2096.0,2095,2095.8774,0.6202,0.5728,True,True,,,True,
ED_n070_033_a25_097,ED,rederive,1483.0,1483.0,match,1483.0,1483,1483.8344,0.0,0.0,True,True,,,True,
ED_n070_033_a50_098,ED,rederive,2197.0,2197.0,match,2202.0,2212,2212.4428,0.2271,0.6781,True,True,,,True,
ED_n070_033_a75_099,ED,rederive,2350.0,2350.0,match,2350.0,2350,2350.0028,0.0,0.0,True,True,,,True,
ED_n070_034_a25_100,ED,rederive,1445.0,1445.0,match,1445.0,1447,1447.8875,0.0,0.1382,True,True,,,True,
ED_n070_034_a50_101,ED,rederive,2540.0,2540.0,match,2546.0,2563,2563.4039,0.2357,0.8974,True,True,,,True,
ED_n070_034_a75_102,ED,rederive,2904.0,2904.0,match,2909.0,2908,2908.0153,0.1719,0.1376,True,True,,,True,
ED_n070_035_a25_103,ED,rederive,1479.0,1479.0,match,1489.0,1503,1503.9665,0.6716,1.5968,True,True,,,True,
ED_n070_035_a50_104,ED,rederive,2347.0,2347.0,match,2352.0,2353,2353.9379,0.2126,0.255,True,True,,,True,
ED_n070_035_a75_105,ED,rederive,2518.0,2518.0,match,2519.0,2519,2519.0,0.0397,0.0397,True,True,,,True,
ED_n075_036_a25_106,ED,rederive,1076.0,1076.0,match,1077.0,1082,1082.8747,0.0929,0.5545,True,True,,,True,
ED_n075_036_a50_107,ED,rederive,1988.0,1988.0,match,1989.0,2005,2005.7347,0.0503,0.8479,True,True,,,True,
ED_n075_036_a75_108,ED,rederive,2141.0,2141.0,match,2144.0,2143,2143.5044,0.1399,0.0933,True,True,,,True,
ED_n075_037_a25_109,ED,rederive,1273.0,1273.0,match,1282.0,1288,1288.0667,0.702,1.1646,True,True,,,True,
ED_n075_037_a50_110,ED,rederive,2099.0,2099.0,match,2103.0,2131,2131.7927,0.1902,1.5016,True,True,,,True,
ED_n075_037_a75_111,ED,rederive,2326.0,2326.0,match,2327.0,2327,2327.3034,0.043,0.043,True,True,,,True,
ED_n075_038_a25_112,ED,rederive,1685.0,1685.0,match,1690.0,1693,1693.6426,0.2959,0.4725,True,True,,,True,
ED_n075_038_a50_113,ED,rederive,2411.0,2411.0,match,2415.0,2441,2441.5924,0.1656,1.229,True,True,,,True,
ED_n075_038_a75_114,ED,rederive,2577.0,2577.0,match,2582.0,2577,2577.0,0.1936,0.0,True,True,,,True,
ED_n075_039_a25_115,ED,rederive,1964.0,1964.0,match,1965.0,1970,1970.0015,0.0509,0.3046,True,True,,,True,
ED_n075_039_a50_116,ED,rederive,3041.0,3041.0,match,3051.0,3052,3052.1217,0.3278,0.3604,True,True,,,True,
ED_n075_039_a75_117,ED,rederive,3113.0,3113.0,match,3115.0,3113,3114.0,0.0642,0.0,True,True,,,True,
ED_n075_040_a25_118,ED,rederive,1588.0,1588.0,match,1595.0,1608,1608.5724,0.4389,1.2438,True,True,,,True,
ED_n075_040_a50_119,ED,rederive,2565.0,2565.0,match,2572.0,2573,2573.9231,0.2722,0.3109,True,True,,,True,
ED_n075_040_a75_120,ED,rederive,2731.0,2731.0,match,2740.0,2741,2741.0835,0.3285,0.3648,True,True,,,True,
ED_n080_041_a25_121,ED,rederive,1504.0,1504.0,match,1506.0,1519,1519.1436,0.1328,0.9875,True,True,,,True,
ED_n080_041_a50_122,ED,rederive,2227.0,2227.0,match,2232.0,2233,2233.6053,0.224,0.2687,True,True,,,True,
ED_n080_041_a75_123,ED,rederive,2269.0,2269.0,match,2271.0,2271,2271.4674,0.0881,0.0881,True,True,,,True,
ED_n080_042_a25_124,ED,rederive,1305.0,1305.0,match,1311.0,1333,1333.2954,0.4577,2.1005,True,True,,,True,
ED_n080_042_a50_125,ED,rederive,2161.0,2161.0,match,2165.0,2186,2186.2576,0.1848,1.1436,True,True,,,True,
ED_n080_042_a75_126,ED,rederive,2457.0,2457.0,match,2458.0,2458,2458.1514,0.0407,0.0407,True,True,,,True,
ED_n080_043_a25_127,ED,rederive,1785.0,1785.0,match,1789.0,1792,1792.7246,0.2236,0.3906,True,True,,,True,
ED_n080_043_a50_128,ED,rederive,2628.0,2628.0,match,2635.0,2652,2652.6145,0.2657,0.905,True,True,,,True,
ED_n080_043_a75_129,ED,rederive,2797.0,2797.0,match,2803.0,2798,2798.1943,0.2141,0.0357,True,True,,,True,
ED_n080_044_a25_130,ED,rederive,1965.0,1965.0,match,1969.0,1976,1976.4149,0.2031,0.5567,True,True,,,True,
ED_n080_044_a50_131,ED,rederive,3148.0,3148.0,match,3156.0,3168,3168.7628,0.2535,0.6313,True,True,,,True,
ED_n080_044_a75_132,ED,rederive,3322.0,3322.0,match,3326.0,3325,3325.1243,0.1203,0.0902,True,True,,,True,
ED_n080_045_a25_133,ED,rederive,1681.0,1681.0,match,1687.0,1699,1699.4406,0.3557,1.0594,True,True,,,True,
ED_n080_045_a50_134,ED,rederive,2666.0,2666.0,match,2674.0,2675,2675.6565,0.2992,0.3364,True,True,,,True,
ED_n080_045_a75_135,ED,rederive,2933.0,2933.0,match,2942.0,2942,2942.6496,0.3059,0.3059,True,True,,,True,
