instance,family,n,alpha,phase,tier,obj,ub,gap_pct,seeds,phase_rt,cumul_rt,event
EB_n130_017_a50_050,EB,130,0.5,1,1,4421.0,4462,0.9188704616763783,1,310.5355275999973,310.5355614,STALL→tier0→1 d_max=25
EB_n130_017_a50_050,EB,130,0.5,2,2,4421.0,4448,0.6070143884892086,1,303.8077912000008,674.5663687999986,STALL→tier1→2 d_max=33
EB_n130_017_a50_050,EB,130,0.5,3,3,4421.0,4447,0.5846638183044749,1,300.2441390999993,1035.1972473999995,TIERS_EXHAUSTED
B_n120_012_a25_034,B,120,0.25,1,1,2871.0,2900,1.0,1,304.01705920000313,304.01708529999814,STALL→tier0→1 d_max=15
B_n120_012_a25_034,B,120,0.25,2,2,2871.0,2883,0.41623309053069724,1,302.02369270000054,638.8623043999978,STALL→tier1→2 d_max=21
B_n120_012_a25_034,B,120,0.25,3,3,2871.0,2883,0.41623309053069724,1,303.0653811000011,967.2634440000002,TIERS_EXHAUSTED
B_n120_014_a25_040,B,120,0.25,1,1,3242.0,3333,2.7302730273027302,2,300.61565679999694,300.6156869999977,STALL→tier0→1 d_max=14
B_n120_014_a25_040,B,120,0.25,2,2,3242.0,3299,1.7277963019096696,1,300.20653010000024,612.5799437999995,STALL→tier1→2 d_max=18
B_n120_014_a25_040,B,120,0.25,3,3,3242.0,3294,1.5786278081360048,1,301.73585979999916,927.9703270999998,TIERS_EXHAUSTED
ED_n065_029_a25_085,ED,65,0.25,1,1,1343.0,1378,2.539912917271408,2,301.311957599999,301.3119856000012,STALL→tier0→1 d_max=5
ED_n065_029_a25_085,ED,65,0.25,2,2,1343.0,1360,1.25,2,300.1991393999997,613.066540900003,STALL→tier1→2 d_max=6
ED_n065_029_a25_085,ED,65,0.25,3,3,1343.0,1351,0.5921539600296076,2,300.04802720000225,921.776128700003,TIERS_EXHAUSTED
B_n120_011_a25_031,B,120,0.25,1,1,2526.0,2598,2.771362586605081,2,300.6904547000013,300.6904792000023,STALL→tier0→1 d_max=12
B_n120_011_a25_031,B,120,0.25,2,2,2526.0,2581,2.1309569934134056,2,300.0173926999996,660.9089499000002,STALL→tier1→2 d_max=17
B_n120_011_a25_031,B,120,0.25,3,3,2526.0,2575,1.9029126213592233,1,301.457852800002,1022.630055900001,TIERS_EXHAUSTED
ED_n060_022_a75_066,ED,60,0.75,1,1,1944.0,1955,0.5626598465473146,1,301.6857622999996,301.6857866999999,STALL→tier0→1 d_max=13
ED_n060_022_a75_066,ED,60,0.75,2,2,1944.0,1954,0.511770726714432,1,301.2207559999988,610.7374952000027,STALL→tier1→2 d_max=18
ED_n060_022_a75_066,ED,60,0.75,3,3,1944.0,1954,0.511770726714432,1,303.2954204999987,924.5190533000023,TIERS_EXHAUSTED
EC_n070_023_a50_068,EC,70,0.5,1,1,2206.0,2236,1.3416815742397137,1,300.43579229999887,300.4358275000013,STALL→tier0→1 d_max=13
EC_n070_023_a50_068,EC,70,0.5,2,2,2206.0,2219,0.5858494817485354,1,300.5339292999997,608.0725831000018,STALL→tier1→2 d_max=18
EC_n070_023_a50_068,EC,70,0.5,3,3,2206.0,2217,0.49616599007668016,1,308.22563889999947,924.7193350999987,TIERS_EXHAUSTED
C_n070_023_a25_067,C,70,0.25,1,1,1628.0,1639,0.6711409395973155,1,303.1311932999997,303.1312407000005,STALL→tier0→1 d_max=8
C_n070_023_a25_067,C,70,0.25,2,2,1628.0,1633,0.3061849357011635,1,300.3238401999988,612.5915750999993,STALL→tier1→2 d_max=11
C_n070_023_a25_067,C,70,0.25,3,3,1628.0,1633,0.3061849357011635,1,300.6094692000006,921.4425303999997,TIERS_EXHAUSTED
D_n055_019_a25_055,D,55,0.25,1,1,1147.0,1179,2.7141645462256148,2,300.07616840000264,300.0762173999974,STALL→tier0→1 d_max=5
D_n055_019_a25_055,D,55,0.25,2,2,1147.0,1164,1.4604810996563573,2,300.154093000001,605.1856439999974,STALL→tier1→2 d_max=7
D_n055_019_a25_055,D,55,0.25,3,3,1147.0,1157,0.864304235090752,2,300.84087799999907,910.9609297999996,TIERS_EXHAUSTED
ED_n060_024_a25_070,ED,60,0.25,1,1,1253.0,1283,2.338269680436477,2,300.8823771000025,300.8824062999993,STALL→tier0→1 d_max=5
ED_n060_024_a25_070,ED,60,0.25,2,2,1253.0,1266,1.0268562401263823,2,300.2172563999993,613.9769278999993,STALL→tier1→2 d_max=6
