instance,family,n,alpha,phase,tier,obj,ub,gap_pct,seeds,phase_rt,cumul_rt,event
EC_n075_030_a50_089,EC,75,0.5,1,1,2456.0,2482,1.04754230459307,1,304.99793729999874,304.9979665999999,STALL→tier0→1 d_max=13
EC_n075_030_a50_089,EC,75,0.5,2,2,2456.0,2468,0.48622366288492713,1,309.1374834999988,623.4732768999966,STALL→tier1→2 d_max=17
EC_n075_030_a50_089,EC,75,0.5,3,3,2456.0,2465,0.36511156186612576,1,301.28497309999875,933.8096848999994,TIERS_EXHAUSTED
B_n130_019_a25_055,B,130,0.25,1,1,3359.0,3441,2.383028189479802,1,300.20609709999917,300.2061297,STALL→tier0→1 d_max=14
B_n130_019_a25_055,B,130,0.25,2,2,3359.0,3413,1.5821857603281568,1,300.1764394999991,618.6053016000005,STALL→tier1→2 d_max=18
B_n130_019_a25_055,B,130,0.25,3,3,3359.0,3410,1.4956011730205279,1,302.5402830000021,939.9562428999998,TIERS_EXHAUSTED
EC_n070_023_a25_067,EC,70,0.25,1,1,1496.0,1505,0.5980066445182725,2,300.1272534999989,300.1273046000024,STALL→tier0→1 d_max=7
EC_n070_023_a25_067,EC,70,0.25,2,2,1496.0,1502,0.3994673768308922,2,301.5638261000022,611.5519509000005,STALL→tier1→2 d_max=9
EC_n070_023_a25_067,EC,70,0.25,3,3,1496.0,1501,0.3331112591605596,2,300.9488672999978,922.5762128000024,TIERS_EXHAUSTED
B_n110_006_a25_016,B,110,0.25,1,1,2434.0,2477,1.7359709325797335,1,301.38398869999946,301.38403910000125,STALL→tier0→1 d_max=12
B_n110_006_a25_016,B,110,0.25,2,2,2434.0,2474,1.6168148746968474,2,301.67825789999915,639.9708663999991,STALL→tier1→2 d_max=16
B_n110_006_a25_016,B,110,0.25,3,3,2434.0,2473,1.5770319450060657,2,300.0958834999983,986.6494964000012,TIERS_EXHAUSTED
EC_n075_028_a25_082,EC,75,0.25,1,1,1697.0,1712,0.8761682242990654,2,301.75342190000083,301.75344869999753,STALL→tier0→1 d_max=8
EC_n075_028_a25_082,EC,75,0.25,2,2,1697.0,1704,0.41079812206572774,2,300.18981099999655,621.1610672999996,STALL→tier1→2 d_max=10
EC_n075_028_a25_082,EC,75,0.25,3,3,1697.0,1703,0.35231943628890194,2,300.46570840000277,943.9940337000007,TIERS_EXHAUSTED
D_n065_028_a25_082,D,65,0.25,1,1,1383.0,1393,0.7178750897343862,1,300.16400649999923,300.16405459999805,STALL→tier0→1 d_max=6
D_n065_028_a25_082,D,65,0.25,2,2,1383.0,1388,0.36023054755043227,1,300.0313688000024,611.6212313999968,STALL→tier1→2 d_max=8
D_n065_028_a25_082,D,65,0.25,3,3,1383.0,1388,0.36023054755043227,2,300.28053590000127,921.2991427999987,TIERS_EXHAUSTED
EB_n130_019_a25_055,EB,130,0.25,1,1,2807.0,2855,1.6812609457092822,2,301.0311021000016,301.0311269999984,STALL→tier0→1 d_max=11
EB_n130_019_a25_055,EB,130,0.25,2,2,2807.0,2826,0.6723283793347488,2,300.4838536999996,622.2817918000001,STALL→tier1→2 d_max=14
EB_n130_019_a25_055,EB,130,0.25,3,3,2807.0,2819,0.4256828662646328,2,301.3079189000018,934.4296566999983,TIERS_EXHAUSTED
B_n130_016_a25_046,B,130,0.25,1,1,2744.0,2837,3.2781106802960878,1,300.20117649999884,300.2012121000007,STALL→tier0→1 d_max=13
B_n130_016_a25_046,B,130,0.25,2,2,2744.0,2802,2.0699500356887937,1,302.77130430000034,663.2329452999984,STALL→tier1→2 d_max=17
B_n130_016_a25_046,B,130,0.25,3,3,2744.0,2797,1.8948873793350018,2,300.42187019999983,1023.9373076000011,TIERS_EXHAUSTED
ED_n040_004_a50_011,ED,40,0.5,1,1,1154.0,1165,0.944206008583691,2,299.3072704999977,299.307319800002,STALL→tier0→1 d_max=5
ED_n040_004_a50_011,ED,40,0.5,2,2,1154.0,1165,0.944206008583691,3,300.0097127000008,600.3826242000032,STALL→tier1→2 d_max=6
ED_n040_004_a50_011,ED,40,0.5,3,3,1154.0,1165,0.944206008583691,5,300.0020831999973,901.2633087000031,TIERS_EXHAUSTED
